Strain_Name,24_hr_Carb_1,24_hr_Carb_10,24_hr_Carb_11,24_hr_Carb_13,24_hr_Carb_14,24_hr_Carb_15,24_hr_Carb_16,24_hr_Carb_17,24_hr_Carb_18,24_hr_Carb_19,24_hr_Carb_2,24_hr_Carb_20,24_hr_Carb_21,24_hr_Carb_22,24_hr_Carb_23,24_hr_Carb_24,24_hr_Carb_25,24_hr_Carb_26,24_hr_Carb_27,24_hr_Carb_28,24_hr_Carb_3,24_hr_Carb_4,24_hr_Carb_5,24_hr_Carb_6,24_hr_Carb_7,24_hr_Carb_8,24_hr_Carb_9,72_hr_Carb_1,72_hr_Carb_10,72_hr_Carb_11,72_hr_Carb_13,72_hr_Carb_14,72_hr_Carb_15,72_hr_Carb_16,72_hr_Carb_17,72_hr_Carb_18,72_hr_Carb_19,72_hr_Carb_2,72_hr_Carb_20,72_hr_Carb_21,72_hr_Carb_22,72_hr_Carb_23,72_hr_Carb_24,72_hr_Carb_25,72_hr_Carb_26,72_hr_Carb_27,72_hr_Carb_28,72_hr_Carb_3,72_hr_Carb_4,72_hr_Carb_5,72_hr_Carb_6,72_hr_Carb_7,72_hr_Carb_8,72_hr_Carb_9,Bacteroides_Dropout_1,Bacteroides_Dropout_2,hc2_1,hc2_2
Acidaminococcus-fermentans-DSM-20731-MAF-2,5.737169618419055e-5,3.1474271956798e-4,0.24620506214066212,0.0034682173773555,1.5558616048529e-4,0.03354490804549334,0.06124456690776854,0.00491973068303477,0.00224730289254282,5.571453024783985e-5,1.1262182297832e-4,0.05541618624273138,0.00799863659239684,0,1.2839741880253944e-5,5.390127902885565e-5,2.4320709458827e-4,3.2231479780171e-4,0.0181537770332668,0.3552933590495734,4.7074113316567e-4,0.0454194045916293,1.0678179363440965,0.17684414845821586,0.01816775946885243,0.1037550452601938,0.14974115034409696,2.3141896426816e-4,0.0748298858171415,0.3747112990852582,2.7420047412242e-4,0.30254046070143353,0.01814339865161865,0.566780254294942,0.07673292666426222,2.1076891073519797e-5,0.01125250855084586,0.01647144098193371,4.220820960665739e-5,3.001580839835e-4,0.0089338195949247,0,0.02371976282760481,5.4376748880616864e-5,2.5337343967163e-4,0.01775605082720955,0.1622345768567739,0.06857017956588515,0.3653719078836495,0.9443363984641456,0.25519058561719893,0.38590234733709383,0.05288084259172992,0.0039708859644964,0.12719347628359914,0.142827248350822,0.08656601592379644,0.09943851103356424
Acidaminococcus-sp-D21-MAF-2,0.00153220098522139,1.3518982847049e-4,1.9129025229746148e-5,0.00458419175696927,1.555525069285408e-5,0.0061766805012115,0.14422699502464942,6.0837317572025e-4,1.1048789390284e-4,1.7292372513765e-4,2.1140718201456e-4,3.4487763813708e-4,3.8431003080704e-4,1.4224584184209965e-5,4.5424313740944e-5,1.2847414036191e-4,3.2397602120844e-4,0.0013559941363238,5.692591938198261e-6,0.00256988468161735,2.226297500429677e-5,8.97865476392701e-5,0.00287178439417784,1.2276284437851e-4,0.04879038484498795,6.8342192024464e-4,0.00102626626335442,0.00751812278165454,0,6.3902603743276e-4,0.00209396555083008,0.00186757545509804,0.02765190570198008,0.27206078488858293,0.13735558691098565,9.2744632554733e-4,3.2649685521897e-4,0.00227808878140595,4.243075915993152e-5,5.1354112906145e-4,2.007493689446458e-5,0,8.988560711478524e-5,5.494409243652453e-5,0.31099294096900043,0.0012178989759312,3.150824940434e-4,6.4237976259735e-4,0.25550986551462923,5.427979282635337e-5,3.4105027329359e-4,0.1040649658346256,1.682060020394e-4,0.3358655166442029,0.20885706929270992,0.2318009283672181,0.1582730745258861,0.161315550091401
Adlercreutzia-equolifaciens-DSM-19450,2.8687510113280245e-5,0,2.186631001804363e-5,3.3448478689455e-4,5.103896887726696e-6,8.047695914103055e-5,2.0606343874314e-4,0,2.127969102323665e-5,1.1729335908449313e-5,2.7303128205575475e-5,7.234922040431532e-5,4.134519917820312e-5,0,0,3.593644361535179e-5,5.4726949018169446e-5,1.2398059217439e-4,0,0,0,0,4.5475362946575e-4,2.158984127891984e-5,5.618776155043663e-6,3.119565781342771e-5,5.3918327083520305e-6,0,0,0,2.19394252274227e-5,0,0,0,0,0,0,6.519791972773326e-6,0,5.7172782439726185e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01023185597332989,0.01027603708245223,0.00862406865758546,0.00868405612809122
Akkermansia-muciniphila-ATCC-BAA-835-MAF-2,0.00123348775835114,5.515961697884881e-5,1.8741011342434884e-5,0.02454787680759115,7.65176666751642e-5,0.00308549460583266,26.877431180325473,1.1883560848676e-4,2.1544524419586e-4,2.9030106619387e-4,9.828791391518e-4,0.00133839278028323,0.0020818329049920002,8.439960512238084e-5,3.8519143987798256e-5,3.353779075135e-4,0.00269349588861063,0.00457848040694371,2.812771784073636e-5,6.335717400120478e-6,3.811509172330225e-5,1.1079733909849656e-5,2.8071177082056514e-5,2.8786455492713292e-5,1.0112278026719e-4,6.862313943376087e-5,2.156396191869017e-5,6.527576446303e-4,2.7281821292074115e-5,5.8107603139503505e-6,0.00230050559683436,5.127355904284981e-5,1.9717000206014e-4,12.327604799864709,1.1101259029447e-4,1.053841591261662e-5,2.4582160124134993e-5,2.8034686189312e-4,3.3227740681153e-4,2.7728781661134e-4,2.328023519090404e-5,3.7342905398782087e-5,4.0848667242204935e-5,8.0011216380079e-4,8.5405008453263e-4,2.5173055315397615e-5,2.5884861486684183e-5,0,0,0,3.05335027332065e-5,5.6831798552824045e-6,0,1.120633457418397e-5,0.6052360786426192,0.6448472947977218,0.42083342333477985,0.458317152289704
Alistipes-finegoldii-DSM-17242,0.01855012636916367,0.00101385664953303,0.0092040608814585,0.2676264068591515,0.00774180502303093,0.0561100039814909,0.34948004063293436,0.00199160225061392,0.02011994207310918,0.03051089166407301,0.00640680863048155,0.01702889191697818,0.01817716543841196,0.00231587149745665,0.00133613634042599,0.00240097177428631,0.0274150114461775,0.0346700032664075,0.00486894586895963,0.00180903856130034,0.06792298444571014,0.00596821705020078,0.00449274135894123,0.00130817256470615,0.02005385956542179,0.01340398058627441,0.00112412441431125,0.00604268843930031,7.7200327355537e-4,0.5303760819547488,0.0086228710282507,0.08715969673731801,0.00888460847039106,0.5965132583378516,0.05916611782567796,0.08386146719451233,0.07228385734993613,0.00732374583584718,0.0023355251853028,0.00698162122192551,0.00256793214341784,0.00569028601220927,0.03622961360540083,0.01109068986833314,0.00212728212887553,0.08499403350327302,0.00149384344463537,0.13321862389008496,0.35503274826201586,0.05280993547751306,5.0130884513846e-4,0.09573718703030432,0.04963675636097415,0.01869624808389601,2.830637941791792,2.8461756786792125,2.0910592206359384,2.265453766471348
Alistipes-ihumii-AP11-MAF-2,0.01229507734396266,7.9369050839258e-4,0.0069405022215985,0.14661035629205843,8.1619106047494e-4,0.01837602321944679,0.00154256134989097,7.0696237154603e-4,0.00270538785727618,0.00314440423918442,0.00714580884932802,0.01122207239684004,0.01303225053272099,6.9630706123145e-4,0.00129360873186055,0.00210814030555365,0.02061062097866818,0.02143679381138256,4.6129684030923e-4,3.9281986024703e-4,0.0025374043547779,0.00415193581582932,0.0040843793339714,9.3556719072519e-4,8.0080313224577e-4,0.00946575242736054,0.00593553936828784,0.06229961709257427,0.00521360664806603,0.00670678817813926,0.0864231786336898,0.00546390195359026,0.01965220145448744,0.00415301636535707,0.00156019336358864,0.021144557488281968,0.02287337469879252,0.04191332940277272,0.0352396096942698,0.03086340603605318,0.00682407345729994,0.03223017096913477,0.00668062816079366,0.02766489744260354,0.00891250221265065,0.01162774401457479,3.6893256034019e-4,0.01698761269807503,0.00561115012382796,0.01210942695543404,0.00136180326716646,0.00143893799687518,0.0233910385304797,0.02415411972990286,2.839627285923917,2.868994941256148,2.4286975284535637,2.7185435862098277
Alistipes-indistinctus-YIT-12060-DSM-22520-MAF-2,0.01777809038647071,0.00147399493234752,0.00263937900581231,0.37728204918863034,0.00207618431510813,0.03441814780985321,0.00402125480303877,0.00270900234583187,0.00505067458127044,0.00685292222386098,0.0102525525253526,0.02003145085799083,0.02277668929991855,0.0035272360791064,0.00185534583759912,0.00443783425845132,0.04396078491810212,0.04153117559623105,0.00137263730637277,4.3716609970845e-4,0.00494411796946328,0.00638472252419938,0.00768873765320728,0.00110108986400971,0.00210173085622021,0.01511555531584245,0.00867687447513739,0.01636817485187859,0.00246083760026915,0.00323850367736775,0.03336703454902579,0.01044702118898323,0.0072926842069255,0.00727583874237734,0.00363043947937219,0.00840245935062248,0.00953841041838699,0.0077180756641826,0.00709038065135566,0.00755123389955986,0.00960606630330739,0.00407936445419351,0.0080168373015853,0.01700595004551183,0.01537411305252137,0.01021715525848295,0.00248172045690743,0.00938211018657113,0.00532900592572481,0.00323772102719936,9.1600934218064e-4,0.00713199705792111,0.0155699218499733,0.0111218193894571,3.651581122447696,3.694994664330181,2.837113427812441,3.1875002287427874
Alistipes-onderdonkii-DSM-19147-MAF-2,0.00283934259525425,1.1813340981252e-4,1.967503195127489e-5,0.01640132247930187,1.651517130284e-4,0.0099719810238278,0.00447244484838763,3.1911284763641846e-5,0.00154254460059039,0.00118842792498763,0.00495411468908728,0.00515238659346331,0.00301191222673933,3.2554278609613e-4,1.7687047536478e-4,0.00128053244145273,0.00372572590011404,0.00247041178021051,1.776364114467827e-5,1.3382913207433813e-5,2.9662652082199e-4,1.7393806980706966e-5,1.7501427149377816e-5,0,2.4882262368379e-4,7.722629842498147e-5,2.266723910742789e-5,3.046769489949775e-5,3.953328898773245e-5,1.7998017505045468e-5,1.2886329632151e-4,1.3412667481237757e-5,1.6224693516719e-4,0.0178743547576549,0,1.2555528062072e-4,0.00239289454066062,0.00614036685175474,1.6626877013838e-4,1.5042415069723e-4,3.012559300202751e-5,8.481455413156277e-5,9.831217579335076e-5,1.3959573922835e-4,1.6603302008338e-4,0,0,0.00471556572329304,3.0519260696369776e-5,5.603701412087112e-6,2.0752291594528905e-5,5.969620885904121e-6,5.870124151764083e-6,8.782394992783805e-6,0.7830517729897579,0.8703670112645077,0.5222646167196895,0.5051223228918891
Alistipes-putredinis-DSM-17216-MAF-2,0,0,0,0,0,0,6.060772469457174e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.508554873065297e-6,0,0,0
Alistipes-senegalensis-JC50-DSM-25460-MAF-2,8.082753369835965e-5,0,6.31172647020202e-6,8.1653545608511e-4,5.321130930722178e-6,8.223956078871375e-5,6.058394595194203e-6,0,6.8420112730179e-4,0.00145333851734861,2.089562932240588e-5,5.088535502841587e-5,6.943069084003548e-5,0,0,0.00531883034053995,8.963011439952618e-5,1.1758660168631e-4,5.749363040515615e-6,0,0,1.12679942409236e-5,5.644971760641652e-6,7.636361557506378e-5,8.502208367082878e-6,1.35885921383881e-5,5.547500955054666e-6,1.184087363284644e-5,5.51572926563117e-6,0,4.440055930189913e-5,5.9464208068182e-4,0.00482860570336388,0,0,0.10242584630152612,0.0915289519495997,0.01002758193775641,2.0355966385757e-4,2.3004651172836137e-5,0.01872794929728957,0.00343817197069237,0.11829041887743416,7.843322607506976e-5,2.1870770029042783e-5,0.01233454561120714,0,0.06659758648082434,0,6.494273203462136e-5,9.733151807809793e-5,0,0.00187832643888508,8.375268631750945e-6,0.05066416835556853,0.05164736722892629,0.03744032738698651,0.0418951100768324
Alistipes-shahii-WAL-8301-DSM-19121-MAF-2,7.809016284555003e-6,0,0,7.674615563437315e-5,0,5.323743078661286e-5,2.535100787656461e-5,0,5.815566085005529e-6,0,7.262385487171236e-6,1.1879126932628238e-5,6.295657240676804e-6,0,0,0,7.0317126508763385e-6,5.937087202742684e-6,0,0,1.1418088689208983e-5,0,0,0,0,0,0,0,0,1.4843658370095654e-5,3.613768004546052e-5,0,0,2.1822316972480407e-5,1.533010120008768e-5,0.00577471049740208,1.3684173961768423e-5,0,1.339016101612243e-5,0,0,6.625372885081481e-6,6.262842842759178e-6,0,0,6.808408248981937e-6,0,1.8348953723449686e-5,6.9426947055739785e-6,0,9.00607025177176e-6,8.879374439335521e-6,0.01016839149702775,0,0.5621935219978338,0.6032193605370029,0.4026661279904138,0.3901950085492564
