taxonID,RC-ABX_-3.0,RC-ABX_0.0,RC-ABX_11.0,RC-ABX_14.0,RC-ABX_28.0,RC-ABX_3.0,RC-ABX_5.0,RC-ABX_7.0,WD-ABX_-3.0,WD-ABX_0.0,WD-ABX_11.0,WD-ABX_14.0,WD-ABX_28.0,WD-ABX_3.0,WD-ABX_5.0,WD-ABX_7.0
ASV00001;seqs=10697401;samples=1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
ASV00001;seqs=15073372;samples=2336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0625,1168.25,0.0,0.0,0.0
ASV00002;seqs=7303020;samples=1403,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV00003;seqs=7068340;samples=1916,0.0,17.5,0.0,0.0,0.0,18.083333333333332,0.0,0.0,0.0,13.0,0.0,0.0,0.0,7.833333333333333,0.0,0.0
ASV00003;seqs=8864566;samples=2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV00004;seqs=6473178;samples=1764,1130.8333333333333,41.875,624.0,186.75,0.0,13829.083333333334,18180.222222222223,487.0,2837.1666666666665,23.782608695652176,3045.0,1951.8125,0.0,14.0,18.941176470588236,3.75
ASV00004;seqs=7856150;samples=2507,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.5625,116.875,0.0,0.0,0.0
ASV00005;seqs=5940024;samples=3018,0.0,12.25,0.0,0.0,0.0,8.083333333333334,0.0,0.0,0.0,5.434782608695652,0.0,0.0,0.0,2.25,0.35294117647058826,0.0
ASV00005;seqs=7246114;samples=3329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0
ASV00006;seqs=5698377;samples=2075,0.0,571.25,2.1666666666666665,0.0,0.0,16619.75,1524.611111111111,13.0,0.0,0.0,8853.5,6148.875,0.0,0.0,0.0,1312.8333333333333
ASV00006;seqs=7202691;samples=2041,0.0,0.0,0.0,80.5625,63.5,0.0,0.0,0.0,0.0,0.0,0.0,340.5,123.25,0.0,0.0,0.0
ASV00007;seqs=4733995;samples=2456,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV00007;seqs=5884804;samples=2791,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV00008;seqs=3358093;samples=2591,1528.1666666666667,76.16666666666667,0.0,0.0,0.0,42.333333333333336,0.0,0.0,15.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV00009;seqs=3345922;samples=1036,236.16666666666666,1.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,957.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV00011;seqs=3029063;samples=663,0.0,5.083333333333333,0.8333333333333334,0.0,0.0,4.5,0.7777777777777778,0.0,2020.5,33887.391304347824,4985.166666666667,1955.875,0.0,59765.25,47738.76470588235,25423.833333333332
ASV00012;seqs=3022236;samples=1865,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV00012;seqs=3048861;samples=714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.3125,109.625,0.0,0.0,0.0
ASV00013;seqs=2579574;samples=1798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.6666666666666666
ASV00014;seqs=1873525;samples=747,18642.333333333332,1878.25,0.0,0.0,0.0,899.6666666666666,22.944444444444443,0.0,10639.166666666666,227.6086956521739,0.0,0.0,0.0,202.91666666666666,211.1764705882353,16.666666666666668
ASV00016;seqs=2010728;samples=2010,0.0,0.0,0.0,337.375,1228.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV00017;seqs=1396481;samples=730,0.0,1.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174,0.0,0.0,0.0,0.0,0.0,0.0
ASV00018;seqs=1383912;samples=1558,6687.833333333333,308.4583333333333,3835.6666666666665,2769.6875,0.0,328.6666666666667,93.27777777777777,2583.5,198.5,0.43478260869565216,0.0,0.75,0.0,0.6666666666666666,1.411764705882353,0.0
ASV00018;seqs=1911714;samples=1050,0.0,0.0,0.0,70.4375,1127.0,0.0,0.0,0.0,0.0,0.0,0.0,3141.75,27483.625,0.0,0.0,0.0
ASV00019;seqs=1889540;samples=759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV00021;seqs=1282115;samples=860,944.5,136.20833333333334,10935.833333333334,1677.125,0.0,41.5,6950.722222222223,7525.333333333333,8092.0,201.52173913043478,7.5,2456.5625,0.0,262.3333333333333,231.1764705882353,56.583333333333336
ASV00024;seqs=1140634;samples=880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0
ASV00025;seqs=1136849;samples=1287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV00027;seqs=1091885;samples=1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV00028;seqs=1062794;samples=318,11110.833333333334,1900.2916666666667,0.0,0.0,0.0,1396.4166666666667,42.44444444444444,0.0,804.8333333333334,26.08695652173913,0.0,0.0,0.0,34.666666666666664,20.647058823529413,5.25
ASV00029;seqs=1026187;samples=847,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV00029;seqs=1031672;samples=903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.625,0.0,0.0,0.0
ASV00030;seqs=1023078;samples=1476,0.0,0.0,0.0,109.0625,380.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV00030;seqs=967751;samples=1354,2380.0,132.375,957.8333333333334,588.0625,0.0,34.583333333333336,0.8888888888888888,29.333333333333332,108.83333333333333,0.6956521739130435,0.0,0.25,0.0,1.0833333333333333,0.8823529411764706,0.0
ASV00032;seqs=960137;samples=2129,191.83333333333334,9055.791666666666,9.333333333333334,16.3125,0.0,8096.333333333333,260.22222222222223,26.0,0.0,1.6521739130434783,0.0,0.0,0.0,0.0,0.0,0.0
ASV00032;seqs=974121;samples=2325,0.0,0.0,0.0,0.8125,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASV00033;seqs=897444;samples=606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
