,fluxes
rxn05322_c1,-0.07149321585463697
rxn14207_c1,-0.16323472379312073
rxn01790_c1,-0.0014263662440490764
rxn05168_c4,0.15295813020516322
rxn03909_c6,0.17440146980878493
rxn08995_c1,1.764110600595113
rxn00256_c4,-0.38824302149215767
rxn01388_c6,-0.0014263662440486486
rxn12225_c1,0.0003565915610121623
rxn06729_c4,0.02859728634185476
rxn00974_c6,0.0014263662440486486
rxn01039_c4,-0.000713183122024324
rxn01313_c4,0.051915433670621784
rxn00003_c1,-0.1529581302051627
rxn13846_c4,-0.05719457268370952
rxn00959_c4,0.0007131831220243242
rxn05144_c1,0.0007131831220243243
EX_cpd00355_e0,-1.7676765162052395
rxn05145_c4,0.294612752701178
rxn02990_c6,-0.005705464976194592
rxn00181_c6,0.0057054649761945925
rxn00551_c6,-2.3619500297065246
rxn00347_c6,-0.37315862385069853
rxn00288_c2,0.07228479116637439
rxn00420_c2,0.1266711792019124
rxn11537_c6,-0.15039742759668295
rxn11535_c6,-0.15039742759668293
rxn01145_c1,0.002801746862902381
EX_cpd00438_e0,-0.3253754735930917
rxn01548_c1,0.060529569609493225
rxn00175_c2,8.62388873743536
rxn09532_c1,-0.0007131831220243244
rxn01508_c2,0.002801746862902381
rxn00420_c1,0.2984131148341314
rxn01917_c1,0.10684288885458668
rxn08527_c1,0.0049922818541702696
rxn10054_c1,-0.03691732194593864
rxn08528_c1,0.0007131831220243243
rxn01673_c2,0.002801746862902381
rxn00134_c1,0.266675335919618
rxn05343_c2,0.07149321585463686
rxn01669_c1,1.7626842343510674
rxn01520_c2,0.0028017468629023814
rxn03395_c2,0.0007131831220243242
rxn08352_c1,0.016438192537000344
rxn10122_c6,1.9677642047519392
rxn05491_c2,0.05334916241875464
rxn08352_c6,0.016438192537000344
rxn05338_c1,-0.07149321585463692
rxn03182_c5,0.014298643170927378
rxn02476_c3,0.0014263662440487461
rxn01505_c1,0.057194572683709505
rxn08043_c5,0.10402243720718672
rxn00849_c5,0.014298643170927373
rxn00737_c5,0.06912444076481744
rxn06865_c3,-0.014298643170927376
rxn14333_c5,0.014298643170927374
rxn05654_c4,1.68670682080508
rxn00777_c5,-0.135137610761339
rxn02341_c5,0.001426366244048681
rxn04113_c3,0.15796327727178525
rxn01513_c5,0.0028017468629023814
rxn00790_c5,-0.023628386608691803
rxn00903_c3,-0.1515317639611136
rxn05536_c2,0.05997283337988396
rxn03135_c1,-0.009993353920623593
rxn12850_c2,0.12052972651900375
rxn05544_c2,0.16149339699016282
rxn05337_c1,-0.07149321585463697
rxn05543_c2,0.029720775810062838
EX_cpd00393_e0,-0.012837296196437805
rxn05114_c6,0.10950007170043614
rxn01517_c4,0.24243192908037928
rxn02831_c6,0.0014263662440486486
rxn00781_c2,-0.3189960178649456
EX_cpd00264_e0,-0.004279098732145947
EX_cpd00007_e0,-0.0007131831220243244
rxn00350_c4,-0.0007131831220243244
rxn01258_c6,0.0014263662440486488
rxn05295_c6,0.08520832989757952
rxn05148_c4,0.0007131831220243243
rxn05316_c2,0.05334916241875464
rxn00060_c2,0.0007131831220243241
rxn02405_c5,0.028597286341854752
rxn05350_c2,0.07149321585463685
rxn00011_c5,-0.15295813020516225
rxn05569_c2,0.09934421749394123
rxn00100_c2,0.00071318312202389
rxn01069_c5,0.5381820835072708
rxn03901_c6,0.014298643170927374
rxn02832_c6,-0.0014263662440486486
rxn01302_c5,-0.5381820835072708
rxn00946_c6,-0.08844477439588673
rxn04043_c5,-2.161401186107736
rxn00789_c2,-0.004378660327836219
EX_cpd15606_e0,-0.052628616792646105
rxn03436_c2,0.10402243720718672
rxn01870_c4,0.022111193598971693
EX_cpd00254_e0,-0.004279098732145946
EX_cpd00149_e0,-0.004279098732145946
rxn05296_c3,0.24255035749991985
rxn01300_c3,0.12435900865962787
rxn01116_c1,1.0440163453750488
rxn10054_c4,-0.03691732194593874
EX_cpd00099_e0,-0.004279098732145947
rxn05211_c3,-0.3107778151889984
rxn00146_c3,2.0245364428105166
rxn03908_c3,0.17440146980878568
EX_cpd00205_e0,-0.004279098732145945
EX_cpd00220_e0,-0.008558197464291652
rxn00501_c3,-0.0014263662440487145
rxn00863_c1,0.009993353920623593
rxn01100_c3,0.6127456680799171
EX_cpd00058_e0,-0.004279098732145946
rxn09113_c1,0.03316679039845753
rxn00102_c3,-2.4744198733771845
EX_cpd00034_e0,-0.004279098732145946
EX_cpd00118_e0,-0.009271380586316312
EX_cpd00137_e0,0.4486465302298592
rxn00835_c3,0.044620927184612344
rxn01138_c1,-0.31136673927857966
rxn01255_c3,0.0014263662440487461
rxn05465_c1,1.1222188471239878
rxn05212_c3,0.0007131831220243243
rxn01508_c3,0.002801746862902381
rxn00283_c2,0.3851305345503843
rxn00184_c2,-1.9960315162532716
rxn05330_c2,0.07149321585463683
rxn02155_c2,-40.814660084478376
rxn09039_c2,0.0007131831220243242
rxn05339_c2,-0.07149321585463682
rxn06023_c1,0.0007131831220243243
rxn00747_c4,0.022111193598971773
rxn10484_c3,0.19183994237542062
rxn01301_c4,-0.423219220965515
rxn01643_c4,-0.6283654171408254
rxn00248_c4,1.29553416344636
rxn00154_c2,-6.923583163980491
rxn01673_c5,0.002801746862902381
rxn01637_c4,-0.10612970573256232
rxn03408_c5,0.014298643170927374
rxn01870_c1,-0.011055596799485846
rxn00708_c4,0.16866978604476138
rxn00113_c1,0.26205923239250517
rxn08475_c2,-0.0014263662440486488
rxn00392_c4,0.000713183122024268
rxn05119_c4,2.2790908039948348
rxn02264_c4,0.0007131831220243242
rxn01019_c5,0.10612970573256233
rxn05514_c4,-0.0007131831220243243
rxn00340_c4,0.08639800954040734
rxn06510_c5,-0.014298643170927378
rxn02186_c5,0.15295813020516227
rxn10213_c4,0.04422238719794337
rxn02404_c4,0.028597286341854752
rxn02213_c3,0.0014263662440487461
rxn10204_c4,0.04422238719794337
rxn09341_c4,-0.057194572683709505
rxn02774_c4,0.0007131831220243243
rxn01127_c3,0.002801746862902381
rxn03536_c4,0.0007131831220243243
rxn01505_c4,0.05719457268370951
rxn02929_c5,-0.1370949272405528
rxn03537_c4,0.0007131831220243244
rxn00832_c1,-0.009993353920623593
rxn01106_c1,0.04067755259532751
rxn00650_c1,-0.0007131831220243243
rxn01636_c4,0.1061297057325623
rxn03437_c1,0.10402243720718675
rxn01117_c4,-0.028597286341854752
rxn05687_c2,0.0021395493660729724
rxn00285_c5,0.005705464976194592
rxn05293_c2,0.1744014698087849
rxn03910_c5,0.17440146980878488
rxn09427_c2,0.08844477439588673
rxn10213_c2,0.04422238719794337
rxn10204_c2,0.04422238719794337
rxn00237_c5,3.1109196508757275
rxn08311_c5,0.04422238719794337
rxn09233_c2,0.002801746862902381
rxn03175_c5,0.03409943613789905
rxn00102_c2,-1.5764908751945017
rxn08224_c2,-0.011055596799485843
rxn09210_c5,0.011055596799485843
rxn09532_c2,-0.0007131831220243246
rxn05148_c2,0.0007131831220243243
rxn14383_c6,-0.053341799914670425
rxn00898_c3,0.1529581302051623
rxn06023_c4,0.0007131831220243243
rxn07847_c1,-0.16323472379312073
rxn09202_c2,0.011055596799485845
rxn00616_c1,-0.07738917759640088
rxn07466_c6,-0.014298643170927376
rxn00097_c2,-31.114644188626254
rxn01636_c3,0.10612970573256227
rxn03826_c6,0.05334179991467042
rxn02286_c4,0.014298643170927374
rxn03408_c6,0.014298643170927374
rxn00191_c2,-0.3323408127126688
rxn02465_c4,-0.10612970573256231
rxn00501_c6,-0.0014263662440489758
rxn00250_c2,1.073385448841721
rxn05324_c2,-0.07149321585463687
rxn06723_c1,-0.02859728634185476
rxn00360_c4,0.0007131831220243243
rxn00692_c2,-0.0035149299849267053
rxn01117_c3,-0.028597286341854752
rxn00313_c1,0.12279628406962546
rxn01106_c4,0.20770918613976702
rxn00802_c2,0.10612970573256233
rxn00797_c6,0.028597286341854763
rxn02160_c2,0.004378660327836219
rxn00239_c4,0.0007131831220243244
rxn04455_c6,-0.05334179991467042
rxn03239_c6,0.0714932158546369
rxn04970_c6,0.053341799914670425
rxn05457_c6,-0.05719457268370952
rxn00690_c4,0.12881072856798773
rxn05325_c1,-0.07149321585463693
rxn05329_c2,0.07149321585463682
rxn09450_c4,0.15993799025052363
rxn03958_c2,-0.1744014698087849
rxn00710_c3,0.07376214303561789
rxn00770_c5,0.13429171264511114
rxn01575_c4,-0.10402243720718671
rxn00459_c5,-4.963198592355527
rxn00543_c1,16.48238818427713
rxn00029_c4,0.0028527324880972967
rxn01211_c3,-0.6675739216583418
rxn03164_c6,0.014298643170927376
rxn05029_c5,0.0007131831220243243
rxn00175_c3,11.108708078538099
rxn06777_c4,0.014298643170927378
rxn02285_c5,-0.014298643170927374
rxn05315_c5,-0.0007131831220243243
rxn05536_c6,0.1597161718549247
rxn06729_c6,0.028597286341854763
rxn05317_c4,0.0028017468629023814
rxn05294_c5,0.005423040360423215
rxn14040_c5,0.014298643170927374
rxn02834_c5,0.03409943613789905
rxn06865_c4,-0.014298643170927376
rxn09234_c4,-0.2424319290803793
rxn00533_c4,0.08844477439588673
rxn01512_c4,0.002801746862902381
EX_cpd00028_e0,-0.004279098732145945
rxn09037_c3,0.0021395493660730704
rxn06023_c6,0.0007131831220243243
EX_cpd00156_e0,-0.15295813020516322
rxn43581_c3,-0.17440146980878568
rxn08241_c3,-0.0007131831220243243
rxn01116_c6,2.2754458329540848
rxn00409_c2,0.23336379968619483
EX_cpd00065_e0,-2.5256220476963054
EX_cpd00644_e0,-0.0014263662440482145
EX_cpd11590_e0,-0.5478294852727906
rxn00711_c6,-0.028597286341854763
EX_cpd15605_e0,-0.6676970098332792
EX_cpd00305_e0,-0.004279098732145935
EX_cpd11583_e0,-3.4874996421401816
EX_cpd00030_e0,-0.004279098732145946
EX_cpd10516_e0,-0.005705464976194594
EX_cpd11584_e0,-0.15612516644103538
rxn09039_c5,0.0007131831220243244
rxn01143_c3,0.0028017468629023814
EX_cpd00063_e0,-0.004279098732145946
rxn00114_c3,0.2860215545007425
rxn09176_c5,-2.707244981846154
rxn00011_c2,-0.1515317639611136
rxn08173_c2,-0.5638474875684585
rxn01018_c2,0.07656388989852032
rxn14412_c2,0.0007131831220243242
rxn00117_c5,0.0737621430356179
rxn14415_c2,-0.10882314919541386
rxn05457_c5,-0.05719457268370952
rxn03146_c2,0.02859728634185476
rxn03893_c2,0.0007131831220243243
rxn00686_c5,-0.002139549366072989
rxn00410_c2,0.036917321945938754
rxn06075_c5,-0.0028017468629023814
rxn01333_c2,-0.05524724382502075
rxn00199_c5,0.3903825708582307
rxn05005_c1,0.0007131831220243242
rxn05342_c2,-0.05719457268370952
rxn05289_c5,0.008405240588707143
rxn00184_c1,1.2336111087101438
rxn00799_c2,-0.10042424075636776
rxn00179_c5,0.10612970573256233
rxn01018_c1,0.1559295266599428
rxn10663_c4,-0.1599379902505236
rxn03909_c3,0.17440146980878568
rxn00379_c1,-42.76113263152218
rxn05330_c1,0.07149321585463697
rxn01459_c3,0.001426366244048746
rxn12642_c3,0.03409943613789904
rxn05339_c1,-0.07149321585463697
rxn10570_c4,0.004279098732145946
rxn01332_c3,0.0014263662440487461
rxn00785_c3,0.05623864192083108
rxn00105_c5,0.0014263662440518578
rxn00693_c3,-0.07046754500466085
rxn03084_c3,0.062077397652874504
rxn00037_c6,0.09894524577248719
rxn02293_c6,0.19789049154497435
rxn00803_c6,0.1978904915449744
rxn05231_c6,0.0028017468629023792
rxn00126_c5,0.0007131831220243241
rxn09041_c3,0.0007131831220243243
rxn00275_c3,-0.2918964311981495
rxn00910_c4,-0.0007131831220243243
rxn02523_c6,-0.1978904915449744
rxn08043_c4,0.10402243720718672
rxn05318_c1,-0.04897050209110764
rxn01261_c6,0.19789049154497435
rxn00423_c1,0.034897996442369704
rxn08333_c6,0.0014263662440486486
rxn00364_c1,0.28413846529452175
rxn01387_c5,0.3903825708582307
rxn00175_c5,1.6895048984820085
rxn00260_c5,-1.0543950120684127
rxn02803_c5,0.014298643170927376
rxn00461_c5,0.014298643170927374
rxn03146_c1,0.02859728634185476
rxn02898_c6,0.0014263662440486486
rxn00172_c1,-29.187946963045267
rxn02937_c5,0.02362838660869179
rxn05342_c1,-0.05719457268370952
rxn00199_c1,0.3910957539802555
rxn01333_c1,0.5227213558095487
rxn00774_c3,0.062077397652874476
rxn02402_c4,-0.0014263662440546798
rxn09532_c3,-0.0007131831220243244
rxn10094_c4,0.0007131831220243243
rxn00910_c3,0.06975436188263653
rxn00505_c4,0.388956204614182
rxn09657_c4,0.0007131831220243244
rxn00440_c4,0.0007131831220243243
rxn03150_c4,0.0007131831220243244
rxn03538_c4,0.0007131831220243243
rxn01213_c4,0.01643819253700035
rxn03181_c3,0.014298643170927378
