,fluxes
rxn08376_c1,-0.14464686131006838
rxn00693_c5,-0.104022437207186
rxn03909_c5,0.17440146980878377
rxn08173_c1,-0.8641956768168728
rxn03084_c5,0.057727822746590454
rxn05651_c4,3.8466236151881703
rxn00077_c4,0.0007131831220238651
rxn08323_c1,-0.05772782274659044
rxn03439_c5,0.014298643170927276
rxn01388_c4,-0.0014263662440486382
rxn14415_c1,-0.10882314919541308
rxn00991_c4,2.599438731668519
rxn01512_c2,0.002801746862902362
rxn10481_c4,0.0007131831220243192
rxn06023_c2,0.0007131831220243192
rxn13838_c2,-0.08844477439588616
rxn10094_c2,0.000713183122024319
rxn00379_c4,-0.000713183122024319
rxn01353_c2,0.002801746862902362
rxn06723_c2,-0.028597286341854544
rxn00283_c4,0.7192571204390869
rxn09657_c2,0.00071318312202432
rxn00097_c4,-0.39650817672484356
rxn00124_c2,0.0007131831220243192
rxn12510_c2,0.001426366244049047
rxn02405_c2,0.02859728634185455
rxn09428_c2,0.08844477439588616
rxn03150_c2,0.0007131831220243191
rxn00184_c4,1.694665122341028
rxn05663_c2,0.020306405789984716
rxn03538_c2,0.0007131831220243192
rxn05618_c2,0.0007131831220243192
rxn08088_c2,0.044222387197943074
rxn00304_c4,0.0013387325707340265
rxn00350_c2,-0.0007131831220243191
rxn03975_c2,-0.8610208022030782
rxn10570_c3,0.004279098732145926
rxn01187_c2,0.81180468105831
rxn01057_c2,-4.265476443571594
rxn00763_c3,0.005458838678245101
rxn01315_c2,0.05262861679264573
rxn04162_c3,-1.0372517025070065
rxn02716_c3,-14.995347189881718
rxn02804_c3,-0.07149321585463636
rxn00958_c6,0.0007131831220243191
rxn09202_c5,0.011055596799485763
rxn09043_c6,0.0007131831220243192
rxn05561_c3,-0.20779938922740748
rxn00225_c5,-0.10669832483750542
rxn05654_c3,0.8107583440873107
rxn05569_c5,0.035356595006815275
rxn00100_c5,0.0007131831220244926
rxn00251_c3,-0.427147954576897
rxn02285_c6,-0.014298643170927276
rxn05222_c6,1.1187583556022582
rxn03436_c5,0.10402243720718597
rxn00171_c6,1.3941991469302588
rxn05292_c6,0.0007131831220243192
rxn39451_c1,-0.13709492724055186
rxn05560_c5,-0.011055596799485765
rxn03958_c6,-0.17440146980878368
rxn00559_c6,0.05215421019179927
rxn00178_c6,-1.0984519498122738
rxn05294_c6,0.005423040360423177
rxn01505_c6,0.0571945726837091
rxn08353_c6,0.0007131831220243191
rxn00781_c5,38.609818004754196
rxn01100_c2,0.0013437196025802602
rxn09341_c6,-0.0571945726837091
rxn05466_c3,3.363170881316736
rxn03159_c4,0.014298643170927276
rxn12643_c2,0.16149339699016163
rxn00647_c4,-0.03489799644236899
rxn01300_c2,0.29922392939392195
rxn00363_c4,0.031053128488622593
rxn03908_c2,0.1744014698087838
rxn12643_c4,2.7609321286586797
rxn09188_c6,-0.06610424332822863
rxn00530_c2,0.0007131831220243186
rxn10484_c2,0.13709492724055183
rxn00970_c2,-0.0007131831220243188
rxn00130_c2,-0.04897050209091724
rxn08661_c1,0.14016599420500078
rxn00423_c2,0.03061889771022347
rxn08241_c1,-0.0007131831220243192
rxn03826_c2,0.001426366244048638
rxn03147_c5,0.05772782274659045
rxn05469_c5,2.353392617143147
rxn02085_c5,-0.2984794382199656
rxn14383_c5,-0.001426366244048638
rxn05310_c5,1.117888223612554
rxn39451_c6,-0.014298643170927279
rxn01200_c2,0.6166357372531349
EX_cpd00438_e0,-0.2274053839895329
EX_cpd00128_e0,-0.04897050209091493
rxn15467_c6,0.15295813020516022
rxn09188_c5,-0.07930992450050633
rxn19704_c5,-0.17440146980878377
rxn01434_c2,0.10612970573256159
rxn37797_c6,0.002801746862902362
rxn05319_c5,-9.627478723254786
rxn09069_c2,-0.008405240588707086
rxn05298_c5,0.0919031326382625
rxn05469_c6,5.126576516933321
rxn40037_c6,0.014298643170927277
rxn01602_c2,-0.0021395493660729577
rxn01437_c6,1.0984519498122736
EX_cpd00063_e0,-0.0042790987321459145
rxn01116_c5,-0.1066983248375054
rxn00541_c4,0.09810458686399633
rxn09039_c4,0.0007131831220243192
rxn13732_c6,1.005558321213943
rxn04783_c5,0.15092737175018217
rxn05582_c6,0.1358977308975723
rxn10966_c6,-1.3407444282852574
rxn00912_c6,0.0014263662440476969
rxn16108_c6,0.0021395493660729572
rxn00616_c5,-4.946772709777725
rxn03146_c4,0.02859728634185455
rxn40037_c1,0.13709492724055183
rxn03907_c4,0.1744014698087837
rxn01200_c4,0.010245611902642638
EX_cpd00099_e0,-0.004279098732145915
rxn00256_c3,-0.3889562046141803
rxn06729_c3,0.028597286341854544
EX_cpd00205_e0,-0.004279098732145915
EX_cpd10515_e0,-0.008558197464291829
rxn05469_c1,-2.1402762030273195
EX_cpd00220_e0,-0.00855819746429143
EX_cpd00058_e0,-0.0042790987321459145
rxn03958_c4,-0.1744014698087837
rxn00851_c5,0.014298643170927276
rxn13659_c4,2.5994387316685184
rxn00283_c3,0.028597286341854558
rxn00802_c4,0.1061297057325616
rxn04783_c3,0.10669832483768557
rxn00856_c4,0.001426366244048638
rxn01204_c4,0.0014263662440486384
rxn10626_c4,0.0014263662440486384
rxn08291_c4,0.6906598340972324
rxn00379_c3,-0.005603493725804723
rxn00077_c5,0.000713183122024285
rxn08475_c4,-0.0014263662440486384
rxn02155_c3,-1.0539657820094466
rxn01207_c4,2.5994387316685184
rxn12933_c3,-0.014298643170927276
rxn05233_c5,0.0028017468629023615
rxn00178_c4,-2.5994387316685197
rxn03408_c1,0.014298643170927276
rxn05488_c1,4.440011964645616
rxn05559_c1,2.7433292253307457
rxn05195_c1,0.0007131831220243193
rxn03958_c5,-0.17440146980878377
rxn00097_c5,0.8927825343910353
