,fluxes
rxn02287_c5,0.000713183122024325
rxn05466_c2,2.0281638088128093
rxn05338_c2,-0.07149321585463701
rxn01508_c5,0.002801746862902386
rxn03150_c5,0.0007131831220243253
rxn00313_c5,0.12279628406962559
rxn05663_c5,0.020306405789984883
rxn03907_c5,0.1744014698087852
rxn08527_c6,0.0007131831220243252
rxn03538_c5,0.0007131831220243252
rxn01213_c5,0.016438192537000372
rxn01361_c5,0.07656388989852042
rxn09106_c2,0.022111193598971707
rxn05618_c5,0.0007131831220243252
rxn01927_c6,2.771381463702917
rxn08766_c2,0.07149321585463707
rxn00502_c5,-0.0014263662440486828
rxn03393_c5,0.0007131831220243252
rxn00599_c5,0.005705464976194603
rxn11702_c5,0.0014263662440486505
rxn05616_c5,-0.0007131831220243252
rxn01790_c5,-0.0014263662440487023
rxn02897_c5,0.0007131831220243252
rxn02056_c5,-0.0007131831220243252
rxn02476_c3,0.0014263662440485365
rxn00145_c3,-29.535658916915352
rxn00313_c1,0.12279628406962562
rxn06723_c1,-0.028597286341854794
rxn00533_c3,0.0884447743958869
rxn05327_c1,-0.07149321585463704
rxn02264_c1,0.0007131831220243253
rxn00781_c1,0.261066680212196
rxn05319_c1,-20.71197521775395
rxn08801_c1,-0.08844477439588685
rxn05148_c3,0.0007131831220243252
rxn01673_c3,0.0028017468629023858
rxn08333_c3,0.001426366244048536
rxn02212_c3,0.0014263662440485365
rxn00191_c3,0.09761227458431032
rxn02264_c3,0.0007131831220243252
rxn03904_c5,0.014298643170927397
rxn08336_c3,0.073762143035618
rxn00340_c3,0.08639800954040747
rxn09202_c3,0.011055596799485853
rxn05514_c3,-0.0007131831220243252
rxn10199_c5,0.014298643170927397
rxn00409_c5,0.24441939648568106
rxn00256_c4,-0.38895620461418323
rxn01739_c3,0.0014263662440485362
rxn05295_c5,0.08520832989757962
rxn00060_c3,0.0007131831220243252
rxn00781_c3,-0.4442415195637907
rxn10336_c3,0.011055596799485857
rxn06729_c4,0.028597286341854794
rxn02898_c3,0.0014263662440485362
rxn03901_c5,0.014298643170927397
rxn10122_c3,2.873342154210113
rxn10052_c5,0.0007131831220243252
rxn05168_c4,0.15295813020516422
rxn00946_c5,-0.08844477439588688
rxn00903_c2,-0.15153176396111379
rxn00747_c3,0.1471656218825322
rxn00392_c3,0.0007131831220244143
rxn06865_c2,-0.014298643170927397
rxn05211_c5,-0.31058377999452913
rxn00029_c3,0.002852732488097301
rxn00541_c4,0.2283926673012285
rxn04455_c5,-0.0014263662440486505
rxn00438_c4,0.0007131831220243252
rxn01200_c4,0.010483339609983705
rxn05543_c3,0.03409943613789909
rxn02465_c3,-0.1061297057325625
rxn00929_c4,-0.079309924500507
rxn05536_c3,0.13044037838454617
rxn14412_c2,0.0007131831220243252
rxn12643_c4,2.029683205741097
rxn00288_c3,0.9453292983322156
rxn00251_c1,-0.8640480581818084
rxn08043_c3,0.10402243720718683
rxn03901_c4,0.014298643170927397
rxn01791_c3,0.0014263662440488823
rxn12851_c3,0.05262861679264615
rxn14415_c2,-0.10882314919541394
rxn05544_c3,0.16149339699016296
rxn03159_c4,0.014298643170927399
rxn00946_c4,-0.08844477439588695
rxn08173_c2,-0.5703328757172835
rxn00175_c2,2.480954828775028
rxn00102_c1,-1.1222188471239902
rxn03164_c4,0.014298643170927397
rxn03146_c1,0.028597286341854797
rxn00285_c6,0.3946616695903776
rxn01204_c6,0.0014263662440486505
rxn12850_c6,0.12052972651900387
rxn00126_c6,0.0007131831220243355
EX_cpd15605_e0,-0.66769700983328
