ASV,cpd35610,cpd01242,cpd01293,cpd00035,cpd01055,cpd00224,cpd00132,cpd00041,cpd00158,cpd00526,cpd00137,cpd00084,cpd01107,cpd02733,cpd01741,cpd01171,cpd00082,cpd00751,cpd00106,cpd00108,cpd00027,cpd00023,cpd00033,cpd01113,cpd00119,cpd00359,cpd00322,cpd00107,cpd01122,cpd02475,cpd00039,cpd00130,cpd03198,cpd00060,cpd03847,cpd00122,cpd00218,cpd03846,cpd00064,cpd00214,cpd00066,cpd07053,cpd00129,cpd00020,cpd00382,cpd00396,cpd00105,cpd00550,cpd00036,cpd00076,cpd00161,cpd00069,cpd04945,cpd00597,cpd00156,cpd00024,cpd00536,cpd00392,cpd00121,cpd00851,cpd00029,cpd00211,cpd00141
Helicobacter.1,,-0.01997344194549881,0.39752442049904757,-0.2950862246334561,,-0.00429469144776935,0.02009201020830605,0.6068617696541163,0.718104319343839,,0.259385871444714,-0.4285815346103668,0.2503545605791454,,,-0.07722811929068646,-0.6581838147034873,,0.3164765458938738,0.16683184905750292,0.21868726300473057,0.49239912637023076,0.6523877608378208,,-0.046757048074225656,,-0.7899822301089828,-0.48072518573876033,,,0.3283933058851458,-0.1481161345252825,0.03593207973103743,-0.6338560541232151,0.5680197821203321,-0.45379267397257506,0.4105590829394959,0.09408391480608236,-0.13919048068561013,0.4343201109965978,0.44118447125113175,,-0.0447643917408577,-1.0390723049090855,0.26572515032550525,-0.6376511394157186,0.11330872993243206,-0.5673537518648969,-0.3419718448266007,-0.312725363792376,-0.029057054291339472,-0.2254373909003016,,,-0.09569994226708343,0.08815164463914262,0.5222059684893041,,0.25683103615127856,0.05901380030029069,-0.5466142974893025,-0.5116556329383756,0.06587002709544036
Corynebacterium.1,,-0.11731419932082603,0.6650425808687926,0.28546873548914053,,-0.030733241137146143,0.03940041274321881,-1.1515953532203842,0.5489774761716221,,-0.4737510284004387,-0.1175383172890304,-1.0449469741882107,,,0.09819939730761996,-0.5620630517433907,,-0.07529147581900487,-0.09236368682998986,0.22174472243234727,0.24460771335234996,0.30693644645182083,,0.5487771003980332,,-0.2483238585736547,-0.13581010012326347,,,-0.04360921401450638,-0.47115310984393405,-0.14181129040270687,-0.3279190686279546,-0.03205274386054132,-0.30025578515992324,0.4334303964755504,-1.235111495255392,0.15645690352317315,-0.636234261328115,0.4746323956238851,,0.4261841693665134,-1.3442588561212157,0.10256614385942332,0.904717653347926,0.007010621926395541,-1.213159104733455,0.3336744501891806,-0.420978271159934,-0.2589196525231339,0.5670263200985414,,,0.07558955226620284,-0.034492222704145634,-0.0915439601458276,,0.2564223687756315,-0.13979099605728285,-0.28720107100508363,-0.30614169471038766,0.13070140693863969
Bilophila.1,,-2.977079552407563,-1.547630172733276,0.9016198939166304,,0.732662998289392,0.6314748839648927,1.097010104991641,-1.1757198040707466,,1.3810860439062953,0.7712273142824063,0.7565312233393924,,,0.509132887878485,0.6227272019690282,,0.284391468164692,-2.6401118070841116,-1.8039047368487529,1.122471060136023,0.842686114344381,,-1.8481681063158844,,0.941995279115226,1.0041731902436888,,,0.7793910889259948,1.470897566775422,-2.688813650942353,0.5158848696424442,-1.9346435332312912,0.8241162211806446,-1.6743580741001538,0.5370610241771694,0.9322651919662821,0.7323184028961548,-1.9728000134796346,,0.9195160619124522,1.3669147880706183,-1.9037767851301344,-0.6376511394157186,0.7651867976279287,1.0712211411681931,1.148514480846288,0.3464557421036492,1.2700585278516998,0.9476923075276811,,,1.2696003947473247,-2.303088488690341,-1.6884138491247542,,0.9342403020645044,0.7044053621433821,1.2474992432474166,-1.924468652466563,-1.8484207136583595
Coprococcus.1,,-0.016775573626370607,0.8329573230522254,-0.10492732907135506,,-0.1518846029321437,-0.704602235045883,0.13184539857367814,-1.1757198040707466,,-0.9359978076665243,-0.8346767988000846,-0.12603653494939673,,,-2.3033599631714523,-0.2760877426481943,,-1.4269421179472137,0.25288065275729604,-1.8039047368487529,-1.0815081147647332,-1.2378149611161555,,-0.09992260228488621,,-1.5901099046078389,-2.40094067581049,,,-0.1861085392216516,-1.442805860605675,0.05599476329356235,-0.26474358313868784,-1.9346435332312912,-0.9095214043592481,0.31450237317904384,-0.31135270357360945,0.294705707552768,-0.3109840190338214,0.05426122248666238,,-0.8390248123018889,-1.0708397492204702,0.33961675635204935,-0.6376511394157186,-0.053079803868467446,-0.35341498249784237,-0.9139044920473322,-0.3524501773289549,-0.9151443501493942,0.18625298185512573,,,-1.2280772984697421,-0.8829103384388205,0.41358223738108846,,0.2250522826068896,0.18991134335658072,-0.3189591801685975,-1.924468652466563,0.34372770910348377
Erysipelotrichaceae.1,,-0.3016350130939946,0.6045932736827562,-1.4546512457353744,,-0.5070939831666266,-1.0219337183154138,-0.8518755840591159,0.2615279294645614,,-1.6262291693530164,-1.2317612207967603,-0.5265105171962339,,,-0.13841905359391607,-0.2976292737302268,,0.540902199268856,-0.629027286003361,-0.08921472664016723,-1.1542908656442838,-1.359791104773857,,0.16140120448061598,,-0.5801212991869259,-1.1926542469010397,,,-0.9560195749639473,-0.08840163730200108,-0.6064372945839472,-0.8895433387114577,-0.8184446877047528,-1.0903971350590478,0.029222128631867645,-0.6995986752058301,-1.5037639428456495,-1.2774711751367274,-0.03766817695080627,,-3.4438681620527545,-0.8999528074075042,-0.18875745258420423,-0.6376511394157186,-0.3497114269641476,0.46911077946783103,-1.7949090216427765,-0.37051380390560024,-0.3545757650788861,-0.04994761099404762,,,-0.6831645089465664,-0.28778806595246814,-0.40666906018823223,,-0.06973426241995825,-0.23576239264603865,-2.2136632921744934,-0.09678383883267122,-0.4653010236045089
Clostridium.1,,-2.977079552407563,-1.547630172733276,-0.5972639802219987,,-2.797790838656046,-0.3019867006080281,-0.9156055940667676,-1.1757198040707466,,0.713225415586307,-3.4181951584249024,-3.4462729066605604,,,0.49936157538222514,0.4413238559866484,,0.015697927667532963,0.4294322295293232,-1.8039047368487529,0.3687300124487708,-0.2662195593135038,,0.23704440294142246,,-0.25358849141640083,-0.008525717620825966,,,-0.44419409974946905,0.32874379557291894,0.2572665817041358,-3.5875422832302473,-1.9346435332312912,-0.02190983896926424,-1.6743580741001538,-0.3537108043562046,-1.69174025190226,-2.792788714129775,-1.9728000134796346,,-0.3416951024532611,-0.9729931938275622,0.3818777601400065,-0.6376511394157186,0.42257815880657296,-1.213159104733455,-0.4003695530472471,0.26811130717359744,-2.8936217092217715,-1.9102010701763616,,,-0.776187017691889,-0.05314858179087807,-1.6884138491247542,,-1.7747907106503693,-1.8492996192817674,-0.0876535089919522,0.4791360851674825,-1.8484207136583595
Kandleria.1,,0.09313224299301656,0.7167748046735536,0.786758159988736,,0.2009028951643742,0.25410928906475766,-1.0003853795894748,-1.1757198040707466,,-0.46058334936205364,0.35730935238072886,0.24133941872959105,,,0.39440673756633615,0.46972793348083874,,-0.6848594124650594,0.4961541771545572,0.26520066877631154,-0.023256431061151977,-0.33744644602970014,,0.6294161460106541,,-0.5191353494482561,-0.057417814510626476,,,0.07031249372176324,-0.43473331084084127,0.6175584189021487,-0.06215699572569585,0.5136618031339759,0.34164906363936004,0.5769407063981122,0.06695335670152304,0.7243685903362813,0.4172918618949684,0.6045616542290008,,0.17225694810189662,1.2117215449955778,0.7153933644508724,1.5649392143072243,0.30864422019832183,0.8104563122292806,0.16103276884918788,0.47518438338822794,0.29285280160943217,0.06796689138776688,,,0.908329281978812,-0.07137996686652302,0.7276419924970985,,0.4774966922485851,0.05198344265783699,-1.8528663348515773,0.09753897181231179,0.244776565020485
Finegoldia.1,,-0.1826473803276614,-0.0029412727530002255,0.04845245912999464,,-0.13818707280760534,-0.019660583245926625,-1.2884043769816833,0.4600987513580884,,-1.2178657576123746,-1.1205508108071511,-0.9086967990205617,,,-2.3033599631714523,-0.5910282668397704,,-0.5611789615513678,-0.3578087150827708,-0.05036886017475234,-1.1136974359598288,-1.1898951399389968,,0.018628136563064925,,-1.4412195655927378,-1.5644853102636986,,,-0.7196101611082103,-0.8367254319127074,-0.42344806105719235,-1.2422229393021498,0.06025714800201098,-0.6869051204210341,-1.6743580741001538,-1.1765087814055706,-0.4125641397827692,-0.23530693652764445,0.2680914626221293,,-1.5012426747757674,-0.7376102126851858,-0.13956141929878801,-0.6376511394157186,-0.08117730788659655,-0.35341498249784237,-0.5470273939905662,-0.7118747076969337,-1.3438144446150757,-1.9102010701763616,,,-0.8358240326584423,-0.7415073191497067,0.22227880188787594,,-1.7747907106503693,-0.23527915298547128,-0.7618679441563984,-0.8560214419101128,-0.2579182703545386
Bifidobacterium.1,,-0.33408398752448,0.22287669373327543,-0.5040689451056939,,-0.3076954828544131,-0.47292683994991186,-0.46820482304432476,0.6856314590097403,,0.2648903762343908,-0.902136361927858,-0.5924952044080076,,,-0.274573502241747,-0.6619123164441398,,-1.1940045923196767,0.5358974926573051,-1.8039047368487529,-1.684180099561012,-0.4916383389483552,,0.27984898255407226,,-0.24932792419486174,-0.0709777336743924,,,-0.41036187498272875,-0.5722193735506276,0.058333964153872826,-0.6635124344006819,-0.3695356032480137,-0.6653671672536372,0.19154608378348997,-1.4829585989800453,-1.8663850749813935,-0.6508874240845666,0.3024908374907565,,0.1872179337616038,-1.0281180137672288,0.3415610254279018,1.6899850266515608,-0.3504368963344004,-1.116462260146411,0.00046926825241155537,-0.21478578675195809,-0.5955103412503667,0.7120599643202766,,,-0.9507986666327277,-0.2710422011422472,-0.13774207540084077,,0.3501304466899478,0.5641004958081881,0.9560364713295811,-1.294232509834187,0.4863964853396363
bacterium.1,,0.05149139443776615,-1.547630172733276,0.011714936294326373,,0.4690844540450956,0.1576597026587174,-1.1839974904270079,-1.1757198040707466,,-0.3278898916664057,0.570098524614277,0.32081639803227924,,,0.5155534670917994,0.21080609450082013,,0.8191832138246636,0.5998323915095541,-1.8039047368487529,-0.15467765966457547,-3.837839633579953,,-1.8481681063158844,,-0.3084201391370749,-0.38098761891175864,,,-3.2341657577284404,-0.06366366062065613,0.5638713764658193,0.4836173181257139,-1.9346435332312912,0.08053522683965415,-1.6743580741001538,-0.8998464157975833,0.43476138408552806,0.5742262759502753,0.6186322258780155,,0.40657833161009066,0.5440418509120633,-1.9037767851301344,-0.6376511394157186,0.4109385239406977,0.7641007460517999,0.540448352553188,-3.7405380852304795,0.13826116265400756,-1.9102010701763616,,,1.0388262117064533,-0.07137996686652302,0.6968182138076018,,-1.7747907106503693,0.11535954472249083,-3.6333509365064307,0.5591285910921355,0.1397619218867666
