,id,RC-ABX_-1.5,RC-ABX_1.5,RC-ABX_4.0,RC-ABX_6.0,RC-ABX_9.0,RC-ABX_12.5
0,max_growth,8.445031644486718,8.445008055966637,8.445006943336699,8.4450281770014,8.443694921886276,8.440342851650561
1,carbon_uptake,300.0,300.0,300.0,300.0,300.0,300.0
2,flux fitting objective,,,,,,
3,minimum probability objective,1132.1975923763914,1144.176485562856,1017.9271149926672,998.5161425234589,859.4823770728207,1102.1447809800566
4,rxn02201_c1,0.0,0.0,0.0,0.0,0.0,0.0
5,rxn00836_c1,0.0,-0.12967440474238123,-0.33861682196454546,-0.0011076609093993747,-0.036709340239336405,0.0
6,rxn02209_c1,0.0,0.0,0.0,0.0,0.0,0.0
7,rxn00423_c1,0.0,0.0,0.0,0.0,0.0,0.0
8,rxn10298_c1,0.0,0.0,0.0,0.0,0.0,0.0
9,rxn00364_c1,0.17160132902316375,0.7200049397845968,1.880138065742198,1.9229662589398102,0.37484028308672745,0.08715683978246022
10,rxn05561_c1,0.0,0.0,0.0,0.0,0.0,0.0
11,rxn03408_c1,0.0006572385063278942,0.002647173964270629,0.0069125255423329,0.007365021465387009,0.001378139764490884,0.0003204412974572915
12,rxn02177_c1,0.0,0.0,0.0,0.0,0.0,0.0
13,rxn05250_c1,0.0,0.0,0.0,0.0,0.0,0.0
14,rxn00646_c1,0.0,0.0,0.0,0.0,0.0,0.0
15,rxn05440_c1,0.0,0.0,0.0,0.0,0.0,0.0
16,rxn00935_c1,0.0,0.0,0.0,0.0,0.0,0.0
17,rxn01673_c1,0.0,0.0,0.0,0.0,0.0,0.0
18,rxn00247_c1,0.0,0.0,0.0,0.0,0.0,0.0
19,rxn05625_c1,0.0,-0.2089566463016494,0.0,0.0,0.0,0.0
20,rxn02342_c1,0.0,0.0,0.0,0.0,0.0,0.0
21,rxn01452_c1,0.0,0.0,0.0,0.0,0.0,0.0
22,rxn00642_c1,0.0,0.0,0.0,0.0,0.0,0.0
23,rxn00022_c1,0.0,0.0,0.0,0.0,0.0,0.0
24,rxn10297_c1,0.0,0.0,0.0,0.0,0.0,0.0
25,rxn05667_c1,0.0,0.0,0.0,0.0,0.0,0.0
26,rxn02000_c1,0.0,0.0,0.0,0.0,0.0,0.0
27,rxn03239_c1,0.0,0.0,0.0,0.0,0.0,0.0
28,rxn02632_c1,0.0,0.0,0.0,0.0,0.0,0.0
29,rxn05457_c1,0.0,-0.18050790243894155,0.0,-0.012567469604955694,0.0,0.0
30,rxn00107_c1,0.0,0.0,0.0,0.0,0.0,0.0
31,rxn08934_c1,0.0,0.0,0.0,0.0,0.0,0.0
32,rxn04070_c1,0.0,0.0,0.0,0.0,0.0,0.0
33,rxn00199_c1,0.0,0.0,0.0,0.0,0.0,0.0
34,rxn01358_c1,0.0,0.0,0.0,0.0,0.0,0.0
35,rxn10231_c1,0.0,0.0,0.0,0.0,0.0,0.0
36,rxn10270_c1,0.0,0.0,0.0,0.0,0.0,0.0
37,rxn12637_c1,0.0,0.0,0.0,0.0,0.0,0.0
38,rxn01219_c1,0.0,0.0,0.0,0.0,0.0,0.0
39,rxn05958_c1,0.0,0.0,0.0,0.0,0.0,0.0
40,rxn00800_c1,0.01750678165512498,0.07051244890465155,0.1841280968628094,0.1961811753852365,0.036709340239336405,0.008535555622285314
41,rxn08333_c1,0.0029139920200125084,0.011736749647503273,0.030647997758124965,0.03265422456342115,0.006110244968186393,0.001420737486746022
42,rxn01705_c1,0.0,0.0,0.0,0.0,-0.004392913373009336,0.0
43,rxn09177_c1,0.0,0.0,0.0,0.0,0.0,0.0
44,rxn00211_c1,0.0,0.0,0.0,0.0,0.0,0.0
45,rxn00179_c1,0.0,0.0,0.0,0.0,0.0,0.0
46,rxn01210_c1,0.0,0.0,0.0,0.0,0.0,0.0
47,rxn00192_c1,0.0,0.0,0.0,0.0,0.0,0.0
48,rxn01218_c1,0.0,0.0,0.0,0.0,0.0,0.0
49,rxn00509_c1,0.0,0.0,0.0,0.0,0.0,0.0
50,rxn02898_c1,0.0029139920200125084,0.011736749647503273,0.030647997758124965,0.03265422456342115,0.006110244968186393,0.001420737486746022
51,rxn05654_c1,0.0,0.0,0.0,0.0,0.0,0.0
52,rxn01199_c1,0.0,0.0,0.0,0.0,0.0,0.0
53,rxn00545_c1,0.0,0.0,0.0,0.2744906935128928,0.12721053494165416,0.0
54,rxn08807_c1,0.0,0.0,0.0,0.0,0.0,0.0
55,rxn05614_c1,0.0,0.0,0.0,0.0,0.0,0.0
56,rxn02316_c1,0.0,0.0,0.0,0.0,0.0,0.0
57,rxn01057_c1,0.0,0.0,0.0,0.0,0.0,0.0
58,rxn10344_c1,0.0,0.0,0.0,0.0,0.0,0.0
59,rxn10336_c1,0.004944808515355046,0.019916313840597066,0.05200717066215856,0.05541157510885286,0.010368590971454917,0.002410876479516132
60,rxn02320_c1,0.0,0.0,0.0,0.0,0.0,0.0
61,rxn03384_c1,0.0,0.0,0.0,0.0,0.0,0.0
62,rxn02504_c1,0.0043709880300187715,0.017605124471254896,0.04597199663718765,0.04898133684513177,0.00916536745227958,0.0021311062301190356
63,rxn04082_c1,0.0,0.0,0.0,2.2067414094512223,0.0,0.0
64,rxn04996_c1,0.0,0.0,0.0,0.0,0.0,0.0
65,rxn00262_c1,0.0,0.0,0.0,0.0,0.0,0.0
66,rxn03039_c1,0.0,0.0,0.0,0.0,0.0,0.0
67,rxn10262_c1,0.0,0.0,0.0,0.0,0.0,0.0
68,rxn10209_c1,0.0,0.0,0.0,0.0,0.0,0.0
69,rxn00544_c1,0.0,0.0,0.0,0.0,0.0,0.0
70,rxn08084_c1,0.0,0.0,0.0,0.0,0.0,0.0
71,rxn10225_c1,0.0,0.0,0.0,0.0,0.0,0.0
72,rxn05444_c1,0.0,0.0,0.0,0.0,0.0,0.0
73,rxn05334_c1,0.5838364212103299,0.13099834089155832,0.0,0.0,0.0,0.0
74,rxn10205_c1,0.0,0.0,0.0,0.0,0.0,0.0
75,rxn05040_c1,0.09791144572022548,0.0,0.0,0.0,0.0,0.0
76,rxn00890_c1,0.0,0.0,0.0,0.0,0.0,0.0
