id,equation,name,Lactobacillus.3_RC_-1.5,Lactobacillus.3_RC_1.5,Lactobacillus.3_RC_4.0,Lactobacillus.3_RC_6.0,Lactobacillus.3_RC_9.0,Lactobacillus.3_RC_12.5,Lactobacillus.3_WD_-1.5,Lactobacillus.3_WD_9.0,Lactobacillus.3_WD_12.5,Nosocomiicoccus.1_RC_-1.5,Nosocomiicoccus.1_RC_1.5,Staphylococcus.3_RC_-1.5,Staphylococcus.3_RC_1.5,Staphylococcus.3_RC_4.0,Turicibacter.1_RC_-1.5,Turicibacter.1_RC_1.5,Turicibacter.1_RC_6.0,Turicibacter.1_RC_9.0,Turicibacter.1_RC_12.5,Lactobacillus.1_RC_-1.5,Lactobacillus.1_RC_1.5,Lactobacillus.1_RC_4.0,Lactobacillus.1_RC_6.0,Lactobacillus.1_RC_9.0,Lactobacillus.1_RC_12.5,Muribaculum.1_RC_-1.5,Muribaculum.1_RC_6.0,Muribaculum.1_RC_9.0,Muribaculum.1_RC_12.5,Muribaculum.1_WD_-1.5,Lactobacillus.4_RC_-1.5,Lactobacillus.4_RC_1.5,Lactobacillus.4_WD_-1.5,Clostridium.7_RC_-1.5,Clostridium.7_RC_1.5,Alloiococcus.1_RC_-1.5,Alloiococcus.1_RC_1.5,Lactobacillus.5_RC_-1.5,Desulfovibrio.1_RC_-1.5,Burkholderiales.1_RC_-1.5,Staphylococcus.4_RC_-1.5,Staphylococcus.4_RC_1.5,Bacillus.4_RC_-1.5,Bacillus.4_RC_1.5,Enterococcus.2_RC_1.5,Enterococcus.2_RC_4.0,Enterococcus.2_RC_6.0,Enterococcus.2_RC_9.0,Enterococcus.2_WD_9.0,Enterococcus.2_WD_12.5,Enterococcus.1_RC_1.5,Enterococcus.1_RC_4.0,Enterococcus.1_WD_9.0,Enterococcus.1_WD_12.5,Acinetobacter.1_RC_1.5,Acinetobacter.1_RC_4.0,Acinetobacter.1_WD_6.0,Acinetobacter.1_WD_9.0,Acinetobacter.1_WD_12.5,Clostridium.21_RC_4.0,Clostridium.21_RC_6.0,Clostridium.21_RC_9.0,Clostridium.21_RC_12.5,Akkermansia.1_RC_6.0,Akkermansia.1_RC_9.0,Akkermansia.1_RC_12.5,Akkermansia.1_WD_-1.5,Eubacterium.5_RC_6.0,Alistipes.2_RC_6.0,Alistipes.2_RC_9.0,Alistipes.2_RC_12.5,Bifidobacterium.1_RC_9.0,Bifidobacterium.1_RC_12.5,Bifidobacterium.1_WD_-1.5,Ruminococcus.3_RC_9.0,Ruminococcus.3_RC_12.5,Ruminococcus.3_WD_-1.5,Acetivibrio.1_RC_9.0,Acetivibrio.1_RC_12.5,Eubacterium.7_RC_9.0,Eubacterium.7_RC_12.5,Clostridium.23_RC_9.0,Clostridium.23_RC_12.5,Alistipes.4_RC_9.0,Blautia.1_RC_9.0,Blautia.1_RC_12.5,Clostridium.16_RC_9.0,Clostridium.16_RC_12.5,Murimonas.1_RC_12.5,Oscillibacter.1_RC_12.5,Lachnospiraceae.1_RC_12.5,Lactococcus.1_WD_-1.5,Lactococcus.1_WD_1.5,Lactococcus.1_WD_4.0,Lactococcus.1_WD_6.0,Lactococcus.1_WD_9.0,Lactococcus.1_WD_12.5,Paraclostridium.1_WD_-1.5,Bacteroides.3_WD_-1.5,Clostridium.11_WD_-1.5,Agrobacterium.1_WD_9.0,Agrobacterium.1_WD_12.5,Stenotrophomonas.1_WD_9.0,Merdibacter.1_RC_-1.5,Merdibacter.1_RC_1.5,Merdibacter.1_RC_4.0,Merdibacter.1_RC_9.0,Merdibacter.1_RC_12.5,Merdibacter.1_WD_-1.5,Merdibacter.1_WD_1.5,Enterococcus.3_RC_1.5,Enterococcus.3_RC_4.0,Enterococcus.3_RC_6.0,Enterococcus.3_RC_9.0,Oscillibacter.3_RC_12.5
rxn02201,rxn02201_c1: cpd00443_c1 + cpd02920_c1 --> cpd00012_c1 + cpd00067_c1 + cpd00683_c1,"2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine-diphosphate:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase [c0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
rxn00836,rxn00836_c1: cpd00012_c1 + cpd00067_c1 + cpd00114_c1 <-- cpd00103_c1 + cpd00226_c1,IMP:diphosphate phospho-D-ribosyltransferase [c0],0.0,-0.1509181054095794,-0.1535313985966651,-0.0004787170816674,-0.08483849572942,0.0,-0.0831812070911124,-0.1472738089551094,0.0,0.0,0.0,0.0,0.0,-0.0600558986669372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.111784428908254,0.0,0.0,0.0,-0.1054224236792497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0820640373682148,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0226984287081014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1535313985966593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.155925768192573,0.0,0.0,0.0,0.0,0.0,-0.0214054961873098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0834850556693208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn02209,rxn02209_c1: cpd00003_c1 + cpd01861_c1 <=> cpd00004_c1 + cpd00067_c1 + cpd00693_c1,"(R)-Propane-1,2-diol:NAD+ oxidoreductase [c0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,
rxn00423,rxn00423_c1: cpd00022_c1 + cpd00054_c1 --> cpd00010_c1 + cpd00722_c1,acetyl-CoA:L-serine O-acetyltransferase [c0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2282047070553062,0.7245936777315494,0.0,0.0,0.0,0.0780463965351399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014112744211215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn10298,rxn10298_c1: 24 cpd00026_c1 + cpd15746_c1 <=> 24 cpd00014_c1 + cpd15755_c1,"palmitoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted [c0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,
rxn00364,rxn00364_c1: cpd00002_c1 + cpd00046_c1 + cpd00067_c1 <=> cpd00008_c1 + cpd00096_c1,ATP:CMP phosphotransferase [c0],0.8389857641521357,0.8379585903147468,0.8524686550228515,0.8310817758512825,0.8662886760844385,0.8443770420014624,0.8493660471758046,0.8177239769035298,0.7917259485730102,0.3030140921061603,0.2905196056220071,0.8739969921243319,0.8379585903147472,0.8524686550228513,1.657245504393566,1.588910624614063,1.4372660909846446,1.438138496173723,1.6033281893427145,0.1317150000107248,0.1262838622179065,0.0943217599467363,0.1304741281585263,0.0101524069897722,0.1272511497161503,0.6825414185089208,0.6220048130083895,0.5886230847737254,0.6594099398480071,0.6633060661497315,0.8389857641521355,1.0021943337188473,1.0158375957611874,0.3380253200783567,0.3240871802259664,0.0967037720385285,0.0927162876139469,0.8389857641521358,0.5938607069325664,0.6825414185089208,0.0204854880753816,0.0216675576555715,1.0803073121919635,1.0259415137080423,0.8379585903147472,0.6662192487576304,0.8657631670752113,0.8315862336259067,0.7682393189103716,0.791725948573002,0.837958590314747,0.8183198253482625,0.8177239769035298,0.7917259485730103,0.5693734478593504,0.5792327006517974,4.586651253794434,0.5556244968524536,0.5604087120495723,1.053697129091065,1.0047648710513362,1.0707794187808632,0.90115504835128,0.588266013577221,0.5886230847737256,0.5737346370744537,0.577124550502558,1.07012986136773,0.0066667940928019,0.1823104193668452,0.4473050960174034,0.676521666711611,0.6594099398480069,0.6633060661497316,0.150185421709499,0.2564997227350433,0.2026334287127839,0.2631559056810327,0.2564997227350433,0.2631559056810327,0.2663953379264663,0.1305533245628386,0.2927448779377044,0.5975529417395057,1.070779418780863,1.0098707702230163,0.2631559056810327,0.2564997227350434,0.3265695677002483,1.009870770223016,0.2927448779377045,0.019908166947763,0.0192932503401975,0.0193061360899009,0.0195411017196132,0.0191665130758572,0.0193315466977596,0.2580152523862394,0.6633060661497315,0.2580152523862394,0.5556244968524536,0.5604087120495724,0.5556244968524537,1.3134179149729774,1.2592604258852231,1.2810657399844396,1.3018340760441252,1.268905893212554,1.2764032288245988,26.766628108764007,0.8043910157107873,0.8183198253482623,0.8310817758512813,0.831586233625907,0.2927448779377044
rxn05561,rxn05561_c1: cpd00067_e0 + cpd00106_e0 <=> cpd00067_c1 + cpd00106_c1,"Transport of dicarboxylates, extracellular [c0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.414522613665909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7516222122950802,0.0,-0.3790097916830712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273190075402572,0.0,12.355467322980932,0.0,0.0,0.0,-5.329929480516287,0.0,0.0,0.0,0.0,0.0,-2.2085464227451745,0.0,0.0,-0.5069136781249857,0.0,0.0,0.0,0.0,4.546279930501573,4.136153639783473,3.682310139559777,0.0,0.0,1.10043785449542,-1.298036166499391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7242893804038006,0.0,0.0337731558635573,0.0,0.0,0.0,0.0,0.0,0.0,-0.0689284869283824,0.0275282609950852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.061344662702489,-40.43955930621781,-6.477683867630947,0.0,-0.0070193321735748,0.0,0.0,-1.3524097853323171,0.0,15.230166162456408,0.0,0.0,0.0,0.0,-0.1520740820645511
rxn03408,rxn03408_c1: cpd00037_c1 + cpd03494_c1 <=> cpd00014_c1 + cpd03495_c1,"UDP-N-acetyl-D-glucosamine:undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine 4-beta-N-acetylglucosaminlytransferase [c0]",0.0032133419572017,0.0030808429787742,0.0031341907593139,0.0031830694325397,0.0031850015217385,0.0031044410921442,0.0031227836949172,0.0030064482922387,0.0030323353718951,0.0032133419572017,0.0030808429787742,0.0032133419572017,0.0030808429787742,0.0031341907593139,0.0032133419572017,0.0030808429787742,0.0031830694325397,0.0031850015217385,0.0031044410921442,0.0032133419572017,0.0030808429787742,0.0031341907593139,0.0031830694325397,0.0031850015217385,0.0031044410921442,0.0343473953184114,0.0340238124611553,0.0340444645524623,0.0331833545432721,0.0333794185280602,0.0032133419572017,0.0030808429787742,0.0031227836949172,0.0032133419572017,0.0030808429787742,0.0032133419572017,0.0030808429787742,0.0032133419572017,0.0343473953184114,0.0343473953184114,0.0032133419572017,0.0030808429787742,0.0032133419572017,0.0030808429787742,0.0030808429787742,0.0031341907593139,0.0031830694325397,0.0031850015217385,0.0030064482922387,0.0030323353718951,0.0030808429787742,0.0031341907593139,0.0030064482922387,0.0030323353718951,0.032931114433292,0.0335013485795373,0.2652802617898304,0.0321359100193031,0.0324126168779073,0.0031341907593139,0.0031830694325397,0.0031850015217385,0.0031044410921442,0.0340238124611553,0.0340444645524623,0.0331833545432721,0.0333794185280602,0.0031830694325397,0.0340238124611553,0.0340444645524623,0.0331833545432721,0.0340444645524622,0.0331833545432721,0.0333794185280602,0.0031850015217385,0.0031044410921442,0.0031227836949172,0.0031850015217385,0.0031044410921442,0.0031850015217385,0.0031044410921442,0.0031850015217385,0.0031044410921442,0.0340444645524623,0.0031850015217385,0.0031044410921442,0.0031850015217385,0.0031044410921442,0.0031044410921442,0.0031044410921442,0.0031044410921442,0.0031227836949172,0.0030263282271247,0.0030283494784622,0.0030652060529151,0.0030064482922387,0.0030323353718951,0.0031227836949172,0.0333794185280602,0.0031227836949172,0.0321359100193031,0.0324126168779073,0.0321359100193031,0.0032133419572017,0.0030808429787742,0.0031341907593139,0.0031850015217385,0.0031044410921442,0.0031227836949172,0.065485880902178,0.0030808429787742,0.0031341907593139,0.0031830694325397,0.0031850015217385,0.0031044410921442
rxn02177,rxn02177_c1: cpd00001_c1 + cpd00658_c1 --> cpd00020_c1 + cpd02566_c1,Isochorismate pyruvate-hydrolase [c0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0
rxn05250,rxn05250_c1: cpd00002_c1 + cpd00010_c1 + cpd11440_c1 --> cpd00012_c1 + cpd00018_c1 + cpd11441_c1,FACOAL160(ISO) [c0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
