id,equation,name,Lactobacillus.3_RC-ABX_-1.5,Lactobacillus.3_RC-ABX_1.5,Lactobacillus.3_RC-ABX_4.0,Lactobacillus.3_RC-ABX_6.0,Lactobacillus.3_RC-ABX_9.0,Lactobacillus.3_RC-ABX_12.5,Lactobacillus.3_WD-ABX_-1.5,Lactobacillus.3_WD-ABX_9.0,Lactobacillus.3_WD-ABX_12.5,Nosocomiicoccus.1_RC-ABX_-1.5,Nosocomiicoccus.1_RC-ABX_1.5,Staphylococcus.3_RC-ABX_-1.5,Staphylococcus.3_RC-ABX_1.5,Staphylococcus.3_RC-ABX_4.0,Turicibacter.1_RC-ABX_-1.5,Turicibacter.1_RC-ABX_1.5,Turicibacter.1_RC-ABX_6.0,Turicibacter.1_RC-ABX_9.0,Turicibacter.1_RC-ABX_12.5,Lactobacillus.1_RC-ABX_-1.5,Lactobacillus.1_RC-ABX_1.5,Lactobacillus.1_RC-ABX_4.0,Lactobacillus.1_RC-ABX_6.0,Lactobacillus.1_RC-ABX_9.0,Lactobacillus.1_RC-ABX_12.5,Muribaculum.1_RC-ABX_-1.5,Muribaculum.1_RC-ABX_6.0,Muribaculum.1_RC-ABX_9.0,Muribaculum.1_RC-ABX_12.5,Muribaculum.1_WD-ABX_-1.5,Lactobacillus.4_RC-ABX_-1.5,Lactobacillus.4_RC-ABX_1.5,Lactobacillus.4_WD-ABX_-1.5,Clostridium.7_RC-ABX_-1.5,Clostridium.7_RC-ABX_1.5,Alloiococcus.1_RC-ABX_-1.5,Alloiococcus.1_RC-ABX_1.5,Lactobacillus.5_RC-ABX_-1.5,Desulfovibrio.1_RC-ABX_-1.5,Burkholderiales.1_RC-ABX_-1.5,Staphylococcus.4_RC-ABX_-1.5,Staphylococcus.4_RC-ABX_1.5,Bacillus.4_RC-ABX_-1.5,Bacillus.4_RC-ABX_1.5,Enterococcus.2_RC-ABX_1.5,Enterococcus.2_RC-ABX_4.0,Enterococcus.2_RC-ABX_6.0,Enterococcus.2_RC-ABX_9.0,Enterococcus.2_WD-ABX_9.0,Enterococcus.2_WD-ABX_12.5,Enterococcus.1_RC-ABX_1.5,Enterococcus.1_RC-ABX_4.0,Enterococcus.1_WD-ABX_9.0,Enterococcus.1_WD-ABX_12.5,Acinetobacter.1_RC-ABX_1.5,Acinetobacter.1_RC-ABX_4.0,Acinetobacter.1_WD-ABX_6.0,Acinetobacter.1_WD-ABX_9.0,Acinetobacter.1_WD-ABX_12.5,Clostridium.21_RC-ABX_4.0,Clostridium.21_RC-ABX_6.0,Clostridium.21_RC-ABX_9.0,Clostridium.21_RC-ABX_12.5,Akkermansia.1_RC-ABX_6.0,Akkermansia.1_RC-ABX_9.0,Akkermansia.1_RC-ABX_12.5,Akkermansia.1_WD-ABX_-1.5,Eubacterium.5_RC-ABX_6.0,Alistipes.2_RC-ABX_6.0,Alistipes.2_RC-ABX_9.0,Alistipes.2_RC-ABX_12.5,Bifidobacterium.1_RC-ABX_9.0,Bifidobacterium.1_RC-ABX_12.5,Bifidobacterium.1_WD-ABX_-1.5,Ruminococcus.3_RC-ABX_9.0,Ruminococcus.3_RC-ABX_12.5,Ruminococcus.3_WD-ABX_-1.5,Acetivibrio.1_RC-ABX_9.0,Acetivibrio.1_RC-ABX_12.5,Eubacterium.7_RC-ABX_9.0,Eubacterium.7_RC-ABX_12.5,Clostridium.23_RC-ABX_9.0,Clostridium.23_RC-ABX_12.5,Alistipes.4_RC-ABX_9.0,Blautia.1_RC-ABX_9.0,Blautia.1_RC-ABX_12.5,Clostridium.16_RC-ABX_9.0,Clostridium.16_RC-ABX_12.5,Murimonas.1_RC-ABX_12.5,Oscillibacter.1_RC-ABX_12.5,Lachnospiraceae.1_RC-ABX_12.5,Lactococcus.1_WD-ABX_-1.5,Lactococcus.1_WD-ABX_1.5,Lactococcus.1_WD-ABX_4.0,Lactococcus.1_WD-ABX_6.0,Lactococcus.1_WD-ABX_9.0,Lactococcus.1_WD-ABX_12.5,Paraclostridium.1_WD-ABX_-1.5,Bacteroides.3_WD-ABX_-1.5,Clostridium.11_WD-ABX_-1.5,Agrobacterium.1_WD-ABX_9.0,Agrobacterium.1_WD-ABX_12.5,Stenotrophomonas.1_WD-ABX_9.0,Merdibacter.1_RC-ABX_-1.5,Merdibacter.1_RC-ABX_1.5,Merdibacter.1_RC-ABX_4.0,Merdibacter.1_RC-ABX_9.0,Merdibacter.1_RC-ABX_12.5,Merdibacter.1_WD-ABX_-1.5,Merdibacter.1_WD-ABX_1.5,Enterococcus.3_RC-ABX_1.5,Enterococcus.3_RC-ABX_4.0,Enterococcus.3_RC-ABX_6.0,Enterococcus.3_RC-ABX_9.0,Oscillibacter.3_RC-ABX_12.5
rxn02201,rxn02201_c1: cpd00443_c1 + cpd02920_c1 --> cpd00012_c1 + cpd00067_c1 + cpd00683_c1,"2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine-diphosphate:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase [c0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
rxn00836,rxn00836_c1: cpd00012_c1 + cpd00067_c1 + cpd00114_c1 <-- cpd00103_c1 + cpd00226_c1,IMP:diphosphate phospho-D-ribosyltransferase [c0],-0.1574086974101385,-0.15091810540959705,-0.15353139859664772,0.0,-0.002827847679141854,-0.15207408206452772,0.0,0.0,-0.08077194618049316,0.0,0.0,-0.009364236303673121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13042884975437313,0.0,0.0,0.0,-0.08269261742593742,0.0,0.0,0.0,0.0,-0.10659487643770833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15740869741010474,0.0,,0.0,-0.05220392154153583,0.0,-0.05903367342660015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05760815720916676,-0.0581041933320508,0.0,0.0,0.0,0.0,0.0,-0.15353139859668072,0.0,0.0,-0.15207408206452247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15207408206451725,0.0,0.0,-0.15207408206453085,0.0,0.0,-0.131427886318254,0.0,-0.1314278863182258,0.0,0.0,0.0,0.0,0.0,0.0,-0.019664897449938438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0834850556693453,-0.08483849572941099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08269261742593724
rxn02209,rxn02209_c1: cpd00003_c1 + cpd01861_c1 <=> cpd00004_c1 + cpd00067_c1 + cpd00693_c1,"(R)-Propane-1,2-diol:NAD+ oxidoreductase [c0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,
rxn00423,rxn00423_c1: cpd00022_c1 + cpd00054_c1 --> cpd00010_c1 + cpd00722_c1,acetyl-CoA:L-serine O-acetyltransferase [c0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08304024878664291,0.08309065333204907,0.0809889844059855,0.08146750814854097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn10298,rxn10298_c1: 24 cpd00026_c1 + cpd15746_c1 <=> 24 cpd00014_c1 + cpd15755_c1,"palmitoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted [c0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,
rxn00364,rxn00364_c1: cpd00002_c1 + cpd00046_c1 + cpd00067_c1 <=> cpd00008_c1 + cpd00096_c1,ATP:CMP phosphotransferase [c0],0.8739969921243319,0.8379585903147471,0.8524686550228513,0.8657631670752112,0.8662886760844386,0.844377042001462,0.8153415040967306,0.8177239769035298,0.8247650046111134,0.3030140921061603,0.2905196056220069,0.8739969921243319,0.8379585903147471,0.8424782107624761,1.6572455043935659,1.588910624614063,1.6416327852771626,1.6426292388701482,1.6010810900719836,0.09670377203852862,0.12628386221790655,0.12847058962132502,0.09579273693459783,0.09585088210430714,-0.022630229640412773,0.6825414185089208,0.6761112743786518,0.6831925074773272,0.6659120504595386,0.6633060661497318,0.8389857641521355,0.8043910157107873,0.8153415040967306,0.3380253200783566,0.3240871802259665,0.09670377203852848,0.0927162876139469,0.873996992124332,0.5938607069325664,0.6825414185089207,0.010242744037690809,0.009820394614764513,0.8739969921243317,1.035761908322807,0.8379585903147471,0.6510147054015866,-0.4229068077465551,0.8662886760844385,0.7682393189103719,0.7708090703715118,0.8379585903147472,0.8524686550228513,0.81772397690353,0.8247650046111131,0.5693734478593504,0.5792327006517974,1.2693058508710702,0.5556244968524537,0.5604087120495724,1.0536971290910653,1.0701298613677293,1.0707794187808628,1.0436954599855601,0.5882660135772209,0.5886230847737254,0.5737346370744535,0.5771245505025581,1.070129861367729,0.281033715911743,0.5975529417395053,0.33339349021522613,0.676521666711612,0.6594099398480069,0.6633060661497315,0.26315590568103275,0.2564997227350434,0.2441697964678756,0.2631559056810327,0.25649972273504335,0.2631559056810328,0.2564997227350433,0.335044067259263,0.3265695677002482,0.5975529417395062,1.070779418780863,1.04369545998556,0.2631559056810327,0.2564997227350434,0.3265695677002482,1.0098707702230163,0.3265695677002482,0.009954083473881535,0.009646625170098793,0.009653068044950497,0.009770550859806645,0.009583256537928615,0.009665773348879842,0.0814101282942458,0.6633060661497315,0.25801525238623946,0.5556244968524535,0.5604087120495723,0.5556244968524537,1.313417914972977,1.2592604258852231,1.2810657399844398,1.3018340760441252,1.2689058932125539,1.2764032288245986,2.0393058555415804,0.8043910157107874,0.8183198253482629,0.8310817758512826,0.8315862336259068,0.29274487793770443
rxn05561,rxn05561_c1: cpd00067_e0 + cpd00106_e0 <=> cpd00067_c1 + cpd00106_c1,"Transport of dicarboxylates, extracellular [c0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013659503770128645,0.0,0.0,0.0,26.531886146716115,-15.077076605230772,0.0,0.0,0.0,0.034148759425321605,-0.018971415495885727,-0.0022219128853833503,0.0,0.0,0.0,0.0,0.03414875942532162,0.006948015654823346,0.0066648303833503775,0.006722218030919685,0.0,0.0,1.9313913358348973,2.541537175436418,2.8002646163874982,0.0,0.0,0.0,0.0924224826622581,0.0,0.0,0.1646966463481739,0.0,0.0,0.0,0.0,0.0,0.0,4.639335196211967,0.0,0.0,0.0,0.0,0.0,0.0,0.007060655248220856,0.006882065248771317,0.0,0.031752166733562924,0.0,0.0,0.0,0.03530327624110428,0.034410326243856586,0.0,0.03441032624385658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23893833811103937,5.16212233770466,0.0,-14.443761608938027,-21.96332361503854,-11.964619315740194,0.0,0.0,0.0,0.0,0.0,0.0,7.033569398589739,0.0,0.0,0.0,0.0,-2.962039048535433
rxn03408,rxn03408_c1: cpd00037_c1 + cpd03494_c1 <=> cpd00014_c1 + cpd03495_c1,"UDP-N-acetyl-D-glucosamine:undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine 4-beta-N-acetylglucosaminlytransferase [c0]",0.003213341957201762,0.0030808429787742013,0.0031341907593139665,0.0031830694325397616,0.0031850015217385276,0.003104441092144206,0.003122783694917296,0.003006448292238744,0.0030323353718951685,0.003213341957201762,0.0030808429787742013,0.003213341957201762,0.0030808429787742017,0.003134190759313966,0.003213341957201762,0.0030808429787742013,0.003183069432539761,0.003185001521738528,0.003104441092144207,0.003213341957201762,0.0030808429787742013,0.0031341907593139665,0.003183069432539761,0.0031850015217385276,0.0031044410921442066,0.03434739531841143,0.03402381246115539,0.0340444645524623,0.03318335454327213,0.033379418528060256,0.0032133419572017616,0.0030808429787742004,0.003122783694917296,0.003213341957201762,0.0030808429787742,0.003213341957201762,0.0030808429787742013,0.003213341957201762,0.034347395318411446,0.03434739531841144,0.003213341957201762,0.0030808429787742017,0.0032133419572017616,0.0030808429787742017,0.0030808429787742013,0.003134190759313966,0.0031830694325397616,0.0031850015217385276,0.0030064482922387446,0.003032335371895169,0.0030808429787742013,0.003134190759313968,0.003006448292238745,0.003032335371895169,0.03293111443329201,0.03350134857953732,0.0734134273086227,0.0321359100193031,0.032412616877907315,0.0031341907593139674,0.003183069432539762,0.003185001521738528,0.0031044410921442066,0.03402381246115539,0.0340444645524623,0.03318335454327213,0.03337941852806026,0.0031830694325397616,0.03402381246115539,0.0340444645524623,0.033183354543272134,0.0340444645524623,0.03318335454327213,0.03337941852806025,0.0031850015217385276,0.0031044410921442092,0.0031227836949172957,0.003185001521738527,0.0031044410921442075,0.003185001521738528,0.003104441092144208,0.003185001521738527,0.003104441092144207,0.0340444645524623,0.003185001521738529,0.0031044410921442058,0.003185001521738527,0.0031044410921442075,0.0031044410921442075,0.003104441092144206,0.003104441092144207,0.0031227836949172952,0.003026328227124713,0.0030283494784622235,0.003065206052915151,0.003006448292238745,0.0030323353718951685,0.0031227836949172957,0.033379418528060256,0.0031227836949172957,0.03213591001930309,0.03241261687790731,0.0321359100193031,0.0032133419572017616,0.0030808429787742,0.0031341907593139665,0.0031850015217385276,0.003104441092144207,0.003122783694917295,0.004989262743011861,0.0030808429787742,0.003134190759313967,0.0031830694325397616,0.003185001521738527,0.0031044410921442075
rxn02177,rxn02177_c1: cpd00001_c1 + cpd00658_c1 --> cpd00020_c1 + cpd02566_c1,Isochorismate pyruvate-hydrolase [c0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0
rxn05250,rxn05250_c1: cpd00002_c1 + cpd00010_c1 + cpd11440_c1 --> cpd00012_c1 + cpd00018_c1 + cpd11441_c1,FACOAL160(ISO) [c0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
