id,equation,name,Lactobacillus.3_RC-ABX_-1.5,Lactobacillus.3_RC-ABX_1.5,Lactobacillus.3_RC-ABX_4.0,Lactobacillus.3_RC-ABX_6.0,Lactobacillus.3_RC-ABX_9.0,Lactobacillus.3_RC-ABX_12.5,Lactobacillus.3_WD-ABX_-1.5,Lactobacillus.3_WD-ABX_9.0,Lactobacillus.3_WD-ABX_12.5,Nosocomiicoccus.1_RC-ABX_-1.5,Nosocomiicoccus.1_RC-ABX_1.5,Staphylococcus.3_RC-ABX_-1.5,Staphylococcus.3_RC-ABX_1.5,Staphylococcus.3_RC-ABX_4.0,Turicibacter.1_RC-ABX_-1.5,Turicibacter.1_RC-ABX_1.5,Turicibacter.1_RC-ABX_6.0,Turicibacter.1_RC-ABX_9.0,Turicibacter.1_RC-ABX_12.5,Lactobacillus.1_RC-ABX_-1.5,Lactobacillus.1_RC-ABX_1.5,Lactobacillus.1_RC-ABX_4.0,Lactobacillus.1_RC-ABX_6.0,Lactobacillus.1_RC-ABX_9.0,Lactobacillus.1_RC-ABX_12.5,Muribaculum.1_RC-ABX_-1.5,Muribaculum.1_RC-ABX_6.0,Muribaculum.1_RC-ABX_9.0,Muribaculum.1_RC-ABX_12.5,Muribaculum.1_WD-ABX_-1.5,Lactobacillus.4_RC-ABX_-1.5,Lactobacillus.4_RC-ABX_1.5,Lactobacillus.4_WD-ABX_-1.5,Clostridium.7_RC-ABX_-1.5,Clostridium.7_RC-ABX_1.5,Alloiococcus.1_RC-ABX_-1.5,Alloiococcus.1_RC-ABX_1.5,Lactobacillus.5_RC-ABX_-1.5,Desulfovibrio.1_RC-ABX_-1.5,Burkholderiales.1_RC-ABX_-1.5,Staphylococcus.4_RC-ABX_-1.5,Staphylococcus.4_RC-ABX_1.5,Bacillus.4_RC-ABX_-1.5,Bacillus.4_RC-ABX_1.5,Enterococcus.2_RC-ABX_1.5,Enterococcus.2_RC-ABX_4.0,Enterococcus.2_RC-ABX_6.0,Enterococcus.2_RC-ABX_9.0,Enterococcus.2_WD-ABX_9.0,Enterococcus.2_WD-ABX_12.5,Enterococcus.1_RC-ABX_1.5,Enterococcus.1_RC-ABX_4.0,Enterococcus.1_WD-ABX_9.0,Enterococcus.1_WD-ABX_12.5,Acinetobacter.1_RC-ABX_1.5,Acinetobacter.1_RC-ABX_4.0,Acinetobacter.1_WD-ABX_6.0,Acinetobacter.1_WD-ABX_9.0,Acinetobacter.1_WD-ABX_12.5,Clostridium.21_RC-ABX_4.0,Clostridium.21_RC-ABX_6.0,Clostridium.21_RC-ABX_9.0,Clostridium.21_RC-ABX_12.5,Akkermansia.1_RC-ABX_6.0,Akkermansia.1_RC-ABX_9.0,Akkermansia.1_RC-ABX_12.5,Akkermansia.1_WD-ABX_-1.5,Eubacterium.5_RC-ABX_6.0,Alistipes.2_RC-ABX_6.0,Alistipes.2_RC-ABX_9.0,Alistipes.2_RC-ABX_12.5,Bifidobacterium.1_RC-ABX_9.0,Bifidobacterium.1_RC-ABX_12.5,Bifidobacterium.1_WD-ABX_-1.5,Ruminococcus.3_RC-ABX_9.0,Ruminococcus.3_RC-ABX_12.5,Ruminococcus.3_WD-ABX_-1.5,Acetivibrio.1_RC-ABX_9.0,Acetivibrio.1_RC-ABX_12.5,Eubacterium.7_RC-ABX_9.0,Eubacterium.7_RC-ABX_12.5,Clostridium.23_RC-ABX_9.0,Clostridium.23_RC-ABX_12.5,Alistipes.4_RC-ABX_9.0,Blautia.1_RC-ABX_9.0,Blautia.1_RC-ABX_12.5,Clostridium.16_RC-ABX_9.0,Clostridium.16_RC-ABX_12.5,Murimonas.1_RC-ABX_12.5,Oscillibacter.1_RC-ABX_12.5,Lachnospiraceae.1_RC-ABX_12.5,Lactococcus.1_WD-ABX_-1.5,Lactococcus.1_WD-ABX_1.5,Lactococcus.1_WD-ABX_4.0,Lactococcus.1_WD-ABX_6.0,Lactococcus.1_WD-ABX_9.0,Lactococcus.1_WD-ABX_12.5,Paraclostridium.1_WD-ABX_-1.5,Bacteroides.3_WD-ABX_-1.5,Clostridium.11_WD-ABX_-1.5,Agrobacterium.1_WD-ABX_9.0,Agrobacterium.1_WD-ABX_12.5,Stenotrophomonas.1_WD-ABX_9.0,Merdibacter.1_RC-ABX_-1.5,Merdibacter.1_RC-ABX_1.5,Merdibacter.1_RC-ABX_4.0,Merdibacter.1_RC-ABX_9.0,Merdibacter.1_RC-ABX_12.5,Merdibacter.1_WD-ABX_-1.5,Merdibacter.1_WD-ABX_1.5,Enterococcus.3_RC-ABX_1.5,Enterococcus.3_RC-ABX_4.0,Enterococcus.3_RC-ABX_6.0,Enterococcus.3_RC-ABX_9.0,Oscillibacter.3_RC-ABX_12.5
rxn02201,rxn02201_c1: cpd00443_c1 + cpd02920_c1 --> cpd00012_c1 + cpd00067_c1 + cpd00683_c1,"2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine-diphosphate:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase [c0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
rxn00836,rxn00836_c1: cpd00012_c1 + cpd00067_c1 + cpd00114_c1 <-- cpd00103_c1 + cpd00226_c1,IMP:diphosphate phospho-D-ribosyltransferase [c0],-0.15740869741013047,-0.15091810540957856,-0.1535313985966558,0.0,-0.0028278476791418483,-0.15207408206452577,0.0,0.0,-0.08077194618049376,0.0,0.0,-0.01085949181951765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1304288497543922,0.0,0.0,0.0,-0.08269261742592496,0.0,0.0,0.0,0.0,-0.13084887643577178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15740869741010777,0.0,,0.0,-0.052203921541535823,0.0,-0.059033673426600146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05760815720916676,-0.058104193332050795,0.0,0.0,0.0,0.0,0.0,-0.1535313985966549,0.0,0.0,-0.15207408206451217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1520740820645213,0.0,0.0,-0.15207408206454834,0.0,0.0,-0.1314278863182095,0.0,-0.13142788631823532,0.0,0.0,0.0,0.0,0.0,0.0,-0.015580225936001304,0.0,0.0,0.0,0.0,0.0,0.0,-0.08206403736823491,0.0,-0.08483849572939259,-0.0826926174259427,0.0,0.0,0.0,0.0,0.0,0.0,-0.08269261742593084
rxn02209,rxn02209_c1: cpd00003_c1 + cpd01861_c1 <=> cpd00004_c1 + cpd00067_c1 + cpd00693_c1,"(R)-Propane-1,2-diol:NAD+ oxidoreductase [c0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,
rxn00423,rxn00423_c1: cpd00022_c1 + cpd00054_c1 --> cpd00010_c1 + cpd00722_c1,acetyl-CoA:L-serine O-acetyltransferase [c0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08304024878664293,0.08309065333204911,0.08098898440598568,0.08146750814854076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn10298,rxn10298_c1: 24 cpd00026_c1 + cpd15746_c1 <=> 24 cpd00014_c1 + cpd15755_c1,"palmitoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted [c0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,
rxn00364,rxn00364_c1: cpd00002_c1 + cpd00046_c1 + cpd00067_c1 <=> cpd00008_c1 + cpd00096_c1,ATP:CMP phosphotransferase [c0],0.873996992124332,0.8379585903147471,0.8524686550228514,0.8657631670752113,0.8662886760844386,0.844377042001462,0.8153415040967305,0.8177239769035299,0.8247650046111131,0.30301409210616065,0.2905196056220068,0.8739969921243318,0.8379585903147474,0.842478210762476,1.6572455043935657,1.588910624614063,1.6416327852771628,1.6426292388701478,1.601081090071984,0.09670377203852858,0.12628386221790655,0.128470589621325,0.09579273693459761,0.09585088210430713,-0.02263022964041328,0.6825414185089209,0.6761112743786518,0.6831925074773273,0.6659120504595385,0.6633060661497316,0.8389857641521354,0.8043910157107873,0.8153415040967307,0.3380253200783566,0.32408718022596644,0.09670377203852858,0.09271628761394704,0.873996992124332,0.5938607069325664,0.6825414185089207,0.010242744037690809,0.009820394614764513,0.8739969921243319,1.035761908322807,0.8379585903147471,0.6510147054015859,-0.42290680774655226,0.8662886760844385,0.7682393189103716,0.7708090703715119,0.8379585903147472,0.8524686550228512,0.8177239769035302,0.8247650046111134,0.5693734478593503,0.5792327006517973,1.2693058508710702,0.5556244968524536,0.5604087120495723,1.053697129091065,1.0701298613677293,1.0707794187808632,1.0436954599855601,0.5882660135772211,0.5886230847737255,0.5737346370744536,0.5771245505025578,1.0701298613677293,0.2810337159117418,0.5975529417395063,0.3333934902152268,0.6765216667116118,0.659409939848007,0.6633060661497315,0.2631559056810328,0.25649972273504335,0.22842978457343055,0.2631559056810327,0.2564997227350433,0.26315590568103286,0.25649972273504335,0.335044067259263,0.32656956770024814,0.5975529417395062,1.070779418780863,1.0436954599855601,0.2631559056810328,0.25649972273504335,0.3265695677002483,1.0098707702230163,0.32656956770024825,0.009954083473881535,0.009646625170098793,0.009653068044950495,0.009770550859806645,0.009583256537928617,0.009665773348879842,0.0814101282942458,0.6633060661497315,0.25801525238623946,0.5556244968524536,0.5604087120495722,0.5556244968524536,1.3134179149729772,1.2592604258852234,1.2810657399844392,1.3018340760441254,1.2689058932125534,1.2764032288245988,2.0393058555415804,0.8043910157107875,0.8183198253482626,0.8310817758512827,0.8315862336259069,0.2927448779377044
rxn05561,rxn05561_c1: cpd00067_e0 + cpd00106_e0 <=> cpd00067_c1 + cpd00106_c1,"Transport of dicarboxylates, extracellular [c0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013659503770128643,0.0,0.0,0.0,26.531886146715923,-15.077076605230559,0.0,0.0,0.0,0.034148759425321605,-0.01897141549588572,-0.0022219128853833508,0.0,0.0,0.0,0.0,0.034148759425321605,0.006948015654823347,0.0066648303833503775,0.006722218030919684,0.0,0.0,1.9313913358348973,2.541537175436234,2.800264616387484,0.0,0.0,0.0,0.0,0.0,0.0,0.37984641127086355,0.0,0.0,0.0,0.0,0.0,0.0,4.135033651349533,0.0,0.0,0.0,0.0,0.0,0.0,0.007060655248220857,0.04817445674139922,0.0,0.2599483890715104,0.0,0.0,0.0,0.03530327624110429,0.034410326243856586,0.0,0.03441032624385658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2389383381110394,5.16212233770481,0.0,-14.443761608938875,-21.96332361503843,-11.964619315740162,0.0,0.0,0.0,0.0,0.0,0.0,7.033569398589739,0.0,0.0,0.0,0.0,-2.962039048535496
rxn03408,rxn03408_c1: cpd00037_c1 + cpd03494_c1 <=> cpd00014_c1 + cpd03495_c1,"UDP-N-acetyl-D-glucosamine:undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine 4-beta-N-acetylglucosaminlytransferase [c0]",0.003213341957201763,0.0030808429787742013,0.003134190759313967,0.0031830694325397616,0.0031850015217385276,0.003104441092144207,0.0031227836949172944,0.0030064482922387446,0.003032335371895169,0.003213341957201762,0.0030808429787742013,0.003213341957201762,0.003080842978774202,0.003134190759313966,0.0032133419572017625,0.0030808429787742013,0.003183069432539762,0.0031850015217385276,0.0031044410921442075,0.0032133419572017634,0.0030808429787742013,0.0031341907593139674,0.0031830694325397616,0.0031850015217385276,0.003104441092144207,0.03434739531841144,0.03402381246115539,0.0340444645524623,0.03318335454327213,0.033379418528060256,0.0032133419572017616,0.003080842978774201,0.003122783694917296,0.003213341957201762,0.003080842978774201,0.0032133419572017616,0.0030808429787742026,0.0032133419572017625,0.03434739531841144,0.03434739531841143,0.0032133419572017603,0.0030808429787742013,0.003213341957201762,0.0030808429787742013,0.0030808429787742013,0.003134190759313967,0.003183069432539763,0.0031850015217385276,0.003006448292238746,0.0030323353718951685,0.0030808429787742013,0.003134190759313967,0.003006448292238745,0.0030323353718951693,0.03293111443329201,0.03350134857953732,0.0734134273086227,0.032135910019303104,0.03241261687790731,0.003134190759313966,0.003183069432539762,0.003185001521738529,0.003104441092144207,0.0340238124611554,0.03404446455246231,0.03318335454327214,0.033379418528060256,0.0031830694325397616,0.03402381246115539,0.0340444645524623,0.03318335454327213,0.034044464552462295,0.033183354543272134,0.03337941852806025,0.003185001521738528,0.0031044410921442075,0.0031227836949172957,0.0031850015217385276,0.0031044410921442075,0.003185001521738528,0.003104441092144208,0.003185001521738527,0.003104441092144207,0.0340444645524623,0.0031850015217385276,0.0031044410921442075,0.0031850015217385285,0.0031044410921442075,0.0031044410921442075,0.003104441092144207,0.0031044410921442075,0.0031227836949172957,0.003026328227124713,0.003028349478462224,0.003065206052915151,0.0030064482922387446,0.003032335371895169,0.0031227836949172957,0.03337941852806025,0.0031227836949172957,0.032135910019303104,0.03241261687790731,0.0321359100193031,0.003213341957201762,0.003080842978774201,0.003134190759313966,0.003185001521738528,0.003104441092144208,0.0031227836949172957,0.004989262743011861,0.0030808429787742026,0.003134190759313967,0.003183069432539762,0.0031850015217385276,0.0031044410921442075
rxn02177,rxn02177_c1: cpd00001_c1 + cpd00658_c1 --> cpd00020_c1 + cpd02566_c1,Isochorismate pyruvate-hydrolase [c0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0
rxn05250,rxn05250_c1: cpd00002_c1 + cpd00010_c1 + cpd11440_c1 --> cpd00012_c1 + cpd00018_c1 + cpd11441_c1,FACOAL160(ISO) [c0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
