ASV,cpd35610,cpd01242,cpd01293,cpd00035,cpd01055,cpd00224,cpd00132,cpd00041,cpd00158,cpd00526,cpd00137,cpd00084,cpd01107,cpd02733,cpd01741,cpd01171,cpd00082,cpd00751,cpd00106,cpd00108,cpd00027,cpd00023,cpd00033,cpd01113,cpd00119,cpd00359,cpd00322,cpd00107,cpd01122,cpd02475,cpd00039,cpd00130,cpd03198,cpd00060,cpd03847,cpd00122,cpd00218,cpd03846,cpd00064,cpd00214,cpd00066,cpd07053,cpd00129,cpd00020,cpd00382,cpd00396,cpd00105,cpd00550,cpd00036,cpd00076,cpd00161,cpd00069,cpd04945,cpd00597,cpd00156,cpd00024,cpd00536,cpd00392,cpd00121,cpd00851,cpd00029,cpd00211,cpd00141
Name,3alpha-hydroxy-7-oxo-5beta-cholan-24-oate,Thyminose,5-Oxoproline,L-Alanine,D-Allose,L-Arabinose,L-Asparagine,L-Aspartate,CELB,Cholate,Citrate,L-Cysteine,Decanoate,Deoxycholate,ddca,Dulcose,D-Fructose,L-Fucose,Fumarate,Galactose,D-Glucose,L-Glutamate,Glycine,Hexanoate,L-Histidine,indol,L-Isoleucine,L-Leucine,Linoleate,Lithocholate,L-Lysine,L-Malate,Melibiose,L-Methionine,Myristic acid,N-Acetyl-D-glucosamine,Niacin,octanoate,Ornithine,Palmitate,L-Phenylalanine,Picolinic acid,L-Proline,Pyruvate,Melitose,L-Rhamnose,D-Ribose,D-Serine,Succinate,Sucrose,L-Threonine,L-Tyrosine,Ursodiol,Valerate,L-Valine,2-Oxoglutarate,Oleate,Phycite,L-Inositol,trans-4-Hydroxy-L-proline,Acetate,Butyrate,Propionate
Helicobacter.1,0,100.0,0,100.0,0,100.0,100.0,100.0,100.0,0,100.0,100.0,38.55555555555554,0,20.17441860465116,0.0,100.0,0.0,100.0,19.109195402298813,100.0,100.0,100.0,0,0.2278665429262546,35.0,0.695120970836834,1.0791657061058029,0,0,0.0,100.0,100.0,45.0,38.555555555555564,0.0,0.00953156948589139,0.0,35.0,0.6598011602328363,0.4442117437944416,0,100.0,100.0,100.0,0.0,100.0,0,100.0,100.0,100.0,0.35151963448320084,0,0,74.15584415584416,65.0,0,0,0.0,0,100.0,0.0,0.0
Corynebacterium.1,0,100.0,0,100.0,0,0.0,100.0,100.0,0,0,100.0,100.0,29.513888888888918,0,29.513888888888857,0.0,100.0,0,100.0,100.0,100.0,100.0,100.0,0,0.14403846850707225,37.5,0.4753269460733382,0.610723106469986,0,0,0.5781267197979068,100.0,0.0,3.986679352997148,29.513888888888875,0.0,0.02375740545148265,16.09848484848486,100.0,0.3930245891468314,0.30968270729020553,0,100.0,100.0,100.0,0,100.0,0,100.0,0.0,58.57142857142857,0.20678211389498805,0,0,40.0,55.0,0,0,0.0,0,76.87500000000001,0,0
Bilophila.1,0,0,0.0,100.0,0,0.0,100.0,100.0,0.0,0,0.007799268232832306,37.087378640776706,0.9245370168119139,0,0.9377962159070783,0,0,0.0,100.0,0.0,100.0,100.0,100.0,0,0.1864081077122037,17.5,0.5686494521782404,0.8828204202325168,0,0,0.0,100.0,0,21.874999999999996,0.5061824705321558,0,0.0,0.9116475256388594,31.25,0.510131347697244,0.36339108638277956,0,100.0,100.0,0,0,0.0,0,100.0,0,0.0,0.28769979738533885,0,0,45.000000000000014,100.0,0,0,0.0,0.0,79.77777777777779,0,17.5
Coprococcus.1,0,100.0,0.0,100.0,0,100.0,100.0,100.0,100.0,0,100.0,100.0,32.12500000000002,0,0.5866673121156386,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0,0.2118327863063588,0,0.699048194810984,0.8981710139389614,0,0,0.8505896653005415,100.0,100.0,0.3108580386560315,0.0,100.0,0.03493925924344725,0,32.5,0.0,0.4554404905586748,0,100.0,100.0,100.0,0,100.0,100.0,45.343511450381676,100.0,100.0,0.30314304501454,0,0,25.000000000000057,50.0,0,0,0.0,0,100.0,0.0,0.0
Erysipelotrichaceae.1,0,0.0,0.0,100.0,0,0.0,0.11611075346978857,100.0,0.0,0,100.0,0.06559189869889342,0.0,0,0.0,0.0,100.0,0,100.0,0.0,100.0,100.0,0.0,0,0.06414958755236913,0.03544942348756622,0.21169363892281817,0.2719942512220451,0,0,63.75,100.0,0.0,0.0992362355606022,0.0,100.0,0.01058069956466012,0,0.1718334485983658,0.0,0.13792161323759378,0,0.12605393954040547,100.0,0.0,0,100.0,0,100.0,100.0,23.571428571428577,0.0,0,0,0.24088170125914546,39.99999999999999,0,0,0.0,0,29.583333333333375,0.0,0
Clostridium.1,0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0,0.34492864377368204,56.82926829268287,1.13826452445321,1.4624974496004337,0,0,1.3624681429060403,100.0,100.0,68.98550724637683,100.0,100.0,4.999999999999997,0.0,100.0,100.0,0.741596584113404,0,0.677784785015296,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.4958242189065443,0,0,93.61538461538461,100.0,0,0,0.0,0,100.0,0.0,0.0
Kandleria.1,0,100.0,0.0,100.0,0,0,0.01530879869848165,100.0,100.0,0,100.0,0.008657595115270039,2.5,0,0.021656489189426958,0.0,100.0,0,100.0,0.03397176340341708,100.0,25.0,100.0,0,0.00845789983341528,10.0,0.027846301113244924,0.03573335015683295,0,0,0.03340870434199029,100.0,0.0,6.9999999999999964,0.0,100.0,0.001395028409376775,0,1.6666666666666663,0.0,0.018184484641842816,0,0.016619773172660973,100.0,100.0,0,100.0,0,3.692307692307693,100.0,100.0,0.012127843817423455,0,0,2.4000000000000004,37.64957264957266,0,0,0.0,0,3.3333333333333326,0,0
Finegoldia.1,0,100.0,0.0,100.0,0,0.0,100.0,100.0,100.0,0,100.0,0.14313967962393095,17.5,0,10.5,0.0,100.0,0,100.0,8.75,100.0,100.0,100.0,0,0.05585931588773689,27.142857142857142,0.18433574242953038,0.23684349936400267,0,0,0.22064429775655905,100.0,100.0,0.08187593336531068,17.5,100.0,5.0,0.0,21.000000000000004,0.14778091417147418,0.12009752915863404,0,0.10976355571940274,100.0,0.0,0,100.0,0.0,100.0,0.0,100.0,0.08008697045544295,0,0,36.66666666666667,65.16393442622952,0,0,0.0,0,17.5,0,0
Bifidobacterium.1,0,100.0,0,100.0,0,100.0,100.0,100.0,100.0,0,100.0,100.0,80.0595238095236,0,82.01219512195122,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0,100.0,100.0,100.0,2.0953533116685814,0,0,1.5932639060255762,100.0,100.0,97.1309370988447,100.0,100.0,4.999999999999999,42.031249999999936,100.0,100.0,0.8625001176144743,0,100.0,100.0,100.0,0,100.0,0.0,100.0,100.0,0.0,50.148341588616795,0,0,68.50649350649351,100.0,0,0,0.0,0.0,100.0,0.0,0.0
