Sample,cpd35610,cpd01242,cpd01293,cpd00035,cpd01055,cpd00224,cpd00132,cpd00041,cpd00158,cpd00526,cpd00137,cpd00084,cpd01107,cpd02733,cpd01741,cpd01171,cpd00082,cpd00751,cpd00106,cpd00108,cpd00027,cpd00023,cpd00033,cpd01113,cpd00119,cpd00359,cpd00322,cpd00107,cpd01122,cpd02475,cpd00039,cpd00130,cpd03198,cpd00060,cpd03847,cpd00122,cpd00218,cpd03846,cpd00064,cpd00214,cpd00066,cpd07053,cpd00129,cpd00020,cpd00382,cpd00396,cpd00105,cpd00550,cpd00036,cpd00076,cpd00161,cpd00069,cpd04945,cpd00597,cpd00156,cpd00024,cpd00536,cpd00392,cpd00121,cpd00851,cpd00029,cpd00211,cpd00141
Name,3alpha-hydroxy-7-oxo-5beta-cholan-24-oate,Thyminose,5-Oxoproline,L-Alanine,D-Allose,L-Arabinose,L-Asparagine,L-Aspartate,CELB,Cholate,Citrate,L-Cysteine,Decanoate,Deoxycholate,ddca,Dulcose,D-Fructose,L-Fucose,Fumarate,Galactose,D-Glucose,L-Glutamate,Glycine,Hexanoate,L-Histidine,indol,L-Isoleucine,L-Leucine,Linoleate,Lithocholate,L-Lysine,L-Malate,Melibiose,L-Methionine,Myristic acid,N-Acetyl-D-glucosamine,Niacin,octanoate,Ornithine,Palmitate,L-Phenylalanine,Picolinic acid,L-Proline,Pyruvate,Melitose,L-Rhamnose,D-Ribose,D-Serine,Succinate,Sucrose,L-Threonine,L-Tyrosine,Ursodiol,Valerate,L-Valine,2-Oxoglutarate,Oleate,Phycite,L-Inositol,trans-4-Hydroxy-L-proline,Acetate,Butyrate,Propionate
RC-ABX_-13,0,0.6848390799148344,0.46296342948084324,0.6462597121069276,0,0.634019778630937,0.5584857877748,0.6177643807673264,0.5870069150335719,0,0.42105953433595106,0.5921192569381765,0.6698898668234106,0,0,0.6665136378638632,0.6851454202992192,0,0.5646291715466103,0.645575313393231,0.5776149559345035,0.5475378051825261,0.6992762845392926,0,0.6827126999726078,0,0.656550937401035,0.5941300355238559,0,0,0.6921233606458963,0.5419461608598323,0.7069787316801063,0.5880986065211209,0.6566288850551409,0.7266723310022694,0.5595520551438227,0.7122556171225174,0.6146109454056617,0.6095144569798645,0.6789163708778371,0,0.6190789887865811,0.5590494834455177,0.5928751102425316,0.38560894449978467,0.7225637103012964,0.543633478228164,0.6436914699691009,0.6681572793803628,0.5963059689528206,0.5293200745040908,0,0,0.6039970365647168,0.5319950320561533,0.5831229806949284,0,0.6189637143619088,0.577246840677575,0.751338028393261,0.4365195358913698,0.44463449483507145
RC-ABX_-3,0,0.6807140745035648,0.43054885226113654,0.5938350913562792,0,0.6224745663880773,0.5333133023571872,0.6215588130908768,0.5615377450722415,0,0.45556789591167385,0.5875404687139419,0.6923519803503358,0,0,0.648132381506379,0.6737117677813222,0,0.5396348620881811,0.6557180575743372,0.6072451525958358,0.48385759665763367,0.7095884905853403,0,0.686014603511519,0,0.6125724267522441,0.6085144603789605,0,0,0.6526455975382501,0.517253247091998,0.6822256806667527,0.5795049400530256,0.6955305585975252,0.7072323608087894,0.5678084518022458,0.6915156505222576,0.5785774967690255,0.6249395382374967,0.6794451856908531,0,0.6062382523017736,0.4787242455748698,0.5954692226798136,0.3339259259239391,0.7061605920104814,0.4971386101738319,0.6013719517599841,0.6455917010846072,0.6214642353559855,0.502641450705015,0,0,0.558162356930179,0.5409531990531606,0.5958815144658814,0,0.6505706767733411,0.5473978406730516,0.7466923015037986,0.4573488431530197,0.49515968323805204
RC-ABX_0,0,0.7543409950190558,0.5317122252093852,0.6406634973574559,0,0.7019650411477829,0.6323208249552217,0.7010581166821869,0.29635348773035236,0,0.6394520106789633,0.6600612849398004,0.7639834254774324,0,0,0.7364900459720058,0.7628627310307815,0,0.5261277598928196,0.7527793056644724,0.611389752466142,0.6637427992963177,0.7516335432162086,0,0.655905236029966,0,0.7260971861763793,0.6517761446570448,0,0,0.7356360858469909,0.6850507290264336,0.7414630630039533,0.6755455968316477,0.6636565751818229,0.7559294377924858,0.6918009385741124,0.7527178068174275,0.6984344586972592,0.7512072274374731,0.7266748772170317,0,0.7037621245974401,0.4902871675177287,0.5928768429310426,0.393068715359287,0.7668440863185049,0.4524883314592091,0.6463706076171105,0.729614971749638,0.7081074221503266,0.57964052066997,0,0,0.6439328142146901,0.6882514044880707,0.7248684912582329,0,0.7300120851869812,0.5966786592948105,0.7795855365222994,0.6233781875912511,0.7076117388568965
RC-ABX_1,0,0.7631642854208441,0.5362392997992831,0.6525625042379095,0,0.7193522527220048,0.647820614553709,0.7211881413460229,0.3786813508204888,0,0.6469149037206606,0.6974070935623081,0.7818131005706723,0,0,0.7448966814751168,0.7739461035950568,0,0.5343699393763168,0.7583160448464941,0.6401806139824646,0.6597026224019803,0.7757207387256374,0,0.6951577784547396,0,0.7338996070565061,0.6504757536508385,0,0,0.7636514734699964,0.694839956872227,0.7446762764281625,0.6926568786662167,0.6997464814026003,0.7741675173816673,0.7045125205479797,0.7712160897999282,0.7298943079904254,0.7629361950886961,0.7590037553235085,0,0.7180634165051012,0.5236805656980549,0.6196820747405217,0.47503616615851757,0.782885783468443,0.5099080968558045,0.683090968004397,0.7486559951613495,0.7318691512212697,0.6112166202896395,0,0,0.6632739686291111,0.7070517305259614,0.7371310722320324,0,0.7351074409545649,0.6136667857206646,0.7884874005145089,0.6147825083621411,0.7346625423075576
RC-ABX_11,0,0.6656679983264899,0.4248531371963272,0.596425626684454,0,0.5878311514743996,0.4992077363166979,0.5940857850552475,0.46788991983030115,0,0.4796137742435054,0.5615989600728497,0.664881721970531,0,0,0.6515043752020674,0.6837960899525738,0,0.5365018580163761,0.6358713283231658,0.49542382170386207,0.490673821122032,0.6816227257079475,0,0.6154110369511031,0,0.6430144796433376,0.6375656092623304,0,0,0.6707090000534514,0.509813899888386,0.6887748215367226,0.5541655569787488,0.6016923033804938,0.7031842461707151,0.5261801888771711,0.6974830853099939,0.573919387766772,0.6065561394590585,0.6501634111390064,0,0.621812105004104,0.48962577607489427,0.5286468081775426,0.27761283189453495,0.692370719559856,0.44917016480999217,0.65970734669543,0.6534145211987312,0.589202899562601,0.4342102990031939,0,0,0.5845714017824479,0.485409685612325,0.5867069049689799,0,0.5954256114424609,0.511261303811719,0.7453458557372151,0.47312157933363935,0.5278593898171836
RC-ABX_13,0,0.627539279024244,0.391369624025545,0.5705851510664288,0,0.5269962131331741,0.4326682553962083,0.5431851237079829,0.4557952593782623,0,0.5712795545272589,0.4592137155107545,0.5853353720901586,0,0,0.6743997266774853,0.7110356107642452,0,0.45815822621159263,0.5663514341858615,0.4346315593390228,0.5340144716243725,0.6445929442987491,0,0.5000601956486249,0,0.6800060025505354,0.647754875886473,0,0,0.6715417012496523,0.45825233444656244,0.7155514680827522,0.5184778208393959,0.5042460385851673,0.7209441153956734,0.31321142973879446,0.7176504586324538,0.6004545568838829,0.5563395562907281,0.5325361531703321,0,0.672898862561614,0.5702074442145304,0.45916934092310874,0.06654558052260107,0.6939380006959472,0.4194204889110311,0.6779474751623747,0.6597831817376881,0.49567744400225255,0.2784814607945482,0,0,0.5942277987206809,0.3793227772474745,0.5339619121902438,0,0.4677642077899635,0.4171525943387212,0.7749116802420957,0.43591947870055175,0.5018125591323509
RC-ABX_2,0,0.7013047048919475,0.5461344030892354,0.6331938444711431,0,0.6459281586546871,0.5998548965430908,0.7138030033236304,0.4747178421898612,0,0.6520208985398831,0.6688055225501305,0.7661131987716826,0,0,0.7402218627741431,0.7678034810873604,0,0.5614432931358165,0.750744023599841,0.6594637064702829,0.6426814057419145,0.7402338923430591,0,0.6311166612493011,0,0.629317301455417,0.6279708025860893,0,0,0.7445239464944636,0.6914941467309442,0.6815333344917908,0.6798156037334316,0.6729923398654996,0.7505053821272675,0.6286891227746887,0.755760474703045,0.6988317571641578,0.7687987783873929,0.7436503413735055,0,0.7102462957681841,0.48285040099275667,0.5911654997609602,0.29547386832443545,0.760573863504603,0.4402888739515731,0.6873488621571481,0.7334267973680841,0.5993949919183207,0.6109871291913385,0,0,0.596873154024583,0.7027725429513273,0.7321885620625846,0,0.6696564956291933,0.5186232259638602,0.7960828379627731,0.6434830341847892,0.6817845265188127
RC-ABX_3,0,0.6620695378342493,0.4921189758553817,0.5696501276157184,0,0.6014222612076363,0.5443181420860065,0.6692201822213653,0.36052374397591763,0,0.6130970880783538,0.5668194065482454,0.7452474408214571,0,0,0.6951615364599077,0.7336730238609533,0,0.48330644404928985,0.6935909946097915,0.652085241765888,0.5763321144301043,0.69477836035735,0,0.5707174326354808,0,0.5263272983245542,0.630883547892393,0,0,0.6492646615360714,0.5679543989769495,0.6236230757850102,0.6300325384477445,0.6708072805496554,0.7155454946788297,0.5753708689115212,0.727602264567048,0.4994898324006598,0.76918732151052,0.6773470405114527,0,0.6957835164825189,0.45881191165442237,0.5696234767988846,0.09344433472338402,0.7234321568146066,0.39388956842742084,0.683702625977037,0.7015642041525013,0.560686466942729,0.5878246925218632,0,0,0.5168813374150629,0.6170705644244995,0.7098645999558196,0,0.6200563977404366,0.41805161393948753,0.7665768640419935,0.49878469079920396,0.4354525323082058
RC-ABX_4,0,0.6607384193164226,0.41080710925276515,0.49951351879480477,0,0.6048295904107002,0.505190703891142,0.6174250928833223,0.15304037110228358,0,0.5661107120200339,0.43010353587180217,0.7096661995364888,0,0,0.6436107935921765,0.6925139786202948,0,0.32820708272530946,0.6250621230178045,0.619497733410111,0.5012152087660848,0.6575060238574391,0,0.5453615112390577,0,0.5229433019359535,0.6471975942016935,0,0,0.5301882602168381,0.40352146733932076,0.64528419451835,0.5737870121165846,0.6805849311776777,0.6856534514582043,0.606404320928973,0.6881757507036842,0.2791594488156403,0.7461535314446472,0.5852207408190374,0,0.6786487102501985,0.47036245921460645,0.578682109433127,0.0027639307658894694,0.6828043196234084,0.40538767609502185,0.6707827584049043,0.669757310347013,0.6253241062611382,0.5531579957566541,0,0,0.46448250146201203,0.5137175775822957,0.6736717114808399,0,0.6472733000153991,0.424418385810108,0.719234355584852,0.2659977145746657,0.17757236143589192
