,id,RC-ABX_-1.5,RC-ABX_1.5,RC-ABX_4.0,RC-ABX_6.0,RC-ABX_9.0,RC-ABX_12.5,WD-ABX_-1.5,WD-ABX_1.5,WD-ABX_4.0,WD-ABX_6.0,WD-ABX_9.0,WD-ABX_12.5
0,max_growth,3.241004039030435,3.254481036133656,3.2350740594384724,3.2051903979499774,3.1664540820707243,3.21316333114344,3.62640663239632,0.0,0.0,0.0,3.6181803937399435,0.0
1,carbon_uptake,211.0954681520903,206.46556315133415,189.4418776953458,159.60248713478435,202.79523160111407,206.66380116656734,211.47839949966146,2.9225539952896638,11.132352646777763,24.560688501322495,191.02126450928287,99.27789631010268
2,flux fitting objective,,,,,,,,,,,,
3,minimum probability objective,804.3384554889085,607.4658762872871,602.0676183532044,678.2096430885236,636.453162796014,494.1254506458849,431.890744512021,0.0,0.0,5.968596931513726,367.9585533409126,0.0
4,rxn02201_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,rxn00836_c1,-0.01853379394704328,-0.07495958943600817,-0.19457364052695522,0.0,0.0,-0.004874114977053479,0.0,0.0,0.0,0.0,0.0,0.0
6,rxn02209_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
7,rxn00423_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,rxn10298_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,rxn00364_c1,0.10290714826360606,0.41620607231913026,1.080351844371996,1.140436213144247,0.21085221970088006,0.04976974867660376,0.015498239202393417,0.0,0.0,0.0,0.01216657517619761,0.0
10,rxn05561_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,rxn03408_c1,0.00037834896480328726,0.001530225443653422,0.003972027296825058,0.004192933804384748,0.000775220384554341,0.00018298372084004494,0.0048620898958856955,0.0,0.0,0.0,0.003816884064003136,0.0
12,rxn02177_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,rxn05250_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,rxn00646_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
15,rxn05440_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,rxn00935_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
17,rxn01673_c1,0.0012060128224821959,0.0,0.0,0.0,0.0,0.0,,,,,,
18,rxn00247_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
19,rxn05625_c1,0.0,0.0,0.0,0.0,0.0,0.0,-0.23002715641662952,0.0,0.0,0.0,-0.46549473160913335,0.0
20,rxn02342_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,rxn01452_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
22,rxn00642_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
23,rxn00022_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,rxn10297_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,rxn05667_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
26,rxn02000_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,rxn03239_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
28,rxn02632_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,rxn05457_c1,0.0,-0.01943386285827767,0.0,0.0,0.0,-0.011516743495670853,0.0,0.0,0.0,0.0,-0.13600458124352136,0.0
30,rxn00107_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
31,rxn08934_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,rxn04070_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
33,rxn00199_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,rxn01358_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,rxn10231_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
36,rxn10270_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
37,rxn12637_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,rxn01219_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,rxn05958_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,rxn00800_c1,0.010078035070195073,0.040760427861775195,0.10580240497811655,0.11168666458371629,0.020649450505905834,0.004874114977053479,0.0,0.0,0.0,0.0,0.0,0.0
41,rxn08333_c1,0.0016774821523721493,0.006784545775535493,0.017610739076881807,0.018590170126645378,0.0034370871344159754,0.0008112931564208583,0.02155700102897798,0.0,0.0,0.0,0.0169228820233931,0.0
42,rxn01705_c1,0.0,0.0,0.0,-0.013365259065889545,-0.00247106721835014,-0.0005832729415642356,-0.015498239202393417,0.0,0.0,0.0,-0.01216657517619761,0.0
43,rxn09177_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,rxn00211_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,rxn00179_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,rxn01210_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,rxn00192_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,rxn01218_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,rxn00509_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
50,rxn02898_c1,0.0016774821523721493,0.006784545775535493,0.017610739076881807,0.018590170126645378,0.0034370871344159754,0.0008112931564208583,0.02155700102897798,0.0,0.0,0.0,0.0169228820233931,0.0
51,rxn05654_c1,2.526210322210224,0.0,0.3505672903364894,0.0,0.8355359717242047,0.0,0.08622800411591192,0.0,0.0,0.0,0.0676915280935724,0.0
52,rxn01199_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,rxn00545_c1,0.0,0.0,0.0,0.0,0.0,0.0,1.2952770214260036,0.0,0.0,0.0,0.0,0.0
54,rxn08807_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,rxn05614_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,rxn02316_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,rxn01057_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
58,rxn10344_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,rxn10336_c1,0.0028465513887612876,0.011512824844160009,0.02988399829203624,0.031546013480071376,0.005832458570083673,0.0013766987969657902,0.03658048530041968,0.0,0.0,0.0,0.028716760567266016,0.0
60,rxn02320_c1,0.0,0.0,0.0,0.0,0.0,0.0,-0.13069766478331865,0.0,0.0,0.0,-0.10260152415857364,0.0
61,rxn03384_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
62,rxn02504_c1,0.002516223228558226,0.01017681866330324,0.026416108615322717,0.02788525518996804,0.0051556307016239625,0.0012169397346312874,0.0,0.0,0.0,0.0,0.0,0.0
63,rxn04082_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,rxn04996_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
65,rxn00262_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
66,rxn03039_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,rxn10262_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,rxn10209_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
69,rxn00544_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,rxn08084_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
71,rxn10225_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,rxn05444_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,rxn05334_c1,0.0,0.0,0.0,0.1467104257441279,0.38982051529547745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,rxn10205_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
75,rxn05040_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,rxn00890_c1,0.0,0.0,0.0,-0.16346713581549793,-0.47496811231060865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,rxn03030_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0048620898958856955,0.0,0.0,0.0,0.003816884064003136,0.0
78,rxn01636_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2298861156250196,0.0
79,rxn05235_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,rxn02090_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
81,rxn05582_c1,0.0,-0.2760511097638003,0.7138101455685071,0.0,-1.0691934362194093,0.013596069624167859,0.0,0.0,0.0,0.0,0.08322533802731336,0.0
82,rxn08556_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,rxn01843_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
84,rxn00816_c1,0.04048333923395174,0.0,0.18548163415135877,0.4071355150079723,0.5145077775030709,0.019579258129884806,0.0,0.0,0.0,0.0,0.0,0.0
85,rxn02988_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,rxn04792_c1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
87,rxn01021_c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
