ASV,Fumarate,Succinate,Glycine,L-Proline,D-Fructose,L-Glutamate,L-Leucine,L-Arabinose,L-Methionine,Citrate,D-Glucose,Sucrose,L-Isoleucine,Dulcose,D-Serine,L-Aspartate,N-Acetyl-D-glucosamine,Galactose,L-Malate,Butyrate,2-Oxoglutarate,D-Ribose,L-Valine,CELB,L-Lysine,Ornithine,Propionate,Pyruvate,Acetate,Thyminose,L-Alanine,L-Asparagine,Decanoate,L-Histidine,Melibiose,L-Cysteine,Myristic acid,Niacin,Palmitate,L-Phenylalanine,Melitose,L-Threonine,L-Tyrosine,L-Inositol,5-Oxoproline,D-Allose,L-Fucose,L-Rhamnose,trans-4-Hydroxy-L-proline
Lactobacillus.3,0.0,0.0,0.0720098038073288,0.0,0.5184424544643047,0.0,-0.0749089483834889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3805209274253185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0712424549993414,0.0,-0.1138002087936731,0.0,-2.172810488451091,0.0,0.0,-0.0319776407014421,0.0,-0.0176672048074266,0.0,-0.0417848520370586,0.0,-0.0029139920200121,-0.0448163761734635,-0.0379844903359672,0.0,-0.0402812269609327,-0.023939062514063,-0.0703245201770846,0.0,-0.0440096329756512,0.0,0.0,0.0
Merdibacter.1,0.0,0.0,0.0,-0.1518398784635112,0.0,-1.2223296269858253,0.0,0.0,0.0,0.0,0.0,-0.3075829279612256,0.0,0.0,0.0,0.0,-7.270820623051709,0.0,0.0,-0.6290921131875692,0.0,0.0,0.0,0.0,0.0,-0.3360533320998276,0.0,-2.6097143422396085,-0.2417895134328773,0.0,0.0,-0.1398626870325472,0.0,0.0,0.0,0.0,0.0,-0.4918583224851016,0.4566987368015298,0.0933248848662561,0.0,-0.7916320035753961,0.0,0.0,-0.1953463151226761,0.0,0.0,0.0,1.3303764779880396
Nosocomiicoccus.1,0.0,0.0,0.0,0.0,0.0,-0.0703337796689091,-0.1358752005568957,0.0583984443384148,0.138578953935528,-0.0105712136850038,0.0,-0.1275596372573692,-0.1057519249617348,0.0,0.0,-0.1901947245643539,-0.0765558642619696,0.0,0.0,0.0,0.0,0.0,-0.1203328721913074,0.0,0.0,0.0,-0.1882483232240914,0.0,0.1882483232240914,0.0,0.0,-0.0580033285396182,0.0,-0.0889311605780105,0.0,-0.0302004065814515,0.0,-0.0052856068425015,-0.0406455719390718,0.0,0.0,-0.0979716788015697,-0.0434223813100456,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus.3,0.0,0.0,0.0,0.0,-0.927458239826924,8.58753593445414,0.0,0.0,0.0,0.0,0.0,-0.1643360542044143,1.146793031567839,0.0,0.0,-3.2811032927609403,-0.8252698672064627,0.0,0.0,-1.6985908422921918,-2.3066154932642853,0.0,0.0,0.0,-0.1860397181102713,0.0,-2.0068772316892667,0.0,0.0,0.0,0.0,-0.0835051411687432,0.0,-4.224963132384759,0.0,-0.0434783533709621,0.2504830186449171,-0.0076094830531019,0.0,-0.0991911897860762,0.0,-0.1051887966103506,-0.0625135172837829,0.0,0.0,0.0,0.0,0.0,0.0
Turicibacter.1,0.0,0.0,0.0,-0.0200989691680044,0.0,-0.1040152173141567,0.0,0.0,0.0,0.0,0.0,0.0,-0.0337539940226029,0.0,0.0,-0.1042731995047922,-0.225680761223981,0.3980953511859826,0.0,-0.0817767218820333,0.0,0.0,0.0,0.0,0.0,0.0241392199676796,-0.0158535137273317,0.0,0.0,0.0,0.0,-0.0185135542972458,0.0,0.0,0.0,-0.3059013174870795,0.0,-0.0016870647208757,-0.0129732900159796,0.0,0.0,-0.0233209413247074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactobacillus.1,0.0,0.0,-0.1308742404404891,-0.063206371496913,0.0,0.0,-0.1363842316269269,0.0,0.0,0.0,0.0,-0.0368440389270461,-0.1061481048039761,0.0,0.0,-1.3775394697226502,0.0,0.0,0.0,-0.0768276358309962,0.0,0.0,-0.1207836768299789,0.0,0.4464575377538273,0.0,0.0,0.0,-4.245200861369328,0.0,0.0,-0.0582206271803626,0.7033688627952926,-0.0321660923648412,0.0,0.0,0.0,0.0,0.0,-0.0691570985844087,0.0,-0.073338690591838,,0.0,0.0,0.0,0.0,0.0,0.0578135588794986
Muribaculum.1,0.257614492832417,0.0,0.0,-0.0652975974959419,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-0.0682163268901437,0.0,0.0,0.0,9.49472995362196,2.1354141421600343,0.0,0.0,0.0,0.0,0.0,-5.510256200241458,0.0,0.0,-0.0632814947136192,0.0,-4.595733703241088,0.0,0.0,-0.0711333731175599,0.0,-0.028074812449946,-2.1354141421600343,0.0,-0.0588619301048097,0.0,-0.0728185194412218,0.155748410431336,0.0,-0.2227036609479361,0.2611906501077349,0.0,0.0,0.0,0.0,0.0,0.0
Lactobacillus.4,0.0,0.0,-0.4030174519592709,0.0,0.0035400310781684,0.0,0.0,0.0,0.0,0.0,0.0,-0.0503459307293908,0.0,-1.0595935218037442,0.3112949008756054,5.780597765882275,-0.0291724084600208,0.0,-3.561540760433311,-0.0302095742240674,0.246741058015711,0.0,0.0,0.0,-0.0499600121742553,0.0,0.0,2.0834110549459703,0.0,0.0,0.0,-1.995017250483948,0.0,-0.9440874092851064,0.0,-0.0119196605637992,0.0,-0.002086152028,-0.0320844303621248,0.0,0.0,-0.028837677913241,-0.0181812574054217,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2784615896576867,0.0,0.0,0.0,0.0,0.0,0.0,-1.4752820912953362,0.0,0.0,0.0,0.0,0.0,0.0,3.612027736601176,0.0,0.0,0.0,-0.1208095212557491,-0.0772244408512928,0.0,0.7443599505826244,0.0,0.0,0.0,-0.055358286955166,0.0,-0.0305846889255061,0.0,-0.0288232212838744,0.0,0.4383034837721541,-0.0775841418591387,-0.0657570811898381,0.0,0.0,-0.0414422534940607,0.0,0.0,0.0,0.0,-0.0878869785735622,0.0
Alloiococcus.1,0.0,-0.0090090191556063,-0.0622995643325727,0.0,0.0,-0.1014537538157315,-0.0385986043818039,0.0,0.0,0.0,0.0,-0.1054422389524803,0.0,0.0,-0.0493711014354461,-0.0619648420948224,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0359586054971994,0.0214841288540229,-0.0133590221313945,0.0,3.20140916081086,0.0,0.0622995643325727,-0.016477234417704,0.0,-0.0091034444296707,2.1354141421600343,0.0,0.0,-0.0015015031926011,0.0,0.0,0.0692058694501448,0.0,-0.0123351672022038,-1.2039017468033535,0.0,-1.7438927681999867,0.0,0.2232952048907165,0.0
Lactobacillus.5,0.0,0.0,-0.0118583459699965,0.0,0.0,0.0,-0.0251527053533058,0.2958588939336261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.388875851509927,0.0,0.0,0.0,0.4366630258296433,0.0,0.0,0.0,-0.0239215810382348,-0.0149785423459711,-0.0091946065630765,0.0,0.0,0.0,0.0,-0.0107373577097838,0.0,-0.0059322418286098,0.0,-0.0060798113317875,0.0,-0.0009784516304519,-0.0145400491979061,-0.0127543199315112,0.0,-0.0135255113692304,-0.0080381876777663,0.0,0.0,-1.0480585628213896,0.0,0.0,0.0
Desulfovibrio.1,-0.6004154897218326,0.6122819361085018,0.0,0.0,0.0,-0.0635038831774267,0.0,0.0,0.0,-8.325163057617302e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0046464513739478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023325909188352,-0.0100854534419693,-0.008345579993731,-0.0039805115580278,0.0,0.0,0.0,-0.0001665032611523,0.0006548501473083,-0.0077597612957058,0.0,-0.0171010566623692,-0.006143468665551,0.0,0.0,0.0,0.0,0.0,0.0
Burkholderiales.1,0.0,0.0,0.3349034828078986,-0.1594489968399398,-0.0078890985858598,-0.233882312808823,0.0,0.0,0.0,0.0,0.0,0.0,-0.0123714603133119,0.0,0.0,0.0,-0.0068021900379437,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-0.0178362929244901,-0.000169638722705,0.0,0.2653486024213865,0.0,0.3679499030842919,-0.0102753749563604,0.0,-0.0040554694949715,0.0,0.0,0.0031341760709703,,0.0,-0.0079058871615456,0.0,-0.3719657308612777,-0.0061743383884116,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus.4,0.0,-0.3595693353937128,0.0,0.0,0.0,-8.029504067540483,-0.098484800802907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1363371847215548,-0.2865916791270659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0936643637473184,0.0,-0.0962398257305453,-0.2180566632889861,0.0,0.0,0.0,-0.0420418607201089,0.0,-0.1533039447414097,0.0,-0.021889800450345,0.0,-0.0038311033571453,-0.0589212901181851,-0.0499392268222288,0.0,-0.0529588079789217,-0.0314733266716837,0.0,0.0,0.0,0.0,0.0,0.0
Bacillus.4,0.3428009968894154,0.0,0.0,0.0,0.001554905631442,0.0,0.0187508286856841,0.0,0.0,0.0,0.0,0.0,0.0,-1.278423177041059,0.0,0.0,0.0002066700563866,0.0,1.43089321115741,-0.0170126059291582,0.1122168757156315,0.0,0.0,0.0,-0.022402342604823,0.0131109573487793,-0.0264856280503115,0.0,0.0,0.0,0.0,-0.0100554376276654,0.0,-0.0055554904020251,0.0,-0.0052355323798793,0.663755234921834,0.0796146988187919,-0.5080989254717537,-0.011944304364354,0.0,-0.0263869157705877,-0.007527689494744,0.0,0.0,0.0,0.0,0.0,0.0
Enterococcus.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akkermansia.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eubacterium.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alistipes.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bifidobacterium.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruminococcus.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetivibrio.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eubacterium.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alistipes.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blautia.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscillibacter.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murimonas.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscillibacter.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lachnospiraceae.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactococcus.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraclostridium.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacteroides.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrobacterium.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stenotrophomonas.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
