ASV,cpd35610,cpd01242,cpd01293,cpd00035,cpd01055,cpd00224,cpd00132,cpd00041,cpd00158,cpd00526,cpd00137,cpd00084,cpd01107,cpd02733,cpd01741,cpd01171,cpd00082,cpd00751,cpd00106,cpd00108,cpd00027,cpd00023,cpd00033,cpd01113,cpd00119,cpd00359,cpd00322,cpd00107,cpd01122,cpd02475,cpd00039,cpd00130,cpd03198,cpd00060,cpd03847,cpd00122,cpd00218,cpd03846,cpd00064,cpd00214,cpd00066,cpd07053,cpd00129,cpd00020,cpd00382,cpd00396,cpd00105,cpd00550,cpd00036,cpd00076,cpd00161,cpd00069,cpd04945,cpd00597,cpd00156,cpd00024,cpd00536,cpd00392,cpd00121,cpd00851,cpd00029,cpd00211,cpd00141
Name,3alpha-hydroxy-7-oxo-5beta-cholan-24-oate,Thyminose,5-Oxoproline,L-Alanine,D-Allose,L-Arabinose,L-Asparagine,L-Aspartate,CELB,Cholate,Citrate,L-Cysteine,Decanoate,Deoxycholate,ddca,Dulcose,D-Fructose,L-Fucose,Fumarate,Galactose,D-Glucose,L-Glutamate,Glycine,Hexanoate,L-Histidine,indol,L-Isoleucine,L-Leucine,Linoleate,Lithocholate,L-Lysine,L-Malate,Melibiose,L-Methionine,Myristic acid,N-Acetyl-D-glucosamine,Niacin,octanoate,Ornithine,Palmitate,L-Phenylalanine,Picolinic acid,L-Proline,Pyruvate,Melitose,L-Rhamnose,D-Ribose,D-Serine,Succinate,Sucrose,L-Threonine,L-Tyrosine,Ursodiol,Valerate,L-Valine,2-Oxoglutarate,Oleate,Phycite,L-Inositol,trans-4-Hydroxy-L-proline,Acetate,Butyrate,Propionate
Helicobacter.1,,0.6918225918225924,0.627818217588039,0.7122311827956995,0.7042629956564387,0.7232876712328775,0.7089915908464299,0.734510947853645,0.7233354582802102,,0.6749662618083676,0.688006837606838,0.6038888888888895,,,0.723084006233178,0.7242188594647616,0.7010936132983383,0.7353982618688505,0.7236583998879086,0.7303027065527071,0.6770046929198129,0.7268468075833521,,0.6539544009201007,,0.674358974358975,0.6326939555731335,,,0.6434581646423758,0.7309064644275919,0.7187144837144842,0.7185575132502513,0.5917430583233698,0.7277968772382185,0.6833298494983282,0.6000963948332376,0.6502953416565987,0.583307034845497,0.655671390013496,,0.6790233883257143,0.7305507806904461,0.7185091775255715,0.7189729841204378,0.7243625356125362,0.6923522555875502,0.732449903038139,0.725679662802951,0.6821986836692724,0.659833465503569,,,0.6471053685897442,0.6540471953068359,,,0.7178814279643014,0.6855508446059632,0.5485621551444344,0.6170215486923722,0.6977958316193615
Corynebacterium.1,,0.7408095238095239,0.6730269266480965,0.7414505283381366,0.7238505747126438,0.727360308285164,0.7565217391304347,0.7561046511627908,0.7595167652859961,,0.7427599611273082,0.7105842911877395,0.6227077977720652,,,0.7525529865125241,0.7722718253968256,0.7241379310344829,0.7705128205128206,0.7514619883040934,0.7725870646766172,0.7108381502890174,0.7374019607843139,,0.6795623836126629,,0.6866210045662102,0.6205364995602464,,,0.6555096418732784,0.7641865079365082,0.7603801169590644,0.7158021133525457,0.6374015748031496,0.765290068829892,0.7250946969696972,0.5402380952380955,0.7267735665694851,0.6382017543859648,0.6663896583564174,,0.7354411764705885,0.7559980334316618,0.7633040935672514,0.7165719696969698,0.7684577114427863,0.6980787704130645,0.773582089552239,0.7699802176063304,0.7322222222222223,0.6930939226519338,,,0.6305336832895888,0.6804549675023212,,,0.7474470134874761,0.7340000000000001,0.630246913580247,0.63368700265252,0.7198662846227316
Bilophila.1,0,0.8892720306513414,0.8910818713450297,0.8936531007751943,0.8741811175337193,0.8841904761904766,0.8918347742555239,0.9048850574712648,0.8990224828934511,0,0.8981104651162796,0.8809313725490202,0.8775427995971807,0,0,0.889275362318841,0.8969208211143699,0.8875000000000004,0.8997142857142861,0.8845204178537516,0.9048875855327473,0.9054421768707488,0.9107212475633533,0,0.8759149357072211,0,0.88052380952381,0.8630414312617708,0,0,0.8527700831024938,0.888309178743962,0.8852857142857147,0.9044739429695189,0.8634441087613297,0.8937560038424597,0.8305633802816906,0.8819900497512442,0.8997504990019967,0.8492492492492498,0.8517720306513415,0,0.9106060606060612,0.9004373177842572,0.8820916905444129,0.8813333333333337,0.8870317002881848,0.8796135265700489,0.9050194931773884,0.8939882697947218,0.8953294001966574,0.874760536398468,0,0,0.8703109815354719,0.8963126843657823,0,0,0.886723973256925,0.8680193236714981,0.8931773879142306,0.8781279847182432,0.875516224188791
Coprococcus.1,0,0.6214084507042259,0.6087323943661979,0.6306590257879662,0.6180635838150296,0.6207736389684819,0.6136619718309865,0.6260683760683768,0.6294202898550731,0,0.6188034188034194,0.6220760233918134,0.6101492537313438,0,0,0.6196327683615825,0.6279239766081877,0.6249299719887962,0.6288793103448281,0.6271306818181825,0.6303519061583585,0.6087743732590536,0.617837078651686,0,0.6087392550143271,0,0.59811320754717,0.6231321839080465,0,0,0.601226993865031,0.6220797720797726,0.6317391304347832,0.5909375,0.6067692307692311,0.6302631578947374,0.6094444444444449,0.6121987951807234,0.6122126436781614,0.595611285266458,0.5943804034582139,0,0.6148148148148154,0.6257225433526018,0.6269886363636371,0.6178977272727277,0.629505813953489,0.625428571428572,0.5954407294832831,0.6308479532163749,0.6116901408450709,0.5951923076923082,0,0,0.5950310559006214,0.6043296089385481,0,0,0.6206552706552712,0.6001510574018131,0.6262247838616721,0.6043076923076927,0.5963722397476342
Erysipelotrichaceae.1,0,0.6101562500000008,0.6210610932475893,0.6417207792207801,0.6296474358974367,0.6250798722044737,0.6396440129449846,0.6416938110749195,0.64742765273312,0,0.6080906148867322,0.6331683168316842,0.5803519061583584,0,0,0.6543973941368089,0.6669934640522888,0.6238019169329082,0.6552459016393452,0.616401273885351,0.664686468646866,0.6180511182108634,0.6270627062706279,0,0.608064516129033,0,0.5996969696969706,0.6036507936507944,0,0,0.6358730158730168,0.6172025723472676,0.623892405063292,0.5940993788819884,0.6095161290322588,0.677887788778879,0.5874213836477995,0.5786350148367959,0.6275080906148875,0.5998422712933761,0.5862745098039223,0,0.6320388349514573,0.6503300330033013,0.6409523809523819,0.6238019169329082,0.6226688102893898,0.6241830065359486,0.6513157894736853,0.6750000000000014,0.6170454545454552,0.5878048780487813,0,0,0.6185937500000007,0.5849683544303803,0,0,0.6259554140127397,0.6392628205128215,0.6183774834437095,0.5962264150943403,0.6130158730158738
Clostridium.1,0,0.7411350356199481,0.6956668895203081,0.7400898732145731,0.7311655808040686,0.7443074003795074,0.7320123642704294,0.7436964700232137,0.7389384020821836,0,0.7420237522067091,0.7401612903225812,0.7107845479888498,0,0,0.7371560721062628,0.739111907606532,0.730318646734855,0.7436964700232137,0.7456424008202549,0.7414217443249709,0.7342952053149772,0.7370571451216619,0,0.6870286832921954,0,0.6803660838873843,0.7113059061866921,0,0,0.7000411454904549,0.739738253421917,0.742455903384714,0.6877596689748356,0.7112459677419364,0.7400472069236828,0.687011671259524,0.7104698631233498,0.7203424930306657,0.705105505699734,0.7116574240412407,0,0.7295712134421819,0.7409725565719796,0.7450948996328993,0.741225648710467,0.7399880525686984,0.7402710628517086,0.7447952698897923,0.738237608182534,0.7274271091811422,0.7152711050102956,0,0,0.7013336667500213,0.7010329353992045,0,0,0.7237096774193554,0.7017490306080365,0.7353604141776192,0.7056326903890928,0.6835492227979278
Kandleria.1,0,0.6852601156069371,0.605984042553192,0.6291553133514992,0.6725574712643685,0.7403323262839886,0.7147058823529419,0.8281847133757969,0.8859237536656899,0,0.6571629213483152,0.6200534759358294,0.5667910447761199,0,0,0.6252066115702485,0.9170769230769238,0.6515580736543916,0.7484662576687123,0.618766756032172,0.9165634674922608,0.6811403508771936,0.6442148760330584,0,0.6127118644067803,0,0.6056300268096521,0.5872422680412376,0,0,0.5827176781002643,0.7415384615384623,0.6986842105263165,0.6262362637362643,0.5666666666666671,0.8752976190476198,0.6117414248021114,0.601724137931035,0.6111260053619308,0.5658163265306128,0.5796587926509191,0,0.6105333333333339,0.6372252747252753,0.7939393939393946,0.5975515463917531,0.8200964630225088,0.6432584269662928,0.5769329896907222,0.9164596273291933,0.6469187675070034,0.5913612565445031,0,0,0.5970666666666672,0.6529829545454551,0,0,0.7422955974842774,0.6201897018970195,0.6020779220779225,0.5763227513227518,0.6191576086956527
Finegoldia.1,0,0.6057522123893817,0.6140762463343121,0.6083579154375626,0.6085305719921115,0.6119188921859557,0.6146017699115056,0.6130670611439855,0.6039156626506037,0,0.6194690265486738,0.6066666666666678,0.5952112676056351,0,0,0.6114161849710996,0.6072355289421171,0.6024224806201561,0.6119543650793662,0.6001474926253698,0.609197154471546,0.6149253731343296,0.614215686274511,0,0.614136904761906,0,0.5907831900668588,0.5930717054263576,0,0,0.5908554572271394,0.6204204204204218,0.600195503421311,0.6138888888888901,0.6072612085769993,0.6065763052208849,0.5969014084507055,0.6054605887939235,0.6113432835820906,0.6164201183431963,0.5783968719452601,0,0.6090236686390544,0.6209566074950703,0.6011730205278604,0.5967339097022105,0.6128855721393046,0.6219630709426643,0.617209072978305,0.6039039039039051,0.6140838206627693,0.5973634651600764,0,0,0.5845749761222552,0.6153846153846165,0,0,0.6052450980392169,0.5999519692603278,0.6175568743818013,0.6057004830917885,0.5981695568400782
Bifidobacterium.1,,0.6526721014492755,0.6314505693581782,0.6399909420289855,0.6161353241861716,0.6610855094726065,0.643676603432701,0.6544070202606791,0.6541329739442948,,0.6455893832943016,0.625342558675892,0.6247064137308038,,,0.6538579067990835,0.6627756892230581,0.6477348777348779,0.650793650793651,0.6643172919034991,0.658138173302108,0.6425824175824179,0.6449210662525882,,0.6256731662024143,,0.6286600810536981,0.6285841609371021,,,0.6237467018469657,0.6591515851623672,0.6611823093353438,0.6435566679501992,0.6140056022408962,0.6635733538698501,0.6262506688068487,0.6291488257428312,0.6377279286370198,0.6055299539170504,0.6360142984807865,,0.646542104580252,0.6497670807453417,0.6622502826988318,0.6097426714418357,0.6595944037992557,0.6411020776874436,0.6468794602309592,0.6613553113553118,0.6420077220077222,0.6471907281431093,,,0.6285211710013823,0.6402702702702704,,,0.6490966576332431,0.6336606340649468,0.6466718567536007,0.6334745218842255,0.6365887910123836
