Sample,cpd35610,cpd01242,cpd01293,cpd00035,cpd01055,cpd00224,cpd00132,cpd00041,cpd00158,cpd00526,cpd00137,cpd00084,cpd01107,cpd02733,cpd01741,cpd01171,cpd00082,cpd00751,cpd00106,cpd00108,cpd00027,cpd00023,cpd00033,cpd01113,cpd00119,cpd00359,cpd00322,cpd00107,cpd01122,cpd02475,cpd00039,cpd00130,cpd03198,cpd00060,cpd03847,cpd00122,cpd00218,cpd03846,cpd00064,cpd00214,cpd00066,cpd07053,cpd00129,cpd00020,cpd00382,cpd00396,cpd00105,cpd00550,cpd00036,cpd00076,cpd00161,cpd00069,cpd04945,cpd00597,cpd00156,cpd00024,cpd00536,cpd00392,cpd00121,cpd00851,cpd00029,cpd00211,cpd00141
Name,3alpha-hydroxy-7-oxo-5beta-cholan-24-oate,Thyminose,5-Oxoproline,L-Alanine,D-Allose,L-Arabinose,L-Asparagine,L-Aspartate,CELB,Cholate,Citrate,L-Cysteine,Decanoate,Deoxycholate,ddca,Dulcose,D-Fructose,L-Fucose,Fumarate,Galactose,D-Glucose,L-Glutamate,Glycine,Hexanoate,L-Histidine,indol,L-Isoleucine,L-Leucine,Linoleate,Lithocholate,L-Lysine,L-Malate,Melibiose,L-Methionine,Myristic acid,N-Acetyl-D-glucosamine,Niacin,octanoate,Ornithine,Palmitate,L-Phenylalanine,Picolinic acid,L-Proline,Pyruvate,Melitose,L-Rhamnose,D-Ribose,D-Serine,Succinate,Sucrose,L-Threonine,L-Tyrosine,Ursodiol,Valerate,L-Valine,2-Oxoglutarate,Oleate,Phycite,L-Inositol,trans-4-Hydroxy-L-proline,Acetate,Butyrate,Propionate
RC-ABX_-13,0.0,0.7680305710688733,2.2550743081317745e-19,0.3701177574404063,0.0,0.6231859591920513,1.167541885781071,1.3749824964945703,2.723063226216786,0.0,0.6122187632339322,0.24188966722834865,0.05745041222814966,0.0,0.10375469650942666,0.5299413403445135,1.77015655019245,0.30407696012382374,1.2779506701016015,0.5624185484079167,1.8970343277742814,0.6680863010458005,0.3182006727615346,0.0,0.023300425645497266,0.0,0.006909385149618101,0.0,0.0,0.0,0.0,1.2836206689949228,2.401617753136244,0.005715104153541031,0.1404873353764622,1.1158246306551587,0.0,0.0,0.535514674188961,0.14614634044473013,0.0,0.0,0.5026415789492874,0.629116274479069,2.4819445916621836,0.3702976502605587,1.1134116155184204,0.2832077348085243,0.8756256530476072,1.994936416952637,0.4999148070559462,0.004956753527968553,0.0,0.0,0.0,0.8295011720796356,0.0,0.0,0.0,0.0,0.16902571564419097,0.0,0.0
RC-ABX_-3,0.0,0.8337464961478496,4.074661021880576e-20,0.42549999487942114,0.0,0.6835710787802423,1.0409331533363766,1.2298654934458582,2.273554560703788,0.0,0.644364034887581,0.32807631543570975,0.014027557017428737,0.0,0.025400649370107806,0.1365342661148792,1.54977282531682,0.07301031617227366,1.160591987178371,0.9094170990960133,1.7119143725838621,0.34974641619448216,0.2658281542201422,0.0,0.03601366897029738,0.0,0.00479074249483471,0.0,0.0,0.0,0.0,1.1515730577135026,2.1223857429010398,0.003962666972225266,0.03777938785377643,1.278517107845287,0.0,0.0,0.3015324375666622,0.08464852484914198,0.0,0.0,0.2710921223905317,0.5779667635907899,2.815518225309306,0.43125998270197863,1.1189009715294143,0.2820034177531022,0.8131143938239311,1.8138688526622972,0.16667051713426842,0.0034368513621177055,0.0,0.0,0.0,0.4323809860364372,0.0,0.0,0.0,0.0,0.1851839671888176,0.0,0.0
RC-ABX_0,0.0,1.0448512672064008,0.0,0.5154317170250492,0.0,1.0496088559065437,0.7402749066265213,0.8623231297023086,2.3885090738174064,0.0,0.5816803306812663,0.5474700943737487,0.01600542410838276,0.0,0.018684117837423336,0.10641826871582094,1.5122775234525976,0.001432540047200851,0.7631624586287769,0.5504851654987333,1.5450210225206717,0.5387831109585524,0.06863490558887518,0.0,0.00220370078342999,0.0,0.014692187883493316,0.0,0.0,0.0,0.0,0.775421140474451,1.722434843359852,0.016582280407349777,0.02917900862756871,1.6319229374387205,0.0,0.013023293191986435,0.02900480012847026,0.031959044129123454,0.0,0.0,0.22939948219293377,0.6108546732388874,3.057714250715853,0.23202331779689267,1.2545141373305309,0.48153270030606465,0.4857621518710578,0.7441368515057819,0.06668344633913871,0.0007996798224572459,0.0,0.0,0.0,0.6504446587719583,0.0,0.0,0.0,0.0,0.053416540240695316,0.0,0.013862212064721706
RC-ABX_1,0.0,0.9441902721205098,0.0,0.4838469250629786,0.0,0.9486743655409156,0.6651149946958466,0.7857621091751525,2.1644500086822918,0.0,0.6639678431621555,0.5390344109797939,0.012108392715122155,0.0,0.013728979916578303,0.06462092788780936,1.357019618941147,0.00037220838806019206,0.6576119545381712,0.3797651378032951,1.3759360381876096,0.5220134654583892,0.08976948628772814,0.0,0.0017159885098590733,0.0,0.005782098542272773,0.0,0.0,0.0,0.0,0.7498568513210212,1.4665226246873808,0.006369904021108052,0.0189103150496623,1.4534535746383177,0.0,0.00795709317575934,0.018970275844128123,0.023439372360281294,0.0,0.0,0.21894861956940406,0.6032405994085774,2.577002823955944,0.16878446193634483,1.1713826042580902,0.47955592638397815,0.43367088849761076,0.4790850589987337,0.03858193277315501,0.0006578311989524163,0.0,0.0,0.0,0.6290283379792131,0.0,0.0,0.0,0.0,0.060730597572420615,0.0,0.004967148960481965
RC-ABX_11,0.0,0.7090556258506107,5.387805822659293e-18,0.5453575528220488,0.0,0.666025610786897,0.8309438880857477,0.9867536787432676,2.4339547212379866,0.0,1.0443234389156602,0.3860215678423891,0.06461887820129764,0.0,0.11587248065455472,0.4740232382574949,1.250072296705337,0.23387510663711975,1.0231266458679564,0.6753620139452353,1.65906176895762,0.7512822699995574,0.3587766840214744,0.0,0.04425177300079381,0.0,0.025432864517392777,0.0,0.0,0.0,0.0,1.024143749741177,2.3339730759565156,0.02103681680675041,0.17585713257322388,1.4240173200645172,0.0,0.0,0.2779675137322697,0.20145461471682874,0.0,0.0,0.37963489311146437,0.6293951052598216,2.344870034829948,0.4499713017535824,1.2404791488023441,0.35375136610716135,0.7523514875675498,1.5914315587354937,0.5746829181191628,0.01824539205632512,0.0,0.0,0.0,0.9224430304677623,0.0,0.0,0.0,0.0,0.17314740806874554,0.0,0.0
RC-ABX_13,0.0,1.1796066770224283,1.9386498101660228e-18,0.6689317879395564,0.0,1.2442818711069334,0.8917002371385873,1.2008420640994069,3.8431518421817525,0.0,1.3977163602368083,0.4553043858622056,0.18246373736625793,0.0,0.3284744483861244,1.4059576317461762,2.090984971936055,0.6151645135769017,1.1324735023896817,1.1224122417464188,2.187510006250233,0.8801421444723728,0.5311385683535023,0.0,0.015198241724000975,0.0,0.00873490024144725,0.0,0.0,0.0,0.0,1.180976100351011,3.111655936564185,0.007225080606980056,0.43020591407033776,2.1587786050034805,0.0,0.0,0.28328941622359116,0.44695342529231313,0.0,0.0,0.39587039035011357,0.8464075588874901,4.538334948881847,1.106729030894251,1.8176148062928534,0.8397015226621107,0.7474657928944651,3.4228618081481788,1.0919163137526113,0.006266367650765588,0.0,0.0,0.0,1.1355087693341614,0.0,0.0,0.0,0.0,0.33096696877768983,0.0,0.0
RC-ABX_2,0.0,1.1518584413033348,0.0,0.7168363031190533,0.0,1.210189817623095,1.2390499289596313,1.5414221457739932,3.2108845710189735,0.0,1.6232854951545082,0.7318022777480131,0.082859531767461,0.0,0.09243818054862883,0.2946794207084715,2.2114553861055706,0.00017275325405190892,0.8981915046964324,1.241228617367849,2.234447460459545,0.6561359979325022,0.40500423137773134,0.0,0.0018322674598884267,0.0,0.0019131844725434146,0.0,0.0,0.0,0.0,1.5395597975239788,2.4110330177543338,0.0019031708990535248,0.10550194913810645,2.1795824433571447,0.0,0.04121324668884628,0.09991806072178402,0.11095596824566199,0.0,0.0,0.23130598807208086,0.9851254010894693,4.225770606008565,0.5783510832067508,1.9465711953809004,0.5729097576453656,0.6079551205222593,0.9470765846241134,0.1792071517152659,0.0006673592774829727,0.0,0.0,0.0,0.8083090637835327,0.0,0.0,0.0,0.0,0.22405034718726993,0.0,0.001003542361886311
RC-ABX_3,0.0,1.632984642171716,0.0,1.183088660083171,0.0,1.8574716831346347,1.7607005820876096,2.3102086954746133,4.490724795843172,0.0,2.7709191346951694,1.0515624307410099,0.08968268100638022,0.0,0.10015978291782061,0.2854257026837191,2.9069732199565474,5.2809879917594654e-05,1.6078663848263897,2.4041892506044635,2.9187010246417606,0.4515334529636325,0.823329148948316,0.0,0.00022554062802041064,0.0,0.00022674749682129977,0.0,0.0,0.0,0.0,2.291618282953515,4.165757239146457,0.00021924032699570652,0.1124711602595595,2.8629699591501527,0.0,0.04025708708794601,0.10425773256823587,0.2752923685565095,0.0,0.0,0.13761014583837047,1.4309232170117239,6.113046232732298,1.2791903440523755,2.5577700917109554,1.0618656456271156,1.2144089303343248,2.8461010648647336,0.17628876179148603,9.299236852698221e-05,0.0,0.0,0.0,0.5649972070721038,0.0,0.0,0.0,0.0,0.5160446581699115,0.0,9.915900180480827e-05
RC-ABX_4,0.0,2.2498339291445637,0.0,1.4656195247532948,0.0,2.367093991753526,1.8247421325165523,2.4572370858866046,5.016274161500482,0.0,3.202838659988727,1.3088921302245429,0.01157416187718782,0.0,0.01410226077521659,0.06681936626660864,2.987297623810398,0.010073895952850737,2.3322240438490285,2.973575438112493,2.9873821901230637,0.045457345813365024,1.0084536171848897,0.0,1.582208418586465e-05,0.0,1.890593200499906e-05,0.0,0.0,0.0,0.0,2.4542754284482307,5.1897381721227855,1.8839361008707724e-05,0.016697852542596307,3.2426661011539752,0.0,0.007775523047890636,0.01735468931942938,0.36554479365603393,0.0,0.0,0.016902034291286894,1.6075951154367492,7.209653760176392,1.6528571397475016,2.6573261497805873,1.5454712641418216,1.874632199663815,4.77740241835145,0.04235749393004976,6.523583340132016e-06,0.0,0.0,0.0,0.05794867110177388,0.0,0.0,0.0,0.0,0.7480674238021185,0.0,1.001826158365015e-05
