ASV,Fumarate.1,Succinate.1,Glycine.1,L-Proline.1,D-Fructose.1,L-Glutamate.1,L-Leucine.1,L-Arabinose.1,L-Methionine.1,Citrate.1,D-Glucose.1,Sucrose.1,L-Isoleucine.1,Dulcose.1,D-Serine.1,L-Aspartate.1,N-Acetyl-D-glucosamine.1,Galactose.1,L-Malate.1,Butyrate.1,2-Oxoglutarate.1,D-Ribose.1,L-Valine.1,CELB.1,L-Lysine.1,Ornithine.1,Propionate.1,Pyruvate.1,Acetate.1,Thyminose.1,L-Alanine.1,L-Asparagine.1,Decanoate.1,L-Histidine.1,Melibiose.1,L-Cysteine.1,Myristic acid.1,Niacin.1,Palmitate.1,L-Phenylalanine.1,Melitose.1,L-Threonine.1,L-Tyrosine.1,L-Inositol.1,5-Oxoproline.1,D-Allose.1,L-Fucose.1,L-Rhamnose.1,trans-4-Hydroxy-L-proline.1
Lactobacillus.3,0.0,0.0,0.5151803811969313,0.0,1.0179053415797037,0.0,-0.3017124163335835,0.0,0.0,0.0,0.0,-0.8140346090323444,0.0,0.0,0.0,0.0,-0.4792687209352441,0.0,0.0,0.0,0.0,0.0,0.0,-1.1162184839223672,-0.2810764255937865,0.0,0.0,0.0,0.0,0.0,0.0,0.0633572016364205,0.0,-0.0711585887579206,0.0,0.0,-0.1805079024389415,-1.1550393507795034,0.0,-0.1529909658295294,0.0,0.0,-0.102288262590734,0.0,0.0,-0.4398878962720011,0.0,0.0,0.0
Merdibacter.1,0.0025118117839863,0.0,0.0,-0.0582328789145262,0.0,-1.334640481356708,0.0,0.0,0.0,0.0,0.0,-0.1179626826719688,0.0,0.0,0.0,0.0,-0.3797993103594838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0699387248031968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.465751666203774,0.0699502450598844,0.0,0.0,0.1620831839629412,-0.0401554966560727,0.0,0.0,0.0,0.0,0.0,1.0618745178148004
Nosocomiicoccus.1,0.0,0.0,0.0,0.0,0.0,3.1105769213800123,-0.1086386804073804,0.0607894878415951,0.0,-0.0063391408090086,0.0,-0.1019899923465571,-0.0845536899397064,-0.4296855719194346,0.0,0.0806478498499649,-0.0612100518474254,0.0,0.0,0.0,0.0,0.0,-0.096211850219272,0.0,0.0,0.0,-0.0375999743807281,0.0,0.0375999743807281,0.0,0.0,-0.0463764178154147,0.0,-3.4518838591635586,0.0,0.0,0.0,-0.0042260938726696,-0.0649961329479696,0.0,0.0,-0.0584189130492517,-0.0347182575358491,0.0,0.0,0.0,0.0,0.0,0.0
Staphylococcus.3,0.0,0.0,0.0,0.0,0.0,6.662804903529102,0.4997644928400676,2.525031504855107,0.0,0.0,1.2876935278657466,-0.1835038388660009,0.0,0.0,0.0,0.564610606932034,1.694530241665575,0.0,0.0,0.0,-0.4478165001431249,0.0,0.0,-0.0080825248880078,-0.1820972199927172,-0.3114593189153599,-0.2252496419787408,0.0,0.0,0.0,0.2252496419787408,0.0,0.0,-9.484514376932504,0.0,0.0,0.0,-0.0076037308288752,0.0,-0.0991162083504663,0.0,0.0,-0.0624662615418055,0.0,0.0,0.0,0.0,0.0,0.0
Turicibacter.1,0.0,0.0,0.0,-0.0076861445053688,0.0,-0.1365651891809032,0.0,0.0,0.0,0.0,0.0,-0.0585622491016919,-0.0129080289403141,0.0,0.0,-0.0152529301460238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092311964542852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036862470570033,0.0,-0.0117818779336214,-0.0099223578024702,0.0,0.0,0.0,-0.0053001149133714,0.0,0.0,0.0,0.0,0.0,0.0
Lactobacillus.1,0.0,0.0,0.0,-0.0571791302986429,0.0,0.0,-0.1233788867512701,0.0,0.0,0.0,0.0,-0.1158280979509571,0.0,0.0,0.0,-1.0476186855628402,-0.2732449894058087,0.0,0.0,0.0,0.0845314475200928,0.1908428699260526,0.0,0.0,0.0,0.0023997472878051,0.0,0.0,-0.768285601182032,0.0,0.0,0.2338061788219926,0.1101895896594918,-0.0290987940451108,0.0,0.0,0.0,-0.1105292260731537,0.0215100751282624,-0.0625624071969884,0.0,0.0,,0.0,0.0295721378144785,0.0,0.0,0.0,0.0
Muribaculum.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus.4,0.0,0.0,-0.0671636565717755,0.0,0.9681747318910184,0.0,0.0,0.0,0.0,0.0,0.0,-0.0192425101600294,0.0,-0.9453569330681943,0.2252909921823133,1.9527784640108328,0.2363889133681362,0.4343400052416382,-1.4565829049685286,0.0,0.0,0.0,0.0,-0.0468245282222501,-0.0190950098236456,0.0,0.619703149952141,0.1064428969815707,0.0,0.0,0.0,0.0,0.0,-1.0453772772646637,0.0,0.0,0.0,-0.000797339546863,-0.0122628575592411,0.0,0.0,0.0,-0.0069489832698971,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium.7,0.0,0.0,1.9686078495879804,0.0,0.0,0.0,1.0384412917296844,0.0,0.2325409882439844,0.0,0.0,0.0,0.0,-0.4778026165919224,0.0,0.0,0.0,0.0,-0.0062775821984871,0.0,0.0,0.0,0.0,0.0,-0.0601352305779923,-0.0384399301361193,0.0,0.0,0.0,0.0090468997467967,0.0,0.0,0.0,-0.0152241090070866,0.0,0.0,-0.0279153986401919,0.0,-0.0107035794949685,-0.0327318343652363,0.0,0.0,-0.0206286677046024,0.0,0.0,0.0,0.0,0.0,0.0
Alloiococcus.1,-0.0025118117839863,-0.0025118117839863,-0.0563758092901204,-0.0149623268679244,0.0,0.0,-0.0322851226055978,0.0,0.0,0.0,0.0,-0.3544133657170409,0.0,0.0,-0.0301216692736671,-0.1636537421910372,-0.0181903353499761,0.0,0.0,0.0,,0.0,0.0,-0.6041806131682692,-0.0300769420500262,0.017970021072927,0.0,0.162443786218533,3.373176690123932,0.0,0.458030680403769,-0.01378209243305,0.0,-0.0076144157088674,0.2751646200097313,0.0,0.0,-0.0012559058919932,-0.0192631493219841,0.0,0.0269256865744033,0.0,-0.0103175332855153,0.0,0.0,0.0,0.0,0.3902486806249863,0.0
