Sample,cpd35610,cpd01242,cpd01293,cpd00035,cpd01055,cpd00224,cpd00132,cpd00041,cpd00158,cpd00526,cpd00137,cpd00084,cpd01107,cpd02733,cpd01741,cpd01171,cpd00082,cpd00751,cpd00106,cpd00108,cpd00027,cpd00023,cpd00033,cpd01113,cpd00119,cpd00359,cpd00322,cpd00107,cpd01122,cpd02475,cpd00039,cpd00130,cpd03198,cpd00060,cpd03847,cpd00122,cpd00218,cpd03846,cpd00064,cpd00214,cpd00066,cpd07053,cpd00129,cpd00020,cpd00382,cpd00396,cpd00105,cpd00550,cpd00036,cpd00076,cpd00161,cpd00069,cpd04945,cpd00597,cpd00156,cpd00024,cpd00536,cpd00392,cpd00121,cpd00851,cpd00029,cpd00211,cpd00141
Name,3alpha-hydroxy-7-oxo-5beta-cholan-24-oate,Thyminose,5-Oxoproline,L-Alanine,D-Allose,L-Arabinose,L-Asparagine,L-Aspartate,CELB,Cholate,Citrate,L-Cysteine,Decanoate,Deoxycholate,ddca,Dulcose,D-Fructose,L-Fucose,Fumarate,Galactose,D-Glucose,L-Glutamate,Glycine,Hexanoate,L-Histidine,indol,L-Isoleucine,L-Leucine,Linoleate,Lithocholate,L-Lysine,L-Malate,Melibiose,L-Methionine,Myristic acid,N-Acetyl-D-glucosamine,Niacin,octanoate,Ornithine,Palmitate,L-Phenylalanine,Picolinic acid,L-Proline,Pyruvate,Melitose,L-Rhamnose,D-Ribose,D-Serine,Succinate,Sucrose,L-Threonine,L-Tyrosine,Ursodiol,Valerate,L-Valine,2-Oxoglutarate,Oleate,Phycite,L-Inositol,trans-4-Hydroxy-L-proline,Acetate,Butyrate,Propionate
RC-ABX_-13,0.0,0.6438070741691145,0.0,0.258768055163523,0.0,0.5325502818664422,0.8787219392386599,1.055446513853653,2.435172678320888,0.0,0.537334726136592,0.17389645804677506,0.017480335595039368,0.0,0.057070289901008896,0.48794874567637425,1.5133083649546524,0.2576566052566073,0.9566508857825564,0.4850697711303319,1.6276454154675724,0.4465573543484645,0.22140256443687684,0.0,0.008620590528423011,0.0,0.0,0.0,0.0,0.0,0.0,0.9780992115643661,2.0977136426546843,0.0,0.08342830839619163,1.0124855250011584,0.0,0.0,0.3163257488211305,0.0865828879112531,0.0,0.0,0.2912898762718213,0.45554480664972224,2.3663874605148325,0.303483262023434,0.9991883678594075,0.23405345564023686,0.5530728055119736,1.8825347258945082,0.42057194562719097,0.0,0.0,0.0,0.0,0.6000174471339981,0.0,0.0,0.0,0.0,0.09591656463829412,0.0,0.0
RC-ABX_-3,-2.074111169404143e-19,0.6676321652099539,0.0,0.2688909128353847,0.0,0.556327683936965,0.7803762972166051,0.9327898782474047,2.0267414542147963,0.0,0.5549726166273061,0.23836551861109018,0.004239974642579199,0.0,0.013965165640069156,0.12401180249352578,1.2985869306318627,0.06215525451338606,0.8530360143885304,0.7721380028219574,1.4511738554839364,0.2192787997397545,0.1762499138829074,0.0,0.017797199148667783,0.0,0.0,0.0,0.0,0.0,0.0,0.8610954386575141,1.8717220746618728,0.0,0.020440192078393097,1.1104090991926723,0.0,0.0,0.17893805765411788,0.021220065188700753,0.0,0.0,0.15257405540565616,0.41626581702750215,2.665146321845569,0.32430846334837937,0.9386618102706127,0.21893994984464754,0.5117928842439833,1.6805506652677704,0.13323296721855535,0.0,0.0,0.0,0.0,0.29578002000551046,0.0,0.0,0.0,0.0,0.08123900612240476,0.0,0.0
RC-ABX_0,-4.857343804444833e-16,0.8848972547232244,0.0,0.34678731982603767,0.0,0.8965375431412185,0.5800141806974775,0.6837780943360674,2.237584538286472,0.0,0.47660564253482085,0.41662468230810557,7.791689141552422e-05,0.0,0.00026074545050819,0.0858841371607185,1.3513317950166133,0.00121289742758825,0.5737074045353517,0.4695369731589995,1.3857358708805194,0.4404699777941693,0.039951548801109835,0.0,0.000464962553686119,0.0,0.0,0.0,0.0,0.0,0.0,0.5946651790318671,1.5761270252437638,0.0,0.008258381619036942,1.4475113015822152,0.0,0.0,0.00578905313124717,0.00698107028515976,0.0,0.0,0.13029179483086237,0.5289960380258087,2.8980049966584316,0.16664578623123943,1.0837452165923354,0.4137231195106079,0.31202519084892155,0.6923735861066032,0.04648879690635613,0.0,0.0,0.0,0.0,0.5520773275787637,0.0,0.0,0.0,0.0,0.01812536026034745,0.0,0.0
RC-ABX_1,-4.382269302010461e-16,0.810065271708946,0.0,0.34371383049949256,0.0,0.8223325204248171,0.5236319224270706,0.6328761108854146,2.0353520048846954,0.0,0.5505045866771798,0.4073788697447352,0.0,0.0,0.0,0.052763698185332004,1.220672859950915,0.0003651573638784726,0.511654181378443,0.327603102116027,1.2403033652307394,0.4305327533797417,0.05521637706865991,0.0,0.00032485923664861893,0.0,0.0,0.0,0.0,0.0,0.0,0.597406867453638,1.3431553153419755,0.0,0.003070758051641436,1.3020046938931218,0.0,0.0,0.0037104590525614697,0.0025661449788323253,0.0,0.0,0.12782653780144224,0.515609613479008,2.443647378865445,0.12468255236664431,1.0297876647131634,0.4117323972084701,0.2926559184890607,0.44450588200946856,0.027022063391202687,0.0,0.0,0.0,0.0,0.5375138648626887,0.0,0.0,0.0,0.0,0.020532434967663573,0.0,0.0
RC-ABX_11,-2.1993953088786305e-19,0.5895516770670939,0.0,0.3904997030145946,0.0,0.5726224991364474,0.6237096201227357,0.7527206456210348,2.258950138831339,0.0,0.8851479814567371,0.23100939177698582,0.01992500274734011,0.0,0.06374629335869422,0.4284761123361959,1.0946015711957697,0.19730039306733668,0.7910277978647843,0.5628132721287211,1.4657850076199719,0.5592277976477303,0.20926234143371433,0.0,0.007020748048502507,0.0,0.0,0.0,0.0,0.0,0.0,0.7970512999940779,2.11252075840756,0.0,0.09292583011563392,1.2606527713184985,0.0,0.0,0.14266031907031254,0.09636705660532933,0.0,0.0,0.1944782139318849,0.46748692203168735,2.233319170749521,0.3696818491918391,1.0999983230819135,0.2884565411183917,0.5195053204422381,1.4839979684395705,0.4785147689755263,0.0,0.0,0.0,0.0,0.7291714978475248,0.0,0.0,0.0,0.0,0.07395930686987275,0.0,0.0
RC-ABX_13,-1.4580510034147246e-18,0.9825710642112457,0.0,0.5038921665615144,0.0,1.0901641406196574,0.7176904181345929,1.0054262206946718,3.6475305753630023,0.0,1.2357357866981276,0.28869298578126,0.056087028348725455,0.0,0.18104318280089915,1.2660670471643412,1.9341526670884919,0.5189619471902761,0.9408406285808388,0.9276790077971195,2.032836012343396,0.7190303145275606,0.36367086064528076,0.0,0.0024112712031342815,0.0,0.0,0.0,0.0,0.0,0.0,0.9903819007621306,2.9157345867862356,0.0,0.26425191990057206,1.961029944261204,0.0,0.0,0.15002399633109384,0.27413150111957835,0.0,0.0,0.2514711853504944,0.6877244461842621,4.342029538317004,0.9212341849107519,1.6632977807911828,0.6906186400389861,0.552650906437772,3.2274529188236887,0.9408426592171063,0.0,0.0,0.0,0.0,0.9789333700423697,0.0,0.0,0.0,0.0,0.17194166581022438,0.0,0.0
RC-ABX_2,-2.014995713378754e-16,0.9201325628525949,0.0,0.4635100315342032,0.0,1.010229131844127,0.9885947537731401,1.2508358409365887,3.0031094009562143,0.0,1.3671758152184876,0.5026414131336415,9.508331728841837e-06,0.0,3.207611363592035e-05,0.23760736516100397,1.9408956956780774,0.00014573696629863436,0.6909211685239841,1.076228669507303,1.9699596259443295,0.5035446745296001,0.21627814078771557,0.0,0.00036186896626640364,0.0,0.0,0.0,0.0,0.0,0.0,1.2586360586461602,2.2119647253786257,0.0,0.0036601503362145805,1.9290444909940736,0.0,0.0,0.019601497021369037,0.0030591882826145377,0.0,0.0,0.09390905507490936,0.7473126960127199,4.009351031420514,0.4378122646466108,1.6717587051019287,0.43183517848173125,0.3773276828433561,0.8672523502705113,0.12114726507987604,0.0,0.0,0.0,0.0,0.6556457352294033,0.0,0.0,0.0,0.0,0.029841894817086954,0.0,0.0
RC-ABX_3,-3.291161779664097e-17,1.2830027290621135,0.0,0.7715790396088824,0.0,1.5124117936252008,1.3995626147008267,1.8846854255601144,4.144056303731409,0.0,2.353715342588348,0.68570919526452,2.9066535364126872e-06,0.0,9.805521283130443e-06,0.22985781981143288,2.5075213566857584,4.455112427273082e-05,1.2724622290918886,2.077437194986835,2.519308632187827,0.32808115167686275,0.47096045581087426,0.0,3.578306170927711e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.8766986708253868,3.8195691277100594,0.0,0.0031055680438463215,2.498297771683387,0.0,0.0,0.020271256660279048,0.002588975683667428,0.0,0.0,0.03308350792325457,1.0515364568220233,5.772349797530274,0.9541023305789279,2.153925273870728,0.7676735473188447,0.8570829361149714,2.594169538037447,0.11910128570133278,0.0,0.0,0.0,0.0,0.44145004914740843,0.0,0.0,0.0,0.0,0.14229282882303051,0.0,0.0
RC-ABX_4,-1.6980400225805293e-18,1.8138910870786362,0.0,1.015434989930547,0.0,1.9315613765899817,1.4272759246380031,2.0048304843034974,4.580234796303201,0.0,2.7455502040052364,0.8688207070748379,0.0005544668032288227,0.0,0.0018704795641242872,0.05477291974532992,2.5587796306391493,0.008498473982639759,1.8960855459917214,2.545361680840532,2.5588581820180782,0.03223268000121638,0.6393491013291763,0.0,2.510246689305736e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.003779753481946,4.753666554554308,0.0,0.003339164796873081,2.804689569897046,0.0,0.0,0.0054025540712158305,0.0033472859600070007,0.0,0.0,0.004020103959908251,1.2066731737222431,6.7750201930714455,1.2174922945349846,2.2215847620092677,1.158911069471566,1.4362439247133563,4.355186796302712,0.030035411323080075,0.0,0.0,0.0,0.0,0.044759865098687304,0.0,0.0,0.0,0.0,0.29855264452383873,0.0,0.0
