ASV,Fumarate.3,Succinate.3,Glycine.3,L-Proline.3,D-Fructose.3,L-Glutamate.3,L-Leucine.3,L-Arabinose.3,L-Methionine.3,Citrate.3,D-Glucose.3,Sucrose.3,L-Isoleucine.3,Dulcose.3,D-Serine.3,L-Aspartate.3,N-Acetyl-D-glucosamine.3,Galactose.3,L-Malate.3,Butyrate.3,2-Oxoglutarate.3,D-Ribose.3,L-Valine.3,CELB.3,L-Lysine.3,Ornithine.3,Propionate.3,Pyruvate.3,Acetate.3,Thyminose.3,L-Alanine.3,L-Asparagine.3,Decanoate.3,L-Histidine.3,Melibiose.3,L-Cysteine.3,Myristic acid.3,Niacin.3,Palmitate.3,L-Phenylalanine.3,Melitose.3,L-Threonine.3,L-Tyrosine.3,L-Inositol.3,5-Oxoproline.3,D-Allose.3,L-Fucose.3,L-Rhamnose.3,trans-4-Hydroxy-L-proline.3
Lactobacillus.3,0.0,0.0,-2.430212107605119,0.0,1.0741070935829424,0.0,-1.3122963773348872,0.0,0.0,0.0,0.0,0.1166206677490847,0.0,0.0,0.0,0.0,5.725464202605156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7983436838608556,0.0,0.0,0.0,0.0,0.0,0.0,-0.3583417707742412,0.0,-1.842639755549116,0.0,0.0,-1.2540746082459129,-1.5138750967222487,-0.4896453029889632,-0.4256545895937119,0.0,0.0,-0.2845884931651894,0.0,0.0,0.0,-0.3912445351118798,0.0,0.0
Merdibacter.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosocomiicoccus.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turicibacter.1,0.0,0.0,0.0,0.0,0.0,0.2501391915441788,-0.0532362641748948,0.0,0.0,0.0,0.0,0.0,-0.0178722277216855,0.0,0.0,0.5758137943759951,-0.662707772746597,0.0,0.0,-0.0029987900125078,-0.5623598256246617,-0.0219454020400153,0.0,0.0,0.2193896616589151,0.0127813507342963,0.0,0.0,0.0,-0.0012844265579001,0.0,-0.0098026461140154,0.0,0.0,0.0,-0.0051039122352287,-0.0166977426821343,-0.0065074902842084,0.0,0.0,0.0,0.0,-0.0073384450190557,0.0,0.0,0.0,0.0,0.0,-0.5784206356470438
Lactobacillus.1,0.0,0.0,-0.2706789656218542,-0.0165515841756341,0.0,0.0,-0.0357143597479332,-0.0389621385332585,-0.01068777660325,0.0,0.0,0.0,-0.0277965535774009,0.0,0.0,-0.2659393727444227,0.0,0.0,0.0,0.0,1.1120388020914098,0.0,-0.0316291086918607,0.0,0.1866999188348696,0.0013893047700062,0.0,0.0,0.0,0.0,0.0,-0.0152459884773017,-0.1851244993135843,-0.196752075965525,0.0,0.0,0.0,-0.0144289755556977,-0.0213671158893291,-0.0181098758155793,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Muribaculum.1,0.0,0.0,0.3973481779683744,0.0,0.0,0.6432683279471071,,0.0,0.5293429136993718,0.0,0.0,0.0,-1.0510874292053236,0.0,0.0,0.0,0.8044457646032237,0.0,0.0,0.0,0.0,0.0,-0.1322632623982877,-1.2171293245343069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0365059555334319,-0.006041639553538,-0.0144081154876959,0.0,0.2030465591751453,-0.0241665582141523,-0.0006026859062679,-0.0373707799338896,0.1580384272460493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4518916057850469
Lactobacillus.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloiococcus.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desulfovibrio.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkholderiales.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacillus.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus.2,0.0,0.0,0.0,-0.0120259021003367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.049339915897796,-0.0880893095573533,0.0,0.1740027888060164,0.0,0.0,0.0,0.0,0.0144433226243229,0.0,0.0,-0.0305818662731644,0.0,0.0,-0.0110772940466205,0.0,-0.0061200519594588,0.0,0.0,-0.0155247280939968,-0.001009428642862,0.0,0.3536827518378653,0.0,-0.0139537184675662,0.0,0.0,0.0,0.0,0.0,0.0,-0.0377429007447109
Enterococcus.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus.3,0.0,0.0,0.0,-0.1216103273947641,3.3714492123606385,0.0,0.0,0.0,0.0,-1.1218071834236163,0.0,0.0,0.0,-4.10496936190791,0.0,-0.7533913585841177,-5.857903855022859,-1.0834284999098949,0.0,0.0,0.0,0.0,0.0,-0.8820079880812771,0.0,0.1460561692883681,0.0,0.0,-2.152396458853864,-0.1557826242329114,0.0,-0.1120176552592993,0.0,0.0,0.0,0.0,-0.1569917375406529,-0.0102077122128433,0.0,0.0133576338738533,0.0,0.0,0.3184314185691997,0.0,0.0,0.0,0.0,0.0,-1.1192364532314705
Clostridium.21,0.0,0.0,0.0,0.0,0.0,0.0,-0.1676689886792614,0.0,0.0,-0.0017651289777629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0748737257541727,0.0,-0.6768463025046081,0.0,0.0,0.0,0.0,-0.6603897442125352,0.0,0.0,0.0,0.0,0.0,-0.0387404357012369,-0.3513734640895851,-0.0214035556360425,0.0,0.0,-0.0218700449365609,,,-0.0460176446174914,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
Akkermansia.1,0.0,0.0,-0.0667323109118713,0.0,0.0042994488239822,0.0,-0.0628037190902757,0.0,0.0,0.0,0.0,0.0,-0.0404536411222061,0.0,0.0,0.0,0.0,0.0,-0.1357012575058988,0.0,-0.6908712038893713,0.0,-0.0594844100193396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0153878611456235,-0.0055606482111074,0.0,0.0,0.0,-0.0566381834362881,-0.000554704443529,-0.1599836184048849,-0.0258515901830672,0.0,0.0,-0.0201895704311562,0.0,-0.2814965323520879,0.0,0.0,0.0,0.0
Eubacterium.5,0.0,0.0,0.0,0.0,0.0,-0.4516990538906945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.229379459560474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008743345193536,-0.0173526490019886,0.0,0.0,0.0,0.0,0.0,0.0,-0.0079514670110378,0.0,0.0,0.0,0.0,0.0,,-0.0111439095843454,-0.0094451127479178,0.0,0.0,-0.0063149099537983,0.0,0.0,0.0,-0.0018114619238086,0.0,-0.0694101180441518
Alistipes.2,0.0,0.0,0.0,0.2056640119504446,0.0,0.0,-0.0546077073529455,0.0,0.0,0.0,0.0,0.0,-0.0169113236629193,0.0,0.0,0.0,-0.009298339438924,0.0,-0.3449762580765442,0.0029987900125078,0.0,0.0,0.0,-0.4256277952913005,0.0,0.0,0.0,0.0,-0.3505301279733919,0.0,0.0,-0.0140460533553897,-0.0053233748722388,-0.9942769243840324,0.0,0.0,-0.009298339438924,-0.00023188979092,-0.0143788037106228,0.0,0.0,0.0139537184675662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bifidobacterium.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruminococcus.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetivibrio.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eubacterium.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alistipes.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blautia.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscillibacter.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murimonas.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscillibacter.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lachnospiraceae.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactococcus.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraclostridium.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacteroides.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrobacterium.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stenotrophomonas.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
