id,equation,name,Lactobacillus.3_RC_-1.5,Lactobacillus.3_RC_1.5,Lactobacillus.3_RC_4,Lactobacillus.3_RC_6,Lactobacillus.3_RC_9,Lactobacillus.3_RC_12.5,Lactobacillus.3_WD_-1.5,Lactobacillus.3_WD_9,Lactobacillus.3_WD_12.5,Nosocomiicoccus.1_RC_-1.5,Nosocomiicoccus.1_RC_1.5,Staphylococcus.3_RC_-1.5,Staphylococcus.3_RC_1.5,Staphylococcus.3_RC_4,Turicibacter.1_RC_-1.5,Turicibacter.1_RC_1.5,Turicibacter.1_RC_6,Turicibacter.1_RC_9,Turicibacter.1_RC_12.5,Lactobacillus.1_RC_-1.5,Lactobacillus.1_RC_1.5,Lactobacillus.1_RC_4,Lactobacillus.1_RC_6,Lactobacillus.1_RC_9,Lactobacillus.1_RC_12.5,Muribaculum.1_RC_-1.5,Muribaculum.1_RC_6,Muribaculum.1_RC_9,Muribaculum.1_RC_12.5,Muribaculum.1_WD_-1.5,Lactobacillus.4_RC_-1.5,Lactobacillus.4_RC_1.5,Lactobacillus.4_WD_-1.5,Clostridium.7_RC_-1.5,Clostridium.7_RC_1.5,Alloiococcus.1_RC_-1.5,Alloiococcus.1_RC_1.5,Lactobacillus.5_RC_-1.5,Desulfovibrio.1_RC_-1.5,Burkholderiales.1_RC_-1.5,Staphylococcus.4_RC_-1.5,Staphylococcus.4_RC_1.5,Bacillus.4_RC_-1.5,Bacillus.4_RC_1.5,Enterococcus.2_RC_1.5,Enterococcus.2_RC_4,Enterococcus.2_RC_6,Enterococcus.2_RC_9,Enterococcus.2_WD_9,Enterococcus.2_WD_12.5,Enterococcus.1_RC_1.5,Enterococcus.1_RC_4,Enterococcus.1_WD_9,Enterococcus.1_WD_12.5,Acinetobacter.1_RC_1.5,Acinetobacter.1_RC_4,Acinetobacter.1_WD_6,Acinetobacter.1_WD_9,Acinetobacter.1_WD_12.5,Clostridium.21_RC_4,Clostridium.21_RC_6,Clostridium.21_RC_9,Clostridium.21_RC_12.5,Akkermansia.1_RC_6,Akkermansia.1_RC_9,Akkermansia.1_RC_12.5,Akkermansia.1_WD_-1.5,Eubacterium.5_RC_6,Alistipes.2_RC_6,Alistipes.2_RC_9,Alistipes.2_RC_12.5,Bifidobacterium.1_RC_9,Bifidobacterium.1_RC_12.5,Bifidobacterium.1_WD_-1.5,Ruminococcus.3_RC_9,Ruminococcus.3_RC_12.5,Ruminococcus.3_WD_-1.5,Acetivibrio.1_RC_9,Acetivibrio.1_RC_12.5,Eubacterium.7_RC_9,Eubacterium.7_RC_12.5,Clostridium.23_RC_9,Clostridium.23_RC_12.5,Alistipes.4_RC_9,Blautia.1_RC_9,Blautia.1_RC_12.5,Clostridium.16_RC_9,Clostridium.16_RC_12.5,Murimonas.1_RC_12.5,Oscillibacter.1_RC_12.5,Lachnospiraceae.1_RC_12.5,Lactococcus.1_WD_-1.5,Lactococcus.1_WD_1.5,Lactococcus.1_WD_4,Lactococcus.1_WD_6,Lactococcus.1_WD_9,Lactococcus.1_WD_12.5,Paraclostridium.1_WD_-1.5,Bacteroides.3_WD_-1.5,Clostridium.11_WD_-1.5,Agrobacterium.1_WD_9,Agrobacterium.1_WD_12.5,Stenotrophomonas.1_WD_9,Merdibacter.1_RC_-1.5,Merdibacter.1_RC_1.5,Merdibacter.1_RC_4,Merdibacter.1_RC_9,Merdibacter.1_RC_12.5,Merdibacter.1_WD_-1.5,Merdibacter.1_WD_1.5,Enterococcus.3_RC_1.5,Enterococcus.3_RC_4,Enterococcus.3_RC_6,Enterococcus.3_RC_9,Oscillibacter.3_RC_12.5
rxn02201,rxn02201_c1: cpd00443_c1 + cpd02920_c1 --> cpd00012_c1 + cpd00067_c1 + cpd00683_c1,"2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine-diphosphate:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase [c0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
rxn00836,rxn00836_c1: cpd00012_c1 + cpd00067_c1 + cpd00114_c1 <-- cpd00103_c1 + cpd00226_c1,IMP:diphosphate phospho-D-ribosyltransferase [c0],-0.1574086974101555,-0.1509181054095892,-0.1535313985966596,0.0,0.0,-0.0826926174259372,0.0,-0.075661749051291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1306973314008926,-0.0107599511396124,0.0,0.0,0.0,0.0,0.0,-0.0615725569321019,-0.0590336734266001,-0.0069298239622642,0.0,-0.157408697410161,0.0,,0.0,-0.1132221540638558,-0.0615725569321019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0834850556693407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0834850556693462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn02209,rxn02209_c1: cpd00003_c1 + cpd01861_c1 <=> cpd00004_c1 + cpd00067_c1 + cpd00693_c1,"(R)-Propane-1,2-diol:NAD+ oxidoreductase [c0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,
rxn00423,rxn00423_c1: cpd00022_c1 + cpd00054_c1 --> cpd00010_c1 + cpd00722_c1,acetyl-CoA:L-serine O-acetyltransferase [c0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0791078828229604,0.49669456869568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn10298,rxn10298_c1: 24 cpd00026_c1 + cpd15746_c1 <=> 24 cpd00014_c1 + cpd15755_c1,"palmitoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted [c0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,
rxn00364,rxn00364_c1: cpd00002_c1 + cpd00046_c1 + cpd00067_c1 <=> cpd00008_c1 + cpd00096_c1,ATP:CMP phosphotransferase [c0],0.873996992124332,0.837958590314747,0.8524686550228515,0.8657631670752113,0.8662886760844383,0.8443770420014625,0.8153415040967306,0.8177239769035299,0.8247650046111134,0.3030140921061605,0.2905196056220069,0.8739969921243319,0.8281381956999825,0.8424782107624762,1.657245504393566,1.5889106246140623,1.6416327852771628,1.6426292388701471,1.6010810900719838,0.1317150000107248,0.1262838622179065,0.128470589621325,0.1304741281585263,0.0958508821043068,0.0915600858189201,0.6825414185089207,0.6761112743786519,0.676521666711611,0.6659120504595386,0.6633060661497316,0.8389857641521352,1.0021943337188473,0.8153415040967307,0.3380253200783568,0.3240871802259665,0.0967037720385285,0.0927162876139467,0.873996992124332,0.5938607069325663,0.682541418508921,0.0204854880753816,0.0436660524555918,1.0803073121919635,1.0259415137080423,0.8379585903147468,0.6544478925728376,0.8657631670752113,0.8662886760844385,0.7682393189103717,0.770809070371512,0.837958590314747,0.8524686550228515,0.81772397690353,0.8247650046111131,0.5693734478593504,0.5792327006517973,0.5664835730907796,0.5556244968524536,0.5604087120495724,1.0195482994164766,0.5976169982602032,0.7354648709113002,1.0098707702230163,0.5882660135772209,0.5886230847737256,0.5737346370744538,0.5771245505025578,1.0701298613677284,0.5971904535031436,0.5096543598016203,0.3987333892063119,0.7490864921835926,0.6594099398480069,0.6633060661497315,0.2631559056810328,0.2564997227350434,0.0814101282942458,0.2631559056810327,0.2564997227350433,0.2631559056810327,0.2663953379264663,0.3003416248007311,0.2927448779377043,0.5975529417395061,1.0360769763223312,1.0098707702230163,0.2631559056810328,0.2564997227350433,0.3265695677002483,1.0098707702230163,0.0098956151914229,0.0099540834738815,0.0096466251700987,0.0096530680449504,0.0097705508598066,0.0095832565379286,0.0096657733488798,0.0579155106515369,0.2561751528828938,0.2580152523862394,0.5556244968524537,0.5604087120495722,0.5556244968524536,1.3134179149729774,1.2592604258852234,1.2810657399844396,1.3018340760441247,1.2689058932125536,1.2764032288245986,1.2369781252772007,0.8043910157107874,0.8183198253482628,0.8310817758512826,0.8315862336259069,0.2927448779377044
rxn05561,rxn05561_c1: cpd00067_e0 + cpd00106_e0 <=> cpd00067_c1 + cpd00106_c1,"Transport of dicarboxylates, extracellular [c0]",0.0,0.0,0.0,0.0,0.0,0.0,0.6798325764556125,0.0,0.0,0.0,0.0,0.0,0.0,-2.1459305060084413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.036428243211297,0.0,3.551737382289867,-0.5933704597175243,0.0204892556551929,0.0071234816057671,0.0,0.1746889538412727,8.912235262627416,0.0,0.0071234816057671,1.1919895664292723,0.0356174080288359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0275647980824091,0.0336110901545984,0.0,3.2099236267995868,0.8951331892903014,1.5847082094405809,0.8014663819731206,-8.687350662511996,0.0,-0.5604572742541974,0.0,1.0156070961286483,0.0,0.6595811398126454,0.4271243691178069,0.0,0.0,0.0,0.0,0.0,0.6639302821248115,0.0,0.0,0.0,0.0,0.0,0.0,11.97135966586368,2.30434480329028,-2.0484627412962264,0.0,0.0,-7.809594551437118,0.0,0.0,0.0344103262438565,0.0,-6.710644307659496,0.0,0.0,0.0,-0.0223796816951824,0.0,0.0,0.0,0.0,0.0,0.0,-9.804261587968671,-1.7990644895281358,0.0,-0.5786722088789112,-0.6379300899268815,0.0,-0.1207171372298383,0.0,0.0,3.3902085792472465,0.0,0.0,0.0,0.0,0.0
rxn03408,rxn03408_c1: cpd00037_c1 + cpd03494_c1 <=> cpd00014_c1 + cpd03495_c1,"UDP-N-acetyl-D-glucosamine:undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine 4-beta-N-acetylglucosaminlytransferase [c0]",0.0032133419572017,0.0030808429787742,0.0031341907593139,0.0031830694325397,0.0031850015217385,0.0031044410921442,0.0031227836949172,0.0030064482922387,0.0030323353718951,0.0032133419572017,0.0030808429787742,0.0032133419572017,0.0030808429787742,0.0031341907593139,0.0032133419572017,0.0030808429787742,0.0031830694325397,0.0031850015217385,0.0031044410921442,0.0032133419572017,0.0030808429787742,0.0031341907593139,0.0031830694325397,0.0031850015217385,0.0031044410921442,0.0343473953184114,0.0340238124611553,0.0340444645524623,0.0331833545432721,0.0333794185280602,0.0032133419572017,0.0030808429787742,0.0031227836949172,0.0032133419572017,0.0030808429787742,0.0032133419572017,0.0030808429787742,0.0032133419572017,0.0343473953184114,0.0343473953184114,0.0032133419572017,0.0030808429787742,0.0032133419572017,0.0030808429787742,0.0030808429787742,0.0031341907593139,0.0031830694325397,0.0031850015217385,0.0030064482922387,0.0030323353718951,0.0030808429787742,0.0031341907593139,0.0030064482922387,0.0030323353718951,0.032931114433292,0.0335013485795373,0.0327639714148399,0.0321359100193031,0.0324126168779073,0.0031341907593139,0.0031830694325397,0.0031850015217385,0.0031044410921442,0.0340238124611553,0.0340444645524623,0.0331833545432721,0.0333794185280602,0.0031830694325397,0.0340238124611553,0.0340444645524623,0.0331833545432721,0.0340444645524622,0.0331833545432721,0.0333794185280602,0.0031850015217385,0.0031044410921442,0.0031227836949172,0.0031850015217385,0.0031044410921442,0.0031850015217385,0.0031044410921442,0.0031850015217385,0.0031044410921442,0.0340444645524623,0.0031850015217385,0.0031044410921442,0.0031850015217385,0.0031044410921442,0.0031044410921442,0.0031044410921442,0.0031044410921442,0.0031227836949172,0.0030263282271247,0.0030283494784622,0.0030652060529151,0.0030064482922387,0.0030323353718951,0.0031227836949172,0.0333794185280602,0.0031227836949172,0.0321359100193031,0.0324126168779073,0.0321359100193031,0.0032133419572017,0.0030808429787742,0.0031341907593139,0.0031850015217385,0.0031044410921442,0.0031227836949172,0.0030263282271247,0.0030808429787742,0.0031341907593139,0.0031830694325397,0.0031850015217385,0.0031044410921442
rxn02177,rxn02177_c1: cpd00001_c1 + cpd00658_c1 --> cpd00020_c1 + cpd02566_c1,Isochorismate pyruvate-hydrolase [c0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0
rxn05250,rxn05250_c1: cpd00002_c1 + cpd00010_c1 + cpd11440_c1 --> cpd00012_c1 + cpd00018_c1 + cpd11441_c1,FACOAL160(ISO) [c0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
