ASV,cpd35610,cpd01242,cpd01293,cpd00035,cpd01055,cpd00224,cpd00132,cpd00041,cpd00158,cpd00526,cpd00137,cpd00084,cpd01107,cpd02733,cpd01741,cpd01171,cpd00082,cpd00751,cpd00106,cpd00108,cpd00027,cpd00023,cpd00033,cpd01113,cpd00119,cpd00359,cpd00322,cpd00107,cpd01122,cpd02475,cpd00039,cpd00130,cpd03198,cpd00060,cpd03847,cpd00122,cpd00218,cpd03846,cpd00064,cpd00214,cpd00066,cpd07053,cpd00129,cpd00020,cpd00382,cpd00396,cpd00105,cpd00550,cpd00036,cpd00076,cpd00161,cpd00069,cpd04945,cpd00597,cpd00156,cpd00024,cpd00536,cpd00392,cpd00121,cpd00851,cpd00029,cpd00211,cpd00141
Name,3alpha-hydroxy-7-oxo-5beta-cholan-24-oate,Thyminose,5-Oxoproline,L-Alanine,D-Allose,L-Arabinose,L-Asparagine,L-Aspartate,CELB,Cholate,Citrate,L-Cysteine,Decanoate,Deoxycholate,ddca,Dulcose,D-Fructose,L-Fucose,Fumarate,Galactose,D-Glucose,L-Glutamate,Glycine,Hexanoate,L-Histidine,indol,L-Isoleucine,L-Leucine,Linoleate,Lithocholate,L-Lysine,L-Malate,Melibiose,L-Methionine,Myristic acid,N-Acetyl-D-glucosamine,Niacin,octanoate,Ornithine,Palmitate,L-Phenylalanine,Picolinic acid,L-Proline,Pyruvate,Melitose,L-Rhamnose,D-Ribose,D-Serine,Succinate,Sucrose,L-Threonine,L-Tyrosine,Ursodiol,Valerate,L-Valine,2-Oxoglutarate,Oleate,Phycite,L-Inositol,trans-4-Hydroxy-L-proline,Acetate,Butyrate,Propionate
Helicobacter.1,0,21.585365853658537,0,30.0,0,0.0,26.249999999999982,26.25,8.720930232558139,0,21.666666666666664,10.0,8.286516853932596,0,6.828703703703702,0.0,17.441860465116278,0.0,31.25,0.0,0.0,33.54066985645936,35.0,0,16.15384615384615,16.475694444444443,18.847926267281103,21.0,0,0,16.043689320388356,35.0,0.0,0.0,0.0,15.186335403726707,20.0,11.64285714285714,37.71523178807948,5.596774193548385,11.30952380952381,0,30.035460992907797,35.0,0.0,0.0,0.0,0,33.58585858585858,0.0,25.680272108843532,11.917562724014333,0,0,20.0,43.33333333333334,0,0,18.47222222222222,0,67.5,0.0,0.0
Corynebacterium.1,0,19.56386292834891,0,32.22222222222223,0,0.0,19.367816091954037,25.793650793650784,0,0,20.0,5.0,0.0,0,6.042194092827002,0.0,0.0378234970373421,0,30.793650793650784,0.0,0.0,30.0,12.485875706214685,0,12.121212121212132,7.983539094650207,12.982456140350877,16.666666666666664,0,0,0.0,30.793650793650798,0.0,0.0,5.110635260528194,0.0,15.396825396825394,0.0,0.34040641453417475,4.427952999381571,8.3982683982684,0,27.048022598870052,32.5,0.0,0,0.0,0,25.866666666666653,0.0,15.000000000000025,8.858447488584472,0,0,18.61111111111111,35.0,0,0,14.409722222222221,0,40.0,0,0
Bilophila.1,0,0,25.74367088607595,40.0,0,0.0,26.25,40.0,0.0,0,0.0,10.0,0.0,0,0.0,0,0,0.0,45.0,0.0,0.0,22.31658878504673,12.5,0,21.666666666666664,14.608433734939759,22.522675736961453,18.333333333333332,0,0,20.87264150943396,45.0,0,0.0,0.0,0,0.0038986895763088543,0.0,5.0,0.0,13.500000000000002,0,17.838216957605994,40.0,0,0,27.000000000000004,0,43.636363636363626,0,14.642857142857144,13.5,0,0,22.5,28.555194805194795,0,0,0.0,0.0,45.0,0,0.0
Coprococcus.1,0,20.078125,34.19354838709677,35.15625,0,0.0,27.023809523809508,27.500000000000014,0.0,0,21.666666666666664,0.0,0.0,0,6.268292682926831,0.0,17.84722222222222,0.0,32.5,0.0,0.0,32.19298245614035,60.0,0,15.481927710843383,0,15.588235294117645,0.0,0,0,15.588235294117643,32.5,9.24460431654677,0.0,0.0,13.817204301075268,17.905405405405407,0,0.4999253756830085,0.0,9.961240310077512,0,27.615384615384613,38.333333333333314,0.0,0,0.0,0.0,28.437500000000004,0.0,22.04081632653061,10.280000000000014,0,0,19.76923076923077,40.0,0,0,0.0,0,61.25,0.0,33.97435897435908
Erysipelotrichaceae.1,0,0.0,0.0,10.0,0,0.0,12.2,9.523809523809518,0.0,0,10.0,0.0,0.0,0,0.0,0.0,6.375000000000003,0,12.142857142857139,0.0,0.0,15.0,0.0,0,0.0,8.88888888888889,10.080645161290324,8.333333333333332,0,0,0.0,14.318181818181817,0.0,0.0,0.0,6.568627450980394,0.004714006533431481,0,0.0,0.0,0.0,0,0.0,20.0,0.0,0,7.874999999999994,0,12.600000000000009,0.0,10.138888888888886,0.0,0,0,0.0,22.5,0,0,0.0,0,25.0,16.363636363636402,0
Clostridium.1,0,0.0,0.0,45.0,0.0,0.0,32.50000000000003,41.25,0.0,0,30.83333333333333,0.0,10.617977528089883,0,8.74999999999999,23.07692307692308,24.868421052631575,0.0,46.25,0.0,0.0,27.655367231638415,70.0,0,0.0,20.950520833333357,25.333333333333336,25.666666666666668,0,0,22.320143884892108,50.0,13.541666666666671,0.0,0.0,20.3125,27.222222222222232,14.583333333333343,5.0,6.9920091324200975,15.389447236180935,0,34.131455399061025,58.05755395683457,0.0,0.0,29.73300970873788,0.0,46.428571428571416,13.432017543859672,35.29220779220779,15.992167101827675,0,0,27.083333333333336,37.684426229508205,0,0,0.0,0,81.25000000000006,32.500000000000014,0.0
Kandleria.1,0,6.666666666666668,0.0,12.777777777777779,0,0,3.0,5.0,0.0,0,7.142857142857141,8.77777777777778,0.0,0,1.3008130081300813,0.0,3.750000000000002,0,2.142857142857144,3.75,0.0,17.0,6.666666666666671,0,0.9045226130653268,0.909090909090909,0.0,0.0,0,0,4.102564102564102,2.142857142857143,0.0,0.0,0.0,3.333333333333333,2.9999999999999996,0,0.0199531049208838,0.0,1.3432835820895523,0,0.0,20.0,0.0,0,0.0,0,10.0,0.0,6.666666666666666,1.343283582089552,0,0,0.0,17.5,0,0,0.0,0,32.0,0,0
Finegoldia.1,0,15.0,17.77777777777778,25.0,0,0.0,8.148148148148145,11.666666666666671,3.958333333333332,0,13.57142857142857,5.0,5.135135135135134,0,4.222222222222222,0.0,11.75,0,15.476190476190478,0.0,0.0,19.615384615384613,29.166666666666657,0,4.985422740524776,9.666666666666668,16.66666666666667,16.66666666666667,0,0,9.629629629629628,18.205128205128204,0.0,0.0,0.0,10.0,9.545454545454547,7.241379310344827,20.0,3.4426229508196724,5.675675675675675,0,0.0,27.5,0.0,0,0.0,0.0,17.857142857142854,0.0,17.000000000000004,5.67567567567567,0,0,15.833333333333334,21.875,0,0,0.0,0,50.0,0,0
Bifidobacterium.1,0,52.70428015564201,0,89.60106382978722,0,0.0,50.0,81.25,23.311567164179117,0,57.083333333333314,10.0,0.0,0,15.753546099290785,0.0,45.576086956521735,0.0,85.625,47.432126696832626,0.0,58.55737704918032,104.99999999999997,0,0.0,33.11382113821139,0.0,0.0,0,0,40.84183673469387,88.75,23.996212121212114,0.0,13.421450151057421,35.84745762711863,47.13527851458885,0.0,54.670050761421365,11.660104986876648,27.424999999999983,0,51.77248677248677,101.84210526315786,0.0,0,0.0,0.0,85.10791366906474,23.63805970149254,69.59302325581399,24.875968992248062,0,0,0.0,68.51724137931035,0,0,45.71839080459772,0.0,149.4565217391298,0.0,0.0
