ASV,Fumarate.4,Succinate.4,Glycine.4,L-Proline.4,D-Fructose.4,L-Glutamate.4,L-Leucine.4,L-Arabinose.4,L-Methionine.4,Citrate.4,D-Glucose.4,Sucrose.4,L-Isoleucine.4,Dulcose.4,D-Serine.4,L-Aspartate.4,N-Acetyl-D-glucosamine.4,Galactose.4,L-Malate.4,Butyrate.4,2-Oxoglutarate.4,D-Ribose.4,L-Valine.4,CELB.4,L-Lysine.4,Ornithine.4,Propionate.4,Pyruvate.4,Acetate.4,Thyminose.4,L-Alanine.4,L-Asparagine.4,Decanoate.4,L-Histidine.4,Melibiose.4,L-Cysteine.4,Myristic acid.4,Niacin.4,Palmitate.4,L-Phenylalanine.4,Melitose.4,L-Threonine.4,L-Tyrosine.4,L-Inositol.4,5-Oxoproline.4,D-Allose.4,L-Fucose.4,L-Rhamnose.4,trans-4-Hydroxy-L-proline.4
Lactobacillus.3,0.0,0.0,-0.2418805033773082,0.0,0.0,0.0,-0.2455563543028329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.367581579033514,0.0,0.0,0.0,0.0,0.0,0.0,-0.0737304774002622,-0.1493857392852786,-0.0874279128229867,0.0,0.0,0.0,-0.0087858267460186,0.0,-0.0670527636481381,0.0,-0.037045725772452,0.0,0.0,-1.1333076111493212,0.0,-0.0939738458875664,-0.0796483104107718,0.0,-0.0734363361532743,-0.0532520809057656,0.0,0.0,0.0,0.0,0.0,0.0
Merdibacter.1,0.0,0.0,0.0,-0.1097681847700283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.097881864646514,0.0,0.0,0.0,0.0,0.0,0.0,-0.4044607826960644,0.0,0.0324976231362306,0.0,0.0,0.0,-0.2730914799340567,0.0,0.0,-0.2330760179441522,0.0,0.0,0.0,0.0,0.0,-0.1417042320574505,0.0,0.0,0.0,-0.0802994190451787,0.0,0.0,0.0,0.0,0.0,2.753917740170357
Nosocomiicoccus.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turicibacter.1,0.0,0.0,0.0,-0.0798672666306532,0.0113759559460615,0.0,-0.2946848540002049,0.0,0.0,0.0,0.0,0.0,-0.1341282340362116,0.0,0.0,0.8641695927720852,-8.060962239024448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0959220097955937,0.0,0.0,0.0,0.0,0.2126753355789672,0.0,0.0,0.0,-0.0808937940648432,-0.0416559959484133,-0.1202417642447469,-0.2094533197649581,-0.1031039158398705,0.0,0.0,0.2480001800139235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactobacillus.1,0.0,0.0,0.8644297532715786,-0.0581316197224381,-0.6807413538238869,0.0,-0.1254341311059226,-0.2680104073936071,-0.0458526217717068,0.0,0.0,0.0,-0.0976256209079114,0.0,0.0,-1.0947521585252196,0.0,-0.117757561335594,-0.1719301696720729,0.0,0.5666968371408035,0.0,-0.1110861231846083,0.0,0.5237858709897986,-0.0793985771716948,0.0,0.0,0.0,0.0,0.0,0.0,-0.7155564895348081,-0.4938046600135057,0.0,0.0,0.0,-0.0048794445118724,-0.1375829409436147,-0.1061299650687325,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0073191667678068
Muribaculum.1,0.1673455780935804,0.0,0.0,-0.0833763784788764,0.0,-0.1402311830751257,,0.0,0.0,0.0,0.0,0.0,-0.1093559746715698,0.0,0.0,1.8443570017874305,0.0986898337160211,0.0,0.0,0.0,0.0,0.0,-0.3290748851074496,-0.8455616189914493,-0.1290924120892749,0.0,0.0,0.2102305515202918,-0.0226370725459967,0.0,0.0,3.733645596782499,0.0,-0.0358478149015459,0.0,0.2824954240688416,-0.0751588841032135,0.0,-0.0929795990975019,0.0152590969715239,0.0,0.0,0.2584987443902498,1.1321999870103827,0.0,0.0,0.0,0.0,0.0
Lactobacillus.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloiococcus.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desulfovibrio.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkholderiales.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacillus.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus.2,0.0,-0.008864961884987,-0.0512329047645094,-0.0162482112272037,0.0,0.0,0.0,0.0,0.0,0.2258897363127477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.597480344567032,-0.2582463474984213,0.0,-0.0522980065611358,0.0,0.0,0.0,-0.0262660413348692,-0.002045760434997,0.0,0.0,-0.4776679456477752,0.0,0.0,-0.0149665457105541,0.0,-0.0082688097848365,0.0,-0.0037010623654643,0.0,-0.0013638402899979,-0.0209754793620931,0.135503487082351,0.0,-0.0188528863094273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enterococcus.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
