Sample,cpd35610,cpd01242,cpd01293,cpd00035,cpd01055,cpd00224,cpd00132,cpd00041,cpd00158,cpd00526,cpd00137,cpd00084,cpd01107,cpd02733,cpd01741,cpd01171,cpd00082,cpd00751,cpd00106,cpd00108,cpd00027,cpd00023,cpd00033,cpd01113,cpd00119,cpd00359,cpd00322,cpd00107,cpd01122,cpd02475,cpd00039,cpd00130,cpd03198,cpd00060,cpd03847,cpd00122,cpd00218,cpd03846,cpd00064,cpd00214,cpd00066,cpd07053,cpd00129,cpd00020,cpd00382,cpd00396,cpd00105,cpd00550,cpd00036,cpd00076,cpd00161,cpd00069,cpd04945,cpd00597,cpd00156,cpd00024,cpd00536,cpd00392,cpd00121,cpd00851,cpd00029,cpd00211,cpd00141
Name,3alpha-hydroxy-7-oxo-5beta-cholan-24-oate,Thyminose,5-Oxoproline,L-Alanine,D-Allose,L-Arabinose,L-Asparagine,L-Aspartate,CELB,Cholate,Citrate,L-Cysteine,Decanoate,Deoxycholate,ddca,Dulcose,D-Fructose,L-Fucose,Fumarate,Galactose,D-Glucose,L-Glutamate,Glycine,Hexanoate,L-Histidine,indol,L-Isoleucine,L-Leucine,Linoleate,Lithocholate,L-Lysine,L-Malate,Melibiose,L-Methionine,Myristic acid,N-Acetyl-D-glucosamine,Niacin,octanoate,Ornithine,Palmitate,L-Phenylalanine,Picolinic acid,L-Proline,Pyruvate,Melitose,L-Rhamnose,D-Ribose,D-Serine,Succinate,Sucrose,L-Threonine,L-Tyrosine,Ursodiol,Valerate,L-Valine,2-Oxoglutarate,Oleate,Phycite,L-Inositol,trans-4-Hydroxy-L-proline,Acetate,Butyrate,Propionate
RC-ABX_-13,0,0.3136524529047705,0,0.29243331928618826,0,0.20972393082473006,0.6492419795253157,0.6494100953180497,0.5627078845016713,0,0.1637358996769439,0.19501289324778756,0.08815447015093912,0,0.08815447015093912,0.15216870774279936,0.6386517018947875,0.09043583751354389,0.6492419795253157,0.22246480805496055,0.6494766918155631,0.4109823354866322,0.30000744133829604,0,0.025582612009992692,0,0,0,0,0,0,0.6492419795253157,0.570795333800611,0,0.08815447015093912,0.2424378349494278,0,0,0.36700195315153517,0.08815447015093912,0,0,0.36705458975433125,0.3486519735063143,0.29438829370376907,0.13907630457278838,0.3458042824676507,0.15579741767827363,0.5196502844291866,0.26859062055319366,0.25111068626730976,0,0,0,0,0.40739721867817885,0,0,0,0,0.12205889084246094,0,0
RC-ABX_-3,0,0.34000360344375663,0,0.30058039714604373,0,0.24939548042116713,0.5629176801752226,0.5629480567736941,0.4558044111366142,0,0.17195754504550373,0.2537823193621787,0.021634883854017056,0,0.021634883854017056,0.038793679347586374,0.5328242544625594,0.022297061484786346,0.5629176801752226,0.28507219536778083,0.562963805330964,0.24611742369160391,0.22013320547958523,0,0.03638435305801842,0,0,0,0,0,0,0.5629176801752226,0.4548344770618647,0,0.021634883854017056,0.3139170960259696,0,0,0.20007965942392988,0.021634883854017056,0,0,0.20436388623327623,0.3309505285364369,0.3254761940052696,0.21989982435138977,0.37785693482241767,0.14737897382867576,0.45219186048307325,0.274956854494974,0.08885199876470355,0,0,0,0,0.24485886400248175,0,0,0,0,0.142520894490932,0,0
RC-ABX_0,0,0.3960693202451605,0,0.3651858902101915,0,0.36081837357904695,0.3987416745908657,0.3987416745908657,0.3765851711124247,0,0.28318886033116897,0.37271353096203247,0.00040623974402274903,0,0.00040623974402274903,0.031421831399452184,0.39761883782568547,0.0004242660787343101,0.3949043865524238,0.15651513806891185,0.3987416745908657,0.2614068205257958,0.05843350957930458,0,0.002666797260284081,0,0,0,0,0,0,0.3987416745908657,0.3664038382288182,0,0.028254695252643923,0.3967873396309142,0,0,0.029709565535940764,0.028254695252643923,0,0,0.2583501448828201,0.37635078689983104,0.3958406306051636,0.1303273628311231,0.3972490438821406,0.2649944992775159,0.3021571976654445,0.11560757525202525,0.03268023517218217,0,0,0,0,0.2614068205257958,0,0,0,0,0.019903492313021447,0,0
RC-ABX_1,0,0.35421044343431846,0,0.3311857247025492,0,0.3287552714418592,0.360435146445774,0.360435146445774,0.34431865222076363,0,0.3084514849314028,0.3410191301853196,0,0,0,0.018779388580997394,0.3603219932373171,0.00021018839388909987,0.32961373047343145,0.1110035720185005,0.360435146445774,0.2554093103323028,0.07469644449149063,0,0.002102847722071443,0,0,0,0,0,0,0.360435146445774,0.3318446050834141,0,0.016251900134875145,0.35421044343431846,0,0,0.01702393372419697,0.016251900134875145,0,0,0.24135434809773443,0.3489992880535756,0.35421044343431846,0.0960327526497762,0.35966311285645225,0.2631663273080961,0.28896889216582644,0.07214288815068656,0.018779388580997394,0,0,0,0,0.2554093103323028,0,0,0,0,0.023105945424536055,0,0
RC-ABX_11,0,0.32009043406825866,0,0.36135093580559624,0,0.23717078382239998,0.482284835671251,0.4863014449852204,0.4196362585947341,0,0.3340011426613071,0.345599056121447,0.09768447651101914,0,0.09768447651101914,0.12953536686711764,0.385400180325826,0.06778548962580638,0.4822719017885183,0.27404308480065614,0.54171151535134,0.4215472269710697,0.3474595348985881,0,0.05518551952389634,0,0,0,0,0,0,0.482284835671251,0.5165209139401591,0,0.09768447651101914,0.3462693100313588,0,0,0.17921474923201758,0.09768447651101914,0,0,0.2762390905109557,0.3766466448218015,0.27418277073416925,0.16554106896331489,0.44195160758289664,0.193197133611489,0.39762818553179974,0.22590424125912137,0.25436043555840937,0,0,0,0,0.4050643154484165,0,0,0,0,0.13558512244456888,0,0
RC-ABX_13,0,0.5277989876152451,0,0.4526752781542761,0,0.4338755759062122,0.48985419899894755,0.4912994624587569,0.4971561425523079,0,0.433891997332436,0.42859801710676515,0.2782662333211138,0,0.2782662333211138,0.3844161442379631,0.48983777757272373,0.17830633863911918,0.48985419899894755,0.4523180483385234,0.5357967482830124,0.37416114441263604,0.481532051367875,0,0.01895342962583005,0,0,0,0,0,0,0.48985419899894755,0.4971725639785317,0,0.2782662333211138,0.4446939389127327,0,0,0.2355105652002149,0.2782662333211138,0,0,0.23586779501596772,0.4912994624587569,0.4526588567280524,0.38249437206516923,0.5357967482830124,0.4521010671250535,0.3064570621701995,0.4310613896297656,0.4536984523345422,0,0,0,0,0.3420741785869522,0,0,0,0,0.2871464027286166,0,0
RC-ABX_2,0,0.558348547503332,0,0.49778648293963795,0,0.4954822455328266,0.6303529599615237,0.6303529599615237,0.5172091897744168,0,0.5695604749084476,0.5143955511528839,5.0109694240662066e-05,0,5.0109694240662066e-05,0.08080225031866686,0.6300678629536308,5.0109694240662066e-05,0.4147462851264496,0.3693601225420578,0.6303529599615237,0.32308320678853947,0.330569249968908,0,0.002228905695191911,0,0,0,0,0,0,0.6303529599615237,0.49864047281185575,0,0.07883844461329173,0.5584232522205845,0,0,0.07984124329167175,0.07883844461329173,0,0,0.1733498286983576,0.5872591595907699,0.5583589762728888,0.32329305053069224,0.6293501612831437,0.33303240981832133,0.39717973168979787,0.12849023885187758,0.08100012200487576,0,0,0,0,0.32308320678853947,0,0,0,0,0.032055632903125214,0,0
RC-ABX_3,0,0.7390684000886554,0,0.7298343160007074,0,0.7271063562900231,0.8306279140197106,0.8306279140197106,0.7329961469296835,0,0.8111395206741516,0.7310486383485504,1.531830442256982e-05,0,1.531830442256982e-05,0.07801083685463386,0.8292471151015445,1.531830442256982e-05,0.6006286224432538,0.6799163083514528,0.8306279140197106,0.22533520519581948,0.6675784349110304,0,0.000281267300427238,0,0,0,0,0,0,0.8306279140197106,0.7319355323601784,0,0.0767837457148057,0.7404491990068215,0,0,0.07888496207427673,0.0767837457148057,0,0,0.06052470647524825,0.8202331584891067,0.7391884697413453,0.6699943410873745,0.8285266976602396,0.5770367493914302,0.5915349846282987,0.44374819644787716,0.07939163577279996,0,0,0,0,0.22533520519581948,0,0,0,0,0.35792155856576896,0,0
RC-ABX_4,0,0.8193260312718255,0,0.8193260312718255,0,0.8193113959534831,0.8196559792639202,0.8196559792639202,0.8193260312718255,0,0.8196413439455779,0.8193113959534831,0.0029220858893800813,0,0.0029220858893800813,0.01808770732846667,0.8196559792639202,0.0029220858893800813,0.7786273818542105,0.8176802074684345,0.8196559792639202,0.01974316628816523,0.8176802074684345,0,1.9731411343272105e-05,0,0,0,0,0,0,0.8196559792639202,0.8193260312718255,0,0.01774766308133628,0.8193260312718255,0,0,0.01774766308133628,0.01774766308133628,0,0,0.0045877751669845595,0.8196559792639202,0.8193260312718255,0.8176458407387489,0.8196559792639202,0.778593015124525,0.7782873376070801,0.7766317445845113,0.01808770732846667,0,0,0,0,0.01974316628816523,0,0,0,0,0.761466257208295,0,0
