ASV,cpd35610,cpd01242,cpd01293,cpd00035,cpd01055,cpd00224,cpd00132,cpd00041,cpd00158,cpd00526,cpd00137,cpd00084,cpd01107,cpd02733,cpd01741,cpd01171,cpd00082,cpd00751,cpd00106,cpd00108,cpd00027,cpd00023,cpd00033,cpd01113,cpd00119,cpd00359,cpd00322,cpd00107,cpd01122,cpd02475,cpd00039,cpd00130,cpd03198,cpd00060,cpd03847,cpd00122,cpd00218,cpd03846,cpd00064,cpd00214,cpd00066,cpd07053,cpd00129,cpd00020,cpd00382,cpd00396,cpd00105,cpd00550,cpd00036,cpd00076,cpd00161,cpd00069,cpd04945,cpd00597,cpd00156,cpd00024,cpd00536,cpd00392,cpd00121,cpd00851,cpd00029,cpd00211,cpd00141
Name,3alpha-hydroxy-7-oxo-5beta-cholan-24-oate,Thyminose,5-Oxoproline,L-Alanine,D-Allose,L-Arabinose,L-Asparagine,L-Aspartate,CELB,Cholate,Citrate,L-Cysteine,Decanoate,Deoxycholate,ddca,Dulcose,D-Fructose,L-Fucose,Fumarate,Galactose,D-Glucose,L-Glutamate,Glycine,Hexanoate,L-Histidine,indol,L-Isoleucine,L-Leucine,Linoleate,Lithocholate,L-Lysine,L-Malate,Melibiose,L-Methionine,Myristic acid,N-Acetyl-D-glucosamine,Niacin,octanoate,Ornithine,Palmitate,L-Phenylalanine,Picolinic acid,L-Proline,Pyruvate,Melitose,L-Rhamnose,D-Ribose,D-Serine,Succinate,Sucrose,L-Threonine,L-Tyrosine,Ursodiol,Valerate,L-Valine,2-Oxoglutarate,Oleate,Phycite,L-Inositol,trans-4-Hydroxy-L-proline,Acetate,Butyrate,Propionate
Helicobacter.1,,0.48350427350427344,0.5516025641025644,0.39461538461538465,0.5388680425265792,0.5584615384615386,0.6254545454545449,0.6411172161172163,0.5444773175542407,0.5192982456140353,0.5932085932085934,0.6908791208791205,0.6910813823857302,0.5630952380952381,,0.7131163708086782,0.6979797979797981,0.6842160571668767,0.798614557485525,0.6120387742338962,0.5869658119658121,0.6294070512820515,0.5852770885028952,,0.0,,0.24967948717948718,0.24967948717948718,,,0.5253036437246966,0.6740000000000002,0.7230620155038757,0.5821563682219415,0.633877233877234,0.7594780219780217,0.6361467236467238,0.5991758241758243,0.5253357753357756,0.6223346828609987,0.0,,0.7244444444444447,0.7330769230769232,0.7331172572745605,0.6829914529914528,0.6135172798216276,0.5951923076923079,0.7561143984220908,0.7254923820141209,0.7218822843822845,0.48684503901895226,,,0.615148448043185,0.6325236167341434,,,0.4566666666666669,0.700160256410256,0.689239926739927,0.3382478632478632,0.6157133464825774
Corynebacterium.1,,0.6304761904761906,0.5314814814814816,0.6936274509803925,0.5774509803921569,0.5987179487179488,0.3999999999999999,0.5249999999999999,0.6822695035460995,0.5373737373737375,0.6980392156862747,0.6294117647058827,0.5146666666666668,0.5166666666666666,,0.6144144144144146,0.6780952380952383,0.5381578947368423,0.4976190476190475,0.6561904761904763,0.5722222222222221,0.7587500000000003,0.7346666666666662,,0.0,,0.0,0.0,,,0.5067901234567902,0.4976190476190475,0.681333333333333,0.5827956989247313,0.54,0.7223214285714281,0.6219298245614037,0.4923611111111112,0.6427927927927931,0.5132575757575758,0.0,,0.6588235294117649,0.6140000000000001,0.6810457516339865,0.48963963963963975,0.6949074074074075,0.6671052631578951,0.6797101449275363,0.703819444444444,0.5596899224806203,0.3287037037037036,,,0.0,0.7420903954802255,,,0.6151515151515152,0.5510869565217392,0.6784313725490199,0.5147058823529415,0.6300000000000002
Bilophila.1,,,,0.7916666666666667,0.7716666666666667,0.7499999999999997,0.39374999999999993,0.5928571428571427,0.8225925925925922,0.6684210526315791,0.7670731707317074,0.7524305555555549,0.7859195402298849,0.5750000000000001,,,0.8342342342342344,,0.7387254901960787,0.726923076923077,0.8626126126126128,0.824712643678161,0.8016666666666667,,0.7801801801801802,,0.2625,0.2625,,,0.7025641025641027,0.7600000000000001,,0.8607843137254898,,0.8042483660130716,0.7999999999999997,0.7771241830065356,0.7862318840579705,0.7516666666666665,,,0.8583333333333331,0.7988888888888891,0.7704166666666667,,0.8186046511627905,0.737280701754386,0.8261363636363632,0.14285714285714285,0.4499999999999999,0.6195402298850575,,,0.8592592592592588,,,,0.6151515151515152,,0.7638095238095239,,
Coprococcus.1,,0.6666666666666669,0.5914285714285716,0.46249999999999997,0.5420000000000001,0.7039473684210528,0.5096774193548387,0.6125000000000004,0.41111111111111104,0.4666666666666668,0.6261904761904763,0.488888888888889,0.5991803278688526,0.5428571428571429,,0.614864864864865,0.3875,0.663392857142857,0.29999999999999993,0.6541666666666669,0.5444444444444445,0.29090909090909084,0.5017241379310345,,0.2285714285714286,,0.2285714285714286,0.5971428571428572,,,0.3891304347826087,0.5542857142857146,0.6460526315789477,0.5500000000000004,,0.6949275362318837,0.5317073170731709,0.6618644067796607,0.5139534883720931,0.5912500000000002,0.2285714285714286,,0.4184210526315789,0.6324324324324326,0.7000000000000001,,0.7444444444444447,0.4500000000000002,0.2454545454545454,0.6886363636363638,0.710714285714286,0.5519607843137256,,,0.2285714285714286,0.4714285714285716,,,0.6264705882352943,0.5641509433962266,0.6863636363636365,,
Erysipelotrichaceae.1,,0.4676470588235294,0.3199999999999999,0.5111111111111111,0.610344827586207,0.6742857142857144,0.623770491803278,0.5017241379310347,0.3272727272727272,0.4982758620689656,0.44375,0.39444444444444465,0.3140625,0.334375,,0.6657894736842106,0.6250000000000002,0.5066666666666667,0.7008333333333325,0.5970588235294119,0.7058823529411766,0.3538461538461538,0.653409090909091,,0.3071428571428571,,0.36874999999999997,0.36874999999999997,,,0.4243243243243245,0.38,0.28125,0.6239436619718303,0.35800000000000004,0.7128571428571422,0.37931034482758635,0.5452380952380954,0.3195652173913042,0.3114285714285715,0.3071428571428571,,0.32499999999999984,0.6340425531914895,0.5022222222222225,,0.602777777777778,0.29,0.5743243243243246,0.6675000000000002,0.545918367346939,0.3352941176470588,,,0.4440000000000002,0.2636363636363636,,,0.46176470588235313,0.5516129032258065,0.36142857142857165,0.4840909090909093,0.54811320754717
Clostridium.1,,0.7202233250620348,,0.3232258064516129,,0.6913261648745521,,0.5421658986175114,0.6080645161290322,,0.6541666666666667,0.704129032258064,,,,0.6874193548387098,0.7700000000000001,,0.5421658986175114,0.6799040976460333,0.6403225806451612,0.7028225806451609,0.5955376344086022,,0.6338296112489661,,0.05282258064516129,0.05282258064516129,,,,0.5898826979472142,0.7233870967741937,0.675328554360812,,0.8265372983870967,,0.6755376344086024,0.6565668202764977,,,,,0.7010295126973227,0.800272603362108,0.7643010752688169,0.8135944700460831,0.7170322580645156,0.6696236559139785,0.6706093189964157,,,,,0.6749409913453975,0.656989247311828,,,,,0.6448924731182797,,
Kandleria.1,,0.6558823529411766,0.5839285714285716,0.5125,0.6312500000000001,0.7117647058823531,0.42916666666666664,0.813414634146341,0.9,0.6040540540540542,0.5142857142857145,0.5153846153846156,0.6224999999999997,0.503125,,0.4133333333333333,0.6375,0.6250000000000001,0.7000000000000002,0.617857142857143,0.6777777777777777,0.5394736842105265,0.711702127659574,,0.2857142857142857,,0.5903846153846156,0.5903846153846156,,,0.5296296296296298,0.7058139534883722,0.7025641025641027,0.6029411764705884,0.49729729729729744,0.8875796178343961,0.6194444444444446,0.5243243243243245,0.6544444444444446,0.4961538461538463,0.2857142857142857,,0.6466666666666668,0.6673913043478263,0.6343750000000001,0.49714285714285733,0.7660000000000001,0.3444444444444444,0.6418367346938777,0.7250000000000002,0.6639534883720932,0.5603448275862071,,,0.5903846153846156,0.6196428571428573,,,0.686,0.6624999999999995,0.6850000000000002,0.3588235294117647,0.47333333333333333
Finegoldia.1,,0.6101851851851853,0.48125000000000023,0.36041666666666666,0.49761904761904774,0.5507407407407409,0.37361111111111106,0.5659722222222222,0.6243055555555556,0.4580246913580247,0.4951612903225808,0.3800000000000003,0.4353658536585368,0.49201388888888903,,0.47916666666666685,0.6327160493827163,0.42702702702702716,0.3766666666666666,0.4846491228070178,0.5296296296296296,0.46203703703703636,0.5273333333333334,,0.205,,0.36041666666666666,0.26904761904761904,,,0.2764367816091954,0.6166666666666668,0.6093333333333334,0.46194968553459126,0.4157894736842107,0.6890909090909086,,0.4869918699186993,0.37375000000000014,0.32000000000000006,0.3333333333333333,,0.46462585034013626,0.6819444444444441,0.45069444444444445,,0.5895833333333333,0.3316666666666666,0.5254166666666669,0.41,0.28888888888888886,,,,0.4817829457364344,0.5151960784313726,,,,0.2817460317460317,0.4580808080808083,0.6991935483870965,0.3698924731182797
Bifidobacterium.1,,0.7415343915343915,0.5699767711962835,0.21476190476190476,0.5148351648351648,0.7796031746031744,0.2547619047619047,0.31394557823129243,0.7382440476190477,0.7679712981082839,0.5932676518883417,0.6976190476190477,0.429850746268657,0.44890109890109886,,0.6727994227994228,0.84173405211141,0.6663182346109174,0.8051082251082244,0.6977777777777777,0.8304761904761906,0.5492753623188407,0.49349206349206365,,0.18716356107660448,,0.5756277056277056,0.474122807017544,,,0.43754578754578777,0.6412698412698413,0.3456349206349206,0.5569940476190477,0.39918032786885266,0.8061355311355306,0.5935769656699891,0.4920361247947458,0.38439153439153434,0.4820408163265307,0.7666988416988412,,0.5091428571428573,0.6909297052154196,0.5163492063492063,0.6421568627450976,0.724969474969475,0.6964562569213731,0.7420096852300236,0.3986394557823129,0.6866459627329192,0.6993920972644376,,,0.43995354239256684,0.51484126984127,,,0.4870600414078677,0.6975056689342402,0.5825396825396827,0.5531024531024533,0.484467120181406
